# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFCALKRU	tRNA	1190	1260	+	HDKOKI_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFCALKRU	cds	1268	1663	+	HDKOKI_00010		hypothetical protein	PFAM:PF03946.17
VFCALKRU	cds	1630	2226	+	HDKOKI_00015		hypothetical protein	
VFCALKRU	cds	2223	2675	+	HDKOKI_00020		hypothetical protein	
VFCALKRU	cds	2672	3016	+	HDKOKI_00025		hypothetical protein	PFAM:PF00542.22, PFAM:PF16320.8
VFCALKRU	cds	3019	6723	+	HDKOKI_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFCALKRU	cds	6720	10481	+	HDKOKI_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20, PFAM:PF05000.20
VFCALKRU	cds	10478	10864	+	HDKOKI_00040		hypothetical protein	
VFCALKRU	cds	10839	11312	+	HDKOKI_00045		hypothetical protein	PFAM:PF00177.24
VFCALKRU	cds	11312	13342	+	HDKOKI_00050		Elongation factor G 2	SO:0001217, UniRef:UniRef50_Q62GK2
VFCALKRU	cds	13333	13638	+	HDKOKI_00055		hypothetical protein	PFAM:PF00338.25
VFCALKRU	tRNA	14048	14119	+	HDKOKI_00060	trnF	tRNA-Phe(gaa)	SO:0000267
VFCALKRU	cds	14132	14503	+	HDKOKI_00065		hypothetical protein	
VFCALKRU	cds	14405	15163	-	HDKOKI_00070		hypothetical protein	PFAM:PF00398.23
VFCALKRU	cds	15154	16239	-	HDKOKI_00075		hypothetical protein	
VFCALKRU	cds	16240	16632	-	HDKOKI_00080		hypothetical protein	
VFCALKRU	cds	16619	16948	-	HDKOKI_00085		hypothetical protein	
VFCALKRU	cds	16905	17729	-	HDKOKI_00090		hypothetical protein	PFAM:PF01678.22
VFCALKRU	cds	18261	18710	+	HDKOKI_00095		hypothetical protein	
VFCALKRU	cds	18763	19620	+	HDKOKI_00100		hypothetical protein	PFAM:PF00156.30, PFAM:PF13793.9
VFCALKRU	cds	19601	20101	+	HDKOKI_00105		hypothetical protein	
VFCALKRU	cds	20087	20632	-	HDKOKI_00110		hypothetical protein	
VFCALKRU	cds	21002	22123	+	HDKOKI_00115		hypothetical protein	PFAM:PF00266.22
VFCALKRU	cds	22095	23369	-	HDKOKI_00120		hypothetical protein	PFAM:PF00152.23, PFAM:PF01409.23
VFCALKRU	cds	23369	24055	-	HDKOKI_00125		hypothetical protein	PFAM:PF03462.21
VFCALKRU	cds	24042	24947	-	HDKOKI_00130		hypothetical protein	PFAM:PF00701.25
VFCALKRU	cds	24951	25895	+	HDKOKI_00135		hypothetical protein	
VFCALKRU	tRNA	27012	27094	+	HDKOKI_00140	trnS	tRNA-Ser(gct)	SO:0000269
VFCALKRU	cds	27317	29512	-	HDKOKI_00145		hypothetical protein	PFAM:PF08264.16
VFCALKRU	cds	29509	29658	-	HDKOKI_00150		hypothetical protein	
VFCALKRU	cds	29830	32004	+	HDKOKI_00155		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFCALKRU	cds	32232	32972	+	HDKOKI_00160		hypothetical protein	
