locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFPYRLAN_00001	tRNA	72				tRNA-Trp(cca)
VFPYRLAN_00002	CDS	411	rplK		COG0080	50S ribosomal protein L11
VFPYRLAN_00003	CDS	633				hypothetical protein
VFPYRLAN_00004	CDS	456				hypothetical protein
VFPYRLAN_00005	CDS	351	rplL			50S ribosomal protein L7/L12
VFPYRLAN_00006	CDS	3777	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFPYRLAN_00007	CDS	3846	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFPYRLAN_00008	CDS	393	rpsL		COG0048	30S ribosomal protein S12
VFPYRLAN_00009	CDS	471	rpsG		COG0049	30S ribosomal protein S7
VFPYRLAN_00010	CDS	2070	fusA		COG0480	Elongation factor G
VFPYRLAN_00011	CDS	309				hypothetical protein
VFPYRLAN_00012	tRNA	73				tRNA-Phe(gaa)
VFPYRLAN_00013	CDS	405				hypothetical protein
VFPYRLAN_00014	CDS	897				hypothetical protein
VFPYRLAN_00015	CDS	681	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFPYRLAN_00016	CDS	1116	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
VFPYRLAN_00017	CDS	393	rpsI		COG0103	30S ribosomal protein S9
VFPYRLAN_00018	CDS	294	rplM		COG0102	50S ribosomal protein L13
VFPYRLAN_00019	CDS	804	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFPYRLAN_00020	CDS	558				hypothetical protein
VFPYRLAN_00021	CDS	1335	infB			Translation initiation factor IF-2
VFPYRLAN_00022	tRNA	72				tRNA-Gln(ttg)
VFPYRLAN_00023	CDS	852	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFPYRLAN_00024	CDS	513				hypothetical protein
VFPYRLAN_00025	CDS	549	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFPYRLAN_00026	CDS	1119	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFPYRLAN_00027	CDS	1302	lysS	6.1.1.6		Lysine--tRNA ligase
VFPYRLAN_00028	CDS	717	prfA_1		COG0216	Peptide chain release factor 1
VFPYRLAN_00029	CDS	855	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFPYRLAN_00030	CDS	837	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFPYRLAN_00031	CDS	741	ask	2.7.2.4	COG0527	Aspartokinase
VFPYRLAN_00032	CDS	390				hypothetical protein
VFPYRLAN_00033	tRNA	84				tRNA-Ser(gct)
VFPYRLAN_00034	CDS	2352				hypothetical protein
VFPYRLAN_00035	CDS	177				hypothetical protein
VFPYRLAN_00036	CDS	2172	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFPYRLAN_00037	CDS	198				hypothetical protein
VFPYRLAN_00038	CDS	546				hypothetical protein
VFPYRLAN_00039	CDS	1137	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
VFPYRLAN_00040	CDS	858	prfA_2		COG0216	Peptide chain release factor 1
VFPYRLAN_00041	CDS	765	trpC			Indole-3-glycerol phosphate synthase
VFPYRLAN_00042	CDS	990	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
VFPYRLAN_00043	CDS	621	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
VFPYRLAN_00044	CDS	1215	menF	5.4.4.2		Isochorismate synthase MenF
VFPYRLAN_00045	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFPYRLAN_00046	CDS	966	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
VFPYRLAN_00047	CDS	1395	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
VFPYRLAN_00048	CDS	972	thrB	2.7.1.39	COG2334	Homoserine kinase
VFPYRLAN_00049	CDS	1272	rpoD			RNA polymerase sigma factor RpoD
VFPYRLAN_00050	CDS	3027	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
VFPYRLAN_00051	tRNA	82				tRNA-Leu(aag)
VFPYRLAN_00052	tRNA	88				tRNA-Leu(tag)
VFPYRLAN_00053	tRNA	86				tRNA-Ser(aga)
VFPYRLAN_00054	CDS	747				hypothetical protein
VFPYRLAN_00055	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFPYRLAN_00056	CDS	639	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
VFPYRLAN_00057	CDS	1134	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
VFPYRLAN_00058	CDS	693	trpA	4.2.1.20		Tryptophan synthase alpha chain
VFPYRLAN_00059	CDS	264				hypothetical protein
VFPYRLAN_00060	CDS	231				hypothetical protein
VFPYRLAN_00061	tRNA	72				tRNA-Asn(gtt)
VFPYRLAN_00062	tRNA	72				tRNA-Cys(gca)
VFPYRLAN_00063	tRNA	71				tRNA-Gly(gcc)
VFPYRLAN_00064	CDS	999	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase arginine-specific small chain
