locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFCALBON1_00001	gene	1185	tufA			
VFCALBON1_00001	CDS	1185	tufA		COG0050	Elongation factor Tu
VFCALBON1_00002	gene	74				
VFCALBON1_00002	tRNA	74				tRNA-Trp(cca)
VFCALBON1_00003	gene	417	rplK			
VFCALBON1_00003	CDS	417	rplK		COG0080	50S ribosomal protein L11
VFCALBON1_00004	gene	612				
VFCALBON1_00004	CDS	612				hypothetical protein
VFCALBON1_00005	gene	447				
VFCALBON1_00005	CDS	447				hypothetical protein
VFCALBON1_00006	gene	366				
VFCALBON1_00006	CDS	366				hypothetical protein
VFCALBON1_00007	gene	3579	rpoB			
VFCALBON1_00007	CDS	3579	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFCALBON1_00008	gene	3831	rpoC			
VFCALBON1_00008	CDS	3831	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFCALBON1_00009	gene	399	rpsL			
VFCALBON1_00009	CDS	399	rpsL		COG0048	30S ribosomal protein S12
VFCALBON1_00010	gene	483	rpsG			
VFCALBON1_00010	CDS	483	rpsG		COG0049	30S ribosomal protein S7
VFCALBON1_00011	gene	2052	fusA			
VFCALBON1_00011	CDS	2052	fusA		COG0480	Elongation factor G
VFCALBON1_00012	gene	312	rpsJ			
VFCALBON1_00012	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
VFCALBON1_00013	gene	414	def			
VFCALBON1_00013	CDS	414	def	3.5.1.88		Peptide deformylase
VFCALBON1_00014	gene	73				
VFCALBON1_00014	tRNA	73				tRNA-Phe(gaa)
VFCALBON1_00015	gene	456				
VFCALBON1_00015	CDS	456				hypothetical protein
VFCALBON1_00016	gene	753	rsmA			
VFCALBON1_00016	CDS	753	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFCALBON1_00017	gene	1104				
VFCALBON1_00017	CDS	1104				hypothetical protein
VFCALBON1_00018	gene	390	rpsI			
VFCALBON1_00018	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFCALBON1_00019	gene	312				
VFCALBON1_00019	CDS	312				hypothetical protein
VFCALBON1_00020	gene	777	dapF			
VFCALBON1_00020	CDS	777	dapF	5.1.1.7		Diaminopimelate epimerase
VFCALBON1_00021	gene	600				
VFCALBON1_00021	CDS	600				hypothetical protein
VFCALBON1_00022	gene	72				
VFCALBON1_00022	tRNA	72				tRNA-Gln(ttg)
VFCALBON1_00023	gene	876	prs			
VFCALBON1_00023	CDS	876	prs			Putative ribose-phosphate pyrophosphokinase
VFCALBON1_00024	gene	471				
VFCALBON1_00024	CDS	471				hypothetical protein
VFCALBON1_00025	gene	525	rsmD			
VFCALBON1_00025	CDS	525	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFCALBON1_00026	gene	1080	iscS			
VFCALBON1_00026	CDS	1080	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFCALBON1_00027	gene	1224	lysS			
VFCALBON1_00027	CDS	1224	lysS	6.1.1.6		Lysine--tRNA ligase
VFCALBON1_00028	gene	663	prfB			
VFCALBON1_00028	CDS	663	prfB			Peptide chain release factor 2
VFCALBON1_00029	gene	834	dapA			
VFCALBON1_00029	CDS	834	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFCALBON1_00030	gene	2010	tilS			
VFCALBON1_00030	CDS	2010	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFCALBON1_00031	gene	85				
VFCALBON1_00031	tRNA	85				tRNA-Ser(gct)
VFCALBON1_00032	gene	168				
VFCALBON1_00032	CDS	168				hypothetical protein
VFCALBON1_00033	gene	2268				
VFCALBON1_00033	CDS	2268				hypothetical protein
VFCALBON1_00034	gene	162				
VFCALBON1_00034	CDS	162				hypothetical protein
VFCALBON1_00035	gene	150				
VFCALBON1_00035	CDS	150				hypothetical protein
VFCALBON1_00036	gene	2205	metE			
VFCALBON1_00036	CDS	2205	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFCALBON1_00037	gene	660				
VFCALBON1_00037	CDS	660				hypothetical protein
VFCALBON1_00038	gene	1122	aar			
VFCALBON1_00038	CDS	1122	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
VFCALBON1_00039	gene	801	prfA			
VFCALBON1_00039	CDS	801	prfA		COG0216	Peptide chain release factor 1
VFCALBON1_00040	gene	735	trpC			
VFCALBON1_00040	CDS	735	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
VFCALBON1_00041	gene	957	trpD			
VFCALBON1_00041	CDS	957	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
VFCALBON1_00042	gene	579				
VFCALBON1_00042	CDS	579				hypothetical protein
VFCALBON1_00043	gene	1167	menF			
VFCALBON1_00043	CDS	1167	menF	5.4.4.2		Isochorismate synthase MenF
VFCALBON1_00044	gene	1362	argH			
VFCALBON1_00044	CDS	1362	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFCALBON1_00045	gene	1296				
VFCALBON1_00045	CDS	1296				hypothetical protein
VFCALBON1_00046	gene	903	thrB			
VFCALBON1_00046	CDS	903	thrB	2.7.1.39	COG2334	Homoserine kinase
VFCALBON1_00047	gene	912	tsaD			
VFCALBON1_00047	CDS	912	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
VFCALBON1_00048	gene	1257	rpoD			
VFCALBON1_00048	CDS	1257	rpoD			RNA polymerase sigma factor RpoD
VFCALBON1_00049	gene	102				
VFCALBON1_00049	CDS	102				hypothetical protein
VFCALBON1_00050	gene	2916	dnaE1			
VFCALBON1_00050	CDS	2916	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
VFCALBON1_00051	gene	165				
VFCALBON1_00051	CDS	165				hypothetical protein
VFCALBON1_00052	gene	76				
VFCALBON1_00052	tRNA	76				tRNA-Leu(aag)
VFCALBON1_00053	gene	73				
VFCALBON1_00053	tRNA	73				tRNA-Leu(tag)
VFCALBON1_00054	gene	86				
VFCALBON1_00054	tRNA	86				tRNA-Ser(aga)
VFCALBON1_00055	gene	738				
VFCALBON1_00055	CDS	738				hypothetical protein
VFCALBON1_00056	gene	1020	asd1			
VFCALBON1_00056	CDS	1020	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
VFCALBON1_00057	gene	591	trpF			
VFCALBON1_00057	CDS	591	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
VFCALBON1_00058	gene	1125	trpB			
VFCALBON1_00058	CDS	1125	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
VFCALBON1_00059	gene	618	trpA			
VFCALBON1_00059	CDS	618	trpA	4.2.1.20		Tryptophan synthase alpha chain
VFCALBON1_00060	gene	243				
VFCALBON1_00060	CDS	243				hypothetical protein
VFCALBON1_00061	gene	213				
VFCALBON1_00061	CDS	213				hypothetical protein
VFCALBON1_00062	gene	74				
VFCALBON1_00062	tRNA	74				tRNA-Asn(gtt)
VFCALBON1_00063	gene	534				
VFCALBON1_00063	CDS	534				hypothetical protein
VFCALBON1_00064	gene	71				
VFCALBON1_00064	tRNA	71				tRNA-Cys(gca)
VFCALBON1_00065	gene	72				
VFCALBON1_00065	tRNA	72				tRNA-Gly(gcc)
VFCALBON1_00066	gene	510	dnaQ			
VFCALBON1_00066	CDS	510	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFCALBON1_00067	gene	1047	carA			
VFCALBON1_00067	CDS	1047	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFCALBON1_00068	gene	3087	carB			
VFCALBON1_00068	CDS	3087	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFCALBON1_00069	gene	537	rlmE			
VFCALBON1_00069	CDS	537	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFCALBON1_00070	gene	621	clpP			
VFCALBON1_00070	CDS	621	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFCALBON1_00071	gene	1164	clpX			
VFCALBON1_00071	CDS	1164	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
VFCALBON1_00072	gene	72				
VFCALBON1_00072	tRNA	72				tRNA-Val(tac)
VFCALBON1_00073	gene	114				
VFCALBON1_00073	CDS	114				hypothetical protein
VFCALBON1_00074	gene	81				
VFCALBON1_00074	tRNA	81				tRNA-Leu(caa)
VFCALBON1_00075	gene	86				
VFCALBON1_00075	tRNA	86				tRNA-Ser(tga)
VFCALBON1_00076	gene	405	hisG			
VFCALBON1_00076	CDS	405	hisG	2.4.2.17		ATP phosphoribosyltransferase
VFCALBON1_00077	gene	1239	hisD			
VFCALBON1_00077	CDS	1239	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFCALBON1_00078	gene	924	hisC2			
VFCALBON1_00078	CDS	924	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFCALBON1_00079	gene	561	hisB			
VFCALBON1_00079	CDS	561	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
VFCALBON1_00080	gene	645	hisH			
VFCALBON1_00080	CDS	645	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFCALBON1_00081	gene	702	hisA			
VFCALBON1_00081	CDS	702	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
VFCALBON1_00082	gene	747	hisF			
