locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFTETMAC_00001	tRNA	74				tRNA-Trp(cca)
VFTETMAC_00002	CDS	384				hypothetical protein
VFTETMAC_00003	CDS	642				hypothetical protein
VFTETMAC_00004	CDS	450				hypothetical protein
VFTETMAC_00005	CDS	357	rplL			50S ribosomal protein L7/L12
VFTETMAC_00006	CDS	3897	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFTETMAC_00007	CDS	3924	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFTETMAC_00008	CDS	396	rpsL		COG0048	30S ribosomal protein S12
VFTETMAC_00009	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFTETMAC_00010	CDS	2049	fusA		COG0480	Elongation factor G
VFTETMAC_00011	CDS	297	rpsJ		COG0051	30S ribosomal protein S10
VFTETMAC_00012	tRNA	75				tRNA-Phe(gaa)
VFTETMAC_00013	CDS	336				hypothetical protein
VFTETMAC_00014	CDS	696	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFTETMAC_00015	CDS	1104				hypothetical protein
VFTETMAC_00016	CDS	384	rpsI		COG0103	30S ribosomal protein S9
VFTETMAC_00017	CDS	336	rplM		COG0102	50S ribosomal protein L13
VFTETMAC_00018	CDS	804	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFTETMAC_00019	CDS	639	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
VFTETMAC_00020	CDS	1533	infB			Translation initiation factor IF-2
VFTETMAC_00021	tRNA	74				tRNA-Gln(ttg)
VFTETMAC_00022	CDS	495				hypothetical protein
VFTETMAC_00023	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFTETMAC_00024	CDS	1125	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFTETMAC_00025	CDS	1302	lysS	6.1.1.6		Lysine--tRNA ligase
VFTETMAC_00026	CDS	699	prfB		COG1186	Peptide chain release factor RF2
VFTETMAC_00027	CDS	909	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFTETMAC_00028	tRNA	84				tRNA-Ser(gct)
VFTETMAC_00029	CDS	141				hypothetical protein
VFTETMAC_00030	CDS	195				hypothetical protein
VFTETMAC_00031	CDS	2217	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFTETMAC_00032	CDS	747				hypothetical protein
VFTETMAC_00033	CDS	1134	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFTETMAC_00034	CDS	807	prfA		COG0216	Peptide chain release factor RF1
VFTETMAC_00035	CDS	561	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
VFTETMAC_00036	CDS	1284	menF	5.4.4.2		Isochorismate synthase MenF
VFTETMAC_00037	CDS	1461	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
VFTETMAC_00038	CDS	909	thrB	2.7.1.39	COG2334	Homoserine kinase
VFTETMAC_00039	CDS	1425	rpoD			RNA polymerase sigma factor RpoD
VFTETMAC_00040	CDS	2991	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFTETMAC_00041	CDS	171	rpsO		COG0184	30S ribosomal protein S15
VFTETMAC_00042	CDS	732				hypothetical protein
VFTETMAC_00043	CDS	1038	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFTETMAC_00044	CDS	258				hypothetical protein
VFTETMAC_00045	CDS	219				hypothetical protein
VFTETMAC_00046	tRNA	72				tRNA-Asn(gtt)
VFTETMAC_00047	tRNA	73				tRNA-Cys(gca)
VFTETMAC_00048	tRNA	72				tRNA-Gly(gcc)
VFTETMAC_00049	CDS	456	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
VFTETMAC_00050	CDS	567	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFTETMAC_00051	tRNA	71				tRNA-Val(tac)
VFTETMAC_00052	CDS	798				hypothetical protein
VFTETMAC_00053	CDS	1038	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
VFTETMAC_00054	CDS	600	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
VFTETMAC_00055	CDS	1224	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFTETMAC_00056	CDS	966	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFTETMAC_00057	CDS	594	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
VFTETMAC_00058	CDS	597	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFTETMAC_00059	CDS	714	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
VFTETMAC_00060	CDS	744	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
VFTETMAC_00061	CDS	294	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
VFTETMAC_00062	CDS	264	hisI_2	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
VFTETMAC_00063	tRNA	73				tRNA-His(gtg)
VFTETMAC_00064	tRNA	75				tRNA-Lys(ttt)
VFTETMAC_00065	CDS	162				hypothetical protein
VFTETMAC_00066	CDS	459	infC			Translation initiation factor IF-3
VFTETMAC_00067	tRNA	75				tRNA-Val(aac)
VFTETMAC_00068	tRNA	75				tRNA-Arg(tct)
VFTETMAC_00069	tRNA	74				tRNA-Met(cat)
VFTETMAC_00070	tRNA	72				tRNA-Pro(tgg)
VFTETMAC_00071	CDS	222				hypothetical protein
VFTETMAC_00072	CDS	534				hypothetical protein
VFTETMAC_00073	CDS	846				hypothetical protein
VFTETMAC_00074	CDS	1095	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
VFTETMAC_00075	CDS	789	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
VFTETMAC_00076	CDS	1083	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFTETMAC_00077	CDS	1284	thrC	4.2.3.1	COG0498	Threonine synthase
VFTETMAC_00078	CDS	1182				hypothetical protein
VFTETMAC_00079	CDS	1227	radA			DNA repair protein RadA
VFTETMAC_00080	CDS	180	rpsR		COG0238	30S ribosomal protein S18
VFTETMAC_00081	CDS	306				hypothetical protein
VFTETMAC_00082	tRNA	74				tRNA-Asp(gtc)
VFTETMAC_00083	tRNA	71				tRNA-Glu(ttc)
VFTETMAC_00084	CDS	1311	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
VFTETMAC_00085	CDS	1854	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
VFTETMAC_00086	CDS	1272	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
VFTETMAC_00087	CDS	1191				hypothetical protein
VFTETMAC_00088	CDS	1083				hypothetical protein
VFTETMAC_00089	CDS	603				hypothetical protein
VFTETMAC_00090	CDS	1026	dnaJ		COG0484	Chaperone protein DnaJ
VFTETMAC_00091	CDS	1800	dnaK		COG0443	Chaperone protein DnaK
VFTETMAC_00092	CDS	441	grpE			Protein GrpE
VFTETMAC_00093	CDS	951	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
VFTETMAC_00094	CDS	990	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
VFTETMAC_00095	CDS	600				hypothetical protein
VFTETMAC_00096	CDS	663	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
VFTETMAC_00097	CDS	765	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
VFTETMAC_00098	CDS	438	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
VFTETMAC_00099	CDS	363				hypothetical protein
VFTETMAC_00100	CDS	249	rpmA		COG0211	50S ribosomal protein L27
VFTETMAC_00101	CDS	327				hypothetical protein
VFTETMAC_00102	CDS	801	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
VFTETMAC_00103	tRNA	72				tRNA-Ala(tgc)
VFTETMAC_00104	rRNA	2724				23S ribosomal RNA
VFTETMAC_00105	tRNA	72				tRNA-Ile(gat)
VFTETMAC_00106	rRNA	1481				16S ribosomal RNA
VFTETMAC_00107	CDS	411	rplC		COG0087	50S ribosomal protein L3
VFTETMAC_00108	CDS	597	rplD		COG0088	50S ribosomal protein L4
VFTETMAC_00109	CDS	180				hypothetical protein
VFTETMAC_00110	CDS	795	rplB		COG0090	50S ribosomal protein L2
VFTETMAC_00111	CDS	264	rpsS			30S ribosomal protein S19
VFTETMAC_00112	CDS	318				hypothetical protein
VFTETMAC_00113	CDS	606	rpsC			30S ribosomal protein S3
VFTETMAC_00114	CDS	420	rplP		COG0197	50S ribosomal protein L16
VFTETMAC_00115	CDS	231				hypothetical protein
VFTETMAC_00116	CDS	366	rplN		COG0093	50S ribosomal protein L14
VFTETMAC_00117	CDS	552	rplE		COG0094	50S ribosomal protein L5
VFTETMAC_00118	CDS	303	rpsN		COG0199	30S ribosomal protein S14
VFTETMAC_00119	CDS	372				hypothetical protein
VFTETMAC_00120	CDS	534				hypothetical protein
VFTETMAC_00121	CDS	333				hypothetical protein
VFTETMAC_00122	CDS	429	rpsE		COG0098	30S ribosomal protein S5
VFTETMAC_00123	CDS	336				hypothetical protein
VFTETMAC_00124	CDS	216	infA			Translation initiation factor IF-1
VFTETMAC_00125	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
VFTETMAC_00126	CDS	342	rpsM		COG0099	30S ribosomal protein S13
VFTETMAC_00127	CDS	342	rpsK		COG0100	30S ribosomal protein S11
VFTETMAC_00128	CDS	552				hypothetical protein
VFTETMAC_00129	CDS	627	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
