locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMPENROR_00001	gene	681	lipB			
SMPENROR_00001	CDS	681	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMPENROR_00002	gene	1332	hisS			
SMPENROR_00002	CDS	1332	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
SMPENROR_00003	gene	2562	valS			
SMPENROR_00003	CDS	2562	valS	6.1.1.9		Valine--tRNA ligase
SMPENROR_00004	gene	303	rsfS			
SMPENROR_00004	CDS	303	rsfS			Ribosomal silencing factor RsfS
SMPENROR_00005	gene	1128	dnaN			
SMPENROR_00005	CDS	1128	dnaN		COG0592	Beta sliding clamp
SMPENROR_00006	gene	2073	pheT			
SMPENROR_00006	CDS	2073	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
SMPENROR_00007	gene	1197	rpsA			
SMPENROR_00007	CDS	1197	rpsA		COG0539	30S ribosomal protein S1
SMPENROR_00008	gene	1197	rho			
SMPENROR_00008	CDS	1197	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMPENROR_00009	gene	1101	prfA			
SMPENROR_00009	CDS	1101	prfA			Peptide chain release factor 1
SMPENROR_00010	gene	1695	aspS			
SMPENROR_00010	CDS	1695	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
SMPENROR_00011	gene	765	rsmA			
SMPENROR_00011	CDS	765	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMPENROR_00012	gene	75				
SMPENROR_00012	tRNA	75				tRNA-Met(cat)
SMPENROR_00013	gene	3399	ileS			
SMPENROR_00013	CDS	3399	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMPENROR_00014	gene	76				
SMPENROR_00014	tRNA	76				tRNA-Asn(gtt)
SMPENROR_00015	gene	1794	lepA			
SMPENROR_00015	CDS	1794	lepA	3.6.5.-	COG0481	Elongation factor 4
SMPENROR_00016	gene	1077				
SMPENROR_00016	CDS	1077				hypothetical protein
SMPENROR_00017	gene	1602	glnS			
SMPENROR_00017	CDS	1602	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMPENROR_00018	gene	1749	mnmG			
SMPENROR_00018	CDS	1749	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMPENROR_00019	gene	71				
SMPENROR_00019	tRNA	71				tRNA-Cys(gca)
SMPENROR_00020	gene	621	ctc			
SMPENROR_00020	CDS	621	ctc		COG1825	General stress protein CTC
SMPENROR_00021	gene	1494	gltX			
SMPENROR_00021	CDS	1494	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMPENROR_00022	gene	225				
SMPENROR_00022	CDS	225				hypothetical protein
SMPENROR_00023	gene	282				
SMPENROR_00023	CDS	282				hypothetical protein
SMPENROR_00024	gene	348				
SMPENROR_00024	CDS	348				hypothetical protein
SMPENROR_00025	gene	291	ssrA			
SMPENROR_00025	tmRNA	291	ssrA			transfer-messenger RNA, SsrA
SMPENROR_00026	gene	246	rpmA			
SMPENROR_00026	CDS	246	rpmA		COG0211	50S ribosomal protein L27
SMPENROR_00027	gene	348	rplU			
SMPENROR_00027	CDS	348	rplU		COG0261	50S ribosomal protein L21
SMPENROR_00028	gene	75				
SMPENROR_00028	tRNA	75				tRNA-Met(cat)
SMPENROR_00029	gene	1320	asnS			
SMPENROR_00029	CDS	1320	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMPENROR_00030	gene	564	frr			
SMPENROR_00030	CDS	564	frr		COG0233	Ribosome-recycling factor
SMPENROR_00031	gene	954	trpS			
SMPENROR_00031	CDS	954	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMPENROR_00032	gene	90				
SMPENROR_00032	CDS	90				hypothetical protein
SMPENROR_00033	gene	85				
SMPENROR_00033	tRNA	85				tRNA-Leu(tag)
SMPENROR_00034	gene	84				
SMPENROR_00034	tRNA	84				tRNA-Leu(caa)
SMPENROR_00035	gene	753				
SMPENROR_00035	CDS	753				hypothetical protein
SMPENROR_00036	gene	852	lipA			
SMPENROR_00036	CDS	852	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMPENROR_00037	gene	108				
SMPENROR_00037	CDS	108				hypothetical protein
SMPENROR_00038	gene	1362	der			
SMPENROR_00038	CDS	1362	der		COG1160	GTPase Der
SMPENROR_00039	gene	1140	hflX			
SMPENROR_00039	CDS	1140	hflX		COG2262	GTPase HflX
SMPENROR_00040	gene	82				
SMPENROR_00040	tRNA	82				tRNA-Ser(gct)
SMPENROR_00041	gene	75				
SMPENROR_00041	tRNA	75				tRNA-Pro(tgg)
SMPENROR_00042	gene	75				
SMPENROR_00042	tRNA	75				tRNA-Arg(tct)
SMPENROR_00043	gene	339	rplS			
SMPENROR_00043	CDS	339	rplS		COG0335	50S ribosomal protein L19
SMPENROR_00044	gene	1365	mtaB			
SMPENROR_00044	CDS	1365	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMPENROR_00045	gene	1839	htpG			
SMPENROR_00045	CDS	1839	htpG			Chaperone protein HtpG
SMPENROR_00046	gene	74				
SMPENROR_00046	tRNA	74				tRNA-Leu(gag)
SMPENROR_00047	gene	1398	pdhD			
SMPENROR_00047	CDS	1398	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
SMPENROR_00048	gene	195				
SMPENROR_00048	CDS	195				hypothetical protein
SMPENROR_00049	gene	1101	prfB			
SMPENROR_00049	CDS	1101	prfB		COG1186	Peptide chain release factor RF2
SMPENROR_00050	gene	330	rnpA			
