#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
VFSTELAU	1	1188	+	OJNFPA_00005	44.2	8.7	PF00009.30|GTP_EFTU, PF03143.20|GTP_EFTU_D3, PF03144.28|GTP_EFTU_D2	PFAM:PF00009.30, PFAM:PF03143.20, PFAM:PF03144.28
VFSTELAU	1197	1589	+	OJNFPA_00010	14.6	9.7	PF00298.22|Ribosomal_L11, PF03946.17|Ribosomal_L11_N	PFAM:PF00298.22, PFAM:PF03946.17
VFSTELAU	1586	2140	+	OJNFPA_00015	21.8	9.7		
VFSTELAU	2133	2576	+	OJNFPA_00020	17.5	10.0		
VFSTELAU	2554	2910	+	OJNFPA_00025	13.5	5.9	PF00542.22|Ribosomal_L12, PF16320.8|Ribosomal_L12_N	PFAM:PF00542.22, PFAM:PF16320.8
VFSTELAU	2907	6266	+	OJNFPA_00030	129.6	9.6	PF00562.31|RNA_pol_Rpb2_6, PF04560.23|RNA_pol_Rpb2_7, PF04561.17|RNA_pol_Rpb2_2, PF04565.19|RNA_pol_Rpb2_3	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04561.17, PFAM:PF04565.19
VFSTELAU	6259	10035	+	OJNFPA_00035	144.1	9.5	PF00623.23|RNA_pol_Rpb1_2, PF04983.21|RNA_pol_Rpb1_3, PF04997.15|RNA_pol_Rpb1_1, PF04998.20|RNA_pol_Rpb1_5	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFSTELAU	10375	10839	+	OJNFPA_00045	18.2	9.8	PF00177.24|Ribosomal_S7	PFAM:PF00177.24
VFSTELAU	12911	13210	+	OJNFPA_00055	12.0	9.9	PF00338.25|Ribosomal_S10	PFAM:PF00338.25
VFSTELAU	13403	13846	+	OJNFPA_00060	17.4	9.7	PF01327.24|Pep_deformylase	PFAM:PF01327.24
VFSTELAU	13836	13997	+	OJNFPA_00065	6.5	11.3		
VFSTELAU	13940	14395	-	OJNFPA_00070	18.0	9.5	PF00398.23|RrnaAD	PFAM:PF00398.23
VFSTELAU	14405	14791	-	OJNFPA_00075	14.7	10.2		
VFSTELAU	14769	15053	-	OJNFPA_00080	11.2	10.0		
VFSTELAU	15050	15832	-	OJNFPA_00085	30.3	9.4		
VFSTELAU	15838	16461	-	OJNFPA_00090	24.5	9.8		
VFSTELAU	16466	17803	-	OJNFPA_00095	50.4	9.2	PF00009.30|GTP_EFTU	PFAM:PF00009.30
VFSTELAU	17835	18668	+	OJNFPA_00100	33.1	10.1	PF13793.9|Pribosyltran_N	PFAM:PF13793.9
VFSTELAU	18670	19116	+	OJNFPA_00105	17.9	9.7		
VFSTELAU	19100	19609	-	OJNFPA_00110	19.6	9.6		
VFSTELAU	19585	20274	-	OJNFPA_00115	26.3	9.6	PF03462.21|PCRF	PFAM:PF03462.21
VFSTELAU	20302	21702	-	OJNFPA_00120	53.8	8.6	PF00206.23|Lyase_1, PF14698.9|ASL_C2	PFAM:PF00206.23, PFAM:PF14698.9
VFSTELAU	21770	22675	-	OJNFPA_00125	36.4	9.9		
VFSTELAU	22695	23855	+	OJNFPA_00130	46.1	10.2	PF04542.17|Sigma70_r2, PF04545.19|Sigma70_r4	PFAM:PF04542.17, PFAM:PF04545.19
VFSTELAU	23971	26721	+	OJNFPA_00135	108.2	9.7	PF07733.15|DNA_pol3_alpha, PF14579.9|HHH_6, PF17657.4|DNA_pol3_finger	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
VFSTELAU	26684	26866	+	OJNFPA_00140	7.2	10.3	PF00312.25|Ribosomal_S15	PFAM:PF00312.25
VFSTELAU	26844	27578	+	OJNFPA_00145	28.9	9.6	PF02219.20|MTHFR	PFAM:PF02219.20
VFSTELAU	27575	28558	+	OJNFPA_00150	38.0	9.5	PF02774.21|Semialdhyde_dhC	PFAM:PF02774.21
VFSTELAU	28733	28963	+	OJNFPA_00155	8.7	11.1		
VFSTELAU	28953	29129	+	OJNFPA_00160	6.9	10.0		
VFSTELAU	29158	29823	+	OJNFPA_00165	25.8	10.1		
VFSTELAU	29820	30341	-	OJNFPA_00170	20.2	9.7	PF13482.9|RNase_H_2, PF16473.8|Rv2179c-like	PFAM:PF13482.9, PFAM:PF16473.8
VFSTELAU	30403	31419	+	OJNFPA_00175	39.6	9.6	PF00117.31|GATase, PF00988.25|CPSase_sm_chain	PFAM:PF00117.31, PFAM:PF00988.25
VFSTELAU	31379	34522	+	OJNFPA_00180	120.0	9.0	PF02786.20|CPSase_L_D2, PF02787.22|CPSase_L_D3, PF15632.9|ATPgrasp_Ter	PFAM:PF02786.20, PFAM:PF02787.22, PFAM:PF15632.9
VFSTELAU	34476	34997	+	OJNFPA_00185	20.8	9.5		
VFSTELAU	36617	37174	+	OJNFPA_00200	22.8	9.7		
VFSTELAU	37123	38118	+	OJNFPA_00205	38.7	9.4	PF00004.32|AAA, PF13177.9|DNA_pol3_delta2	PFAM:PF00004.32, PFAM:PF13177.9
VFSTELAU	38120	38728	+	OJNFPA_00210	23.8	9.5		
VFSTELAU	38715	39917	+	OJNFPA_00215	45.8	9.5		
VFSTELAU	39971	40873	+	OJNFPA_00220	35.7	9.6	PF00155.24|Aminotran_1_2	PFAM:PF00155.24
VFSTELAU	40854	41405	+	OJNFPA_00225	21.0	9.8		
VFSTELAU	41405	41989	+	OJNFPA_00230	22.8	9.7	PF00117.31|GATase	PFAM:PF00117.31
VFSTELAU	41982	42680	+	OJNFPA_00235	27.2	9.8		
VFSTELAU	43399	43737	+	OJNFPA_00245	13.6	9.5		
VFSTELAU	43694	43996	+	OJNFPA_00250	12.2	9.2	PF03819.20|MazG	PFAM:PF03819.20
VFSTELAU	44051	44863	+	OJNFPA_00255	31.9	9.5	PF00185.27|OTCace, PF02729.24|OTCace_N	PFAM:PF00185.27, PFAM:PF02729.24
VFSTELAU	44904	45257	-	OJNFPA_00260	14.0	10.3		
VFSTELAU	45226	45393	-	OJNFPA_00265	6.9	11.1		
VFSTELAU	45390	45839	-	OJNFPA_00270	17.5	10.1	PF00707.25|IF3_C, PF05198.19|IF3_N	PFAM:PF00707.25, PFAM:PF05198.19
VFSTELAU	47198	47524	+	OJNFPA_00285	12.5	11.0		
VFSTELAU	47480	47962	-	OJNFPA_00290	18.8	9.9		
VFSTELAU	47966	48433	-	OJNFPA_00295	18.9	9.9		
VFSTELAU	48406	48915	-	OJNFPA_00300	20.1	10.1		
VFSTELAU	49016	49747	+	OJNFPA_00305	27.2	9.5	PF00132.27|Hexapep, PF14602.9|Hexapep_2	PFAM:PF00132.27, PFAM:PF14602.9
VFSTELAU	49744	50805	+	OJNFPA_00310	41.5	9.5	PF07687.17|M20_dimer	PFAM:PF07687.17
VFSTELAU	50762	52036	-	OJNFPA_00315	49.7	9.8		
VFSTELAU	52033	53154	-	OJNFPA_00320	42.6	9.8	PF00742.22|Homoserine_dh	PFAM:PF00742.22
VFSTELAU	53151	54290	-	OJNFPA_00325	44.6	9.9	PF03796.18|DnaB_C, PF09848.12|DUF2075, PF13481.9|AAA_25	PFAM:PF03796.18, PFAM:PF09848.12, PFAM:PF13481.9
VFSTELAU	54318	54653	-	OJNFPA_00330	13.0	10.7		
VFSTELAU	55816	56058	+	OJNFPA_00340	9.5	10.7		
VFSTELAU	56084	57247	+	OJNFPA_00345	46.0	9.7		
VFSTELAU	57316	57546	+	OJNFPA_00350	9.2	10.3	PF00166.24|Cpn10	PFAM:PF00166.24
VFSTELAU	57546	59105	+	OJNFPA_00355	58.4	9.8		
VFSTELAU	59107	60372	+	OJNFPA_00360	49.0	9.6		
VFSTELAU	60359	61444	-	OJNFPA_00365	43.3	9.9	PF02768.18|DNA_pol3_beta_3	PFAM:PF02768.18
VFSTELAU	61549	62181	+	OJNFPA_00370	25.1	9.8		
VFSTELAU	62170	63147	-	OJNFPA_00375	37.7	8.4	PF00226.34|DnaJ, PF00684.22|DnaJ_CXXCXGXG, PF01556.21|DnaJ_C	PFAM:PF00226.34, PFAM:PF00684.22, PFAM:PF01556.21
VFSTELAU	65019	65990	+	OJNFPA_00385	36.8	9.5	PF00793.23|DAHP_synth_1	PFAM:PF00793.23
VFSTELAU	66000	66578	-	OJNFPA_00390	23.5	9.5		
VFSTELAU	66594	67169	-	OJNFPA_00395	21.5	10.0	PF05173.17|DapB_C	PFAM:PF05173.17
VFSTELAU	67166	67807	-	OJNFPA_00400	25.1	9.6	PF08501.14|Shikimate_dh_N	PFAM:PF08501.14
VFSTELAU	68490	68888	-	OJNFPA_00415	16.2	11.1		
VFSTELAU	75028	75429	+	OJNFPA_00440	15.3	10.1		
VFSTELAU	75491	75970	+	OJNFPA_00445	19.2	10.5		
VFSTELAU	76866	77120	+	OJNFPA_00455	9.8	9.7	PF00203.24|Ribosomal_S19	PFAM:PF00203.24
VFSTELAU	77095	77421	+	OJNFPA_00460	12.7	10.7	PF00237.22|Ribosomal_L22	PFAM:PF00237.22
VFSTELAU	77414	78019	+	OJNFPA_00465	23.8	10.1	PF00189.23|Ribosomal_S3_C, PF07650.20|KH_2	PFAM:PF00189.23, PFAM:PF07650.20
VFSTELAU	78465	78596	+	OJNFPA_00475	5.3	9.6		
VFSTELAU	78544	78765	+	OJNFPA_00480	8.8	10.7	PF00366.23|Ribosomal_S17	PFAM:PF00366.23
VFSTELAU	79139	79297	+	OJNFPA_00490	5.9	10.2		
VFSTELAU	79281	79832	+	OJNFPA_00495	20.9	9.7	PF00281.22|Ribosomal_L5, PF00673.24|Ribosomal_L5_C	PFAM:PF00281.22, PFAM:PF00673.24
VFSTELAU	79825	80073	+	OJNFPA_00500	10.0	11.3		
VFSTELAU	80079	80465	+	OJNFPA_00505	14.6	9.6	PF00410.22|Ribosomal_S8	PFAM:PF00410.22
VFSTELAU	80458	80982	+	OJNFPA_00510	20.2	9.7	PF00347.26|Ribosomal_L6	PFAM:PF00347.26
VFSTELAU	80979	81257	+	OJNFPA_00515	10.8	10.3		
VFSTELAU	81235	81657	+	OJNFPA_00520	15.9	9.8	PF03719.18|Ribosomal_S5_C	PFAM:PF03719.18
VFSTELAU	81644	81961	+	OJNFPA_00525	12.2	10.4		
VFSTELAU	82634	82972	+	OJNFPA_00545	12.6	10.4		
VFSTELAU	82969	83358	+	OJNFPA_00550	15.7	11.0	PF01479.28|S4	PFAM:PF01479.28
VFSTELAU	83348	83998	+	OJNFPA_00555	25.1	9.7		
VFSTELAU	84007	84294	+	OJNFPA_00560	11.6	10.6		
VFSTELAU	84256	85380	-	OJNFPA_00565	43.7	9.5	PF00278.25|Orn_DAP_Arg_deC, PF02784.19|Orn_Arg_deC_N	PFAM:PF00278.25, PFAM:PF02784.19
VFSTELAU	85400	85831	+	OJNFPA_00570	16.9	10.1	PF01202.25|SKI	PFAM:PF01202.25
VFSTELAU	85786	86805	+	OJNFPA_00575	39.6	9.8	PF01761.23|DHQ_synthase	PFAM:PF01761.23
