GENE000036_Prokka:VFBLASP2_00040|39691_41047_-1|	GENE000033_Prokka:VFZOPTEN_00037|36367_37765_-1|	0.520	450	211	0	2	442	3	452	1.056E-146	461
GENE000037_Prokka:VFBLASP2_00041|41262_42657_-1|	GENE000034_Prokka:VFZOPTEN_00038|37966_39232_-1|	0.402	464	251	0	1	464	2	421	3.853E-93	306
GENE000038_Prokka:VFBLASP2_00042|42637_43558_-1|	GENE000035_Prokka:VFZOPTEN_00039|39209_40136_-1|	0.395	308	185	0	1	306	1	308	1.482E-59	201
GENE000041_Prokka:VFBLASP2_00045|45291_48144_1|	GENE000038_Prokka:VFZOPTEN_00043|44181_45828_1|	0.476	532	273	0	417	938	1	532	2.401E-142	470
GENE000042_Prokka:VFBLASP2_00048|48447_49143_1|	GENE000039_Prokka:VFZOPTEN_00046|46150_46915_1|	0.322	245	153	0	2	228	1	245	2.122E-25	98
GENE000043_Prokka:VFBLASP2_00049|49135_50119_1|	GENE000040_Prokka:VFZOPTEN_00047|46886_47915_1|	0.483	340	168	0	1	325	1	340	4.686E-105	334
GENE000044_Prokka:VFBLASP2_00050|50109_50697_1|	GENE000041_Prokka:VFZOPTEN_00048|47907_48201_1|	0.435	101	54	0	1	101	2	97	9.389E-21	83
GENE000045_Prokka:VFBLASP2_00051|50671_51805_1|	GENE000042_Prokka:VFZOPTEN_00049|48485_49643_1|	0.631	384	138	0	1	376	1	384	4.335E-158	490
GENE000077_Prokka:VFBLASP2_00098|85272_86493_1|	GENE000076_Prokka:VFZOPTEN_00098|83640_84858_1|	0.466	405	215	0	1	405	1	404	1.734E-97	316
GENE000079_Prokka:VFBLASP2_00100|87170_88226_-1|	GENE000078_Prokka:VFZOPTEN_00100|85889_86966_-1|	0.303	358	244	0	1	351	1	358	5.779E-47	166
GENE000081_Prokka:VFBLASP2_00102|88915_89905_-1|	GENE000081_Prokka:VFZOPTEN_00103|87670_88663_-1|	0.425	325	185	0	7	329	6	330	3.604E-90	291
GENE000082_Prokka:VFBLASP2_00103|89897_91688_-1|	GENE000082_Prokka:VFZOPTEN_00104|88662_90450_-1|	0.701	590	176	0	1	590	1	590	2.198E-275	841
GENE000083_Prokka:VFBLASP2_00104|91687_92110_-1|	GENE000083_Prokka:VFZOPTEN_00105|90452_90899_-1|	0.492	138	70	0	3	140	8	145	1.704E-45	152
GENE000084_Prokka:VFBLASP2_00105|92142_93087_1|	GENE000084_Prokka:VFZOPTEN_00106|90951_91896_1|	0.430	298	167	0	6	299	14	311	2.129E-69	230
GENE000085_Prokka:VFBLASP2_00106|93063_94008_-1|	GENE000085_Prokka:VFZOPTEN_00107|91892_92879_-1|	0.474	328	165	0	1	314	1	328	9.087E-81	263
GENE000107_Prokka:VFBLASP2_00132|111345_111648_1|	GENE000107_Prokka:VFZOPTEN_00133|110711_111014_1|	0.480	100	51	0	1	100	1	100	8.487E-27	96
GENE000108_Prokka:VFBLASP2_00133|111647_112001_1|	GENE000108_Prokka:VFZOPTEN_00134|111013_111385_1|	0.388	121	70	0	1	115	1	121	1.320E-21	82
GENE000109_Prokka:VFBLASP2_00134|111982_112498_1|	GENE000109_Prokka:VFZOPTEN_00135|111377_111899_1|	0.448	173	94	0	1	171	1	173	3.202E-44	150
GENE000110_Prokka:VFBLASP2_00135|112460_112772_1|	GENE000110_Prokka:VFZOPTEN_00136|111861_112170_1|	0.357	91	57	0	7	97	7	96	2.228E-10	49
