GENE000069_Prokka:VFHYALUT_00083|71476_72151_1|	GENE000062_Prokka:VFRANEDI_00074|69703_70396_1|	0.339	224	141	0	1	214	5	228	1.157E-33	122
GENE000070_Prokka:VFHYALUT_00084|72140_72890_1|	GENE000063_Prokka:VFRANEDI_00075|70388_71132_1|	0.439	247	138	0	2	248	1	247	3.755E-61	203
GENE000071_Prokka:VFHYALUT_00085|72889_73201_1|	GENE000064_Prokka:VFRANEDI_00076|71118_71424_1|	0.415	89	50	0	12	98	8	96	1.724E-21	81
GENE000075_Prokka:VFHYALUT_00093|77218_77386_-1|	GENE000065_Prokka:VFRANEDI_00080|73215_73362_-1|	0.347	46	29	0	2	47	3	48	6.657E-05	31
GENE000076_Prokka:VFHYALUT_00094|77372_77831_-1|	GENE000066_Prokka:VFRANEDI_00081|73358_73631_-1|	0.303	66	45	0	60	125	2	67	1.130E-06	40
GENE000048_Prokka:VFHYALUT_00053|45523_46972_1|	GENE000042_Prokka:VFRANEDI_00045|45909_47310_1|	0.361	432	273	0	47	478	23	451	2.656E-66	228
GENE000049_Prokka:VFHYALUT_00054|47279_50219_1|	GENE000043_Prokka:VFRANEDI_00046|47569_50542_1|	0.326	946	632	0	1	946	1	939	7.971E-157	514
GENE000052_Prokka:VFHYALUT_00059|53839_54859_1|	GENE000044_Prokka:VFRANEDI_00050|51726_52767_1|	0.445	339	184	0	5	336	4	342	6.145E-89	288
GENE000053_Prokka:VFHYALUT_00060|54839_55478_1|	GENE000045_Prokka:VFRANEDI_00051|52744_53380_1|	0.300	197	134	0	4	196	5	201	1.486E-22	89
GENE000054_Prokka:VFHYALUT_00061|55464_56592_1|	GENE000046_Prokka:VFRANEDI_00052|53360_54512_1|	0.481	368	190	0	7	374	16	383	6.064E-107	342
GENE000055_Prokka:VFHYALUT_00062|56588_57314_1|	GENE000034_Prokka:VFRANEDI_00037|35367_36114_-1|	0.278	218	137	0	16	233	33	223	1.991E-07	44
GENE000011_Prokka:VFHYALUT_00012|13006_13303_1|	GENE000011_Prokka:VFRANEDI_00011|13660_13963_1|	0.351	94	60	0	1	94	3	95	9.454E-18	70
GENE000031_Prokka:VFHYALUT_00034|26429_27362_1|	GENE000024_Prokka:VFRANEDI_00026|25183_26110_1|	0.307	305	207	0	5	309	10	308	5.824E-38	138
GENE000026_Prokka:VFHYALUT_00029|21856_23059_1|	GENE000020_Prokka:VFRANEDI_00022|21207_22329_1|	0.343	371	242	0	4	374	3	372	7.225E-59	203
GENE000030_Prokka:VFHYALUT_00033|25540_26419_-1|	GENE000023_Prokka:VFRANEDI_00025|24286_25171_-1|	0.311	284	193	0	6	286	1	284	2.832E-42	150
GENE000032_Prokka:VFHYALUT_00036|28551_30831_-1|	GENE000026_Prokka:VFRANEDI_00029|27653_29864_-1|	0.339	746	463	0	14	759	25	726	3.060E-112	374
