GENE000016_Prokka:VFKELRIB_00016|14954_15740_-1|	GENE000016_Prokka:VFMEEALB_00017|15764_16490_-1|	0.314	241	161	0	5	245	3	238	1.893E-24	96
GENE000022_Prokka:VFKELRIB_00022|19206_19713_-1|	GENE000020_Prokka:VFMEEALB_00022|18711_19290_-1|	0.341	158	103	0	11	167	29	186	3.878E-19	77
GENE000006_Prokka:VFKELRIB_00006|2941_6313_1|	GENE000005_Prokka:VFMEEALB_00005|2346_6132_1|	0.329	1247	748	0	6	1121	12	1258	2.137E-174	571
GENE000032_Prokka:VFKELRIB_00032|28694_29399_-1|	GENE000023_Prokka:VFMEEALB_00025|21771_22410_-1|	0.410	207	116	0	3	209	2	199	2.724E-45	156
GENE000033_Prokka:VFKELRIB_00033|29382_30078_-1|	GENE000024_Prokka:VFMEEALB_00026|22397_23126_-1|	0.289	183	125	0	5	181	4	186	1.933E-11	56
GENE000121_Prokka:VFKELRIB_00126|99075_99405_1|	GENE000099_Prokka:VFMEEALB_00122|98629_98905_1|	0.346	74	43	0	9	82	2	68	2.344E-10	49
GENE000122_Prokka:VFKELRIB_00127|99382_99610_1|	GENE000100_Prokka:VFMEEALB_00123|98879_99089_1|	0.412	63	36	0	13	75	8	69	4.785E-13	55
GENE000123_Prokka:VFKELRIB_00128|99606_99723_1|	GENE000101_Prokka:VFMEEALB_00124|99085_99199_1|	0.552	38	16	0	1	38	1	37	4.868E-11	47
GENE000124_Prokka:VFKELRIB_00129|99719_100076_1|	GENE000102_Prokka:VFMEEALB_00125|99170_99539_1|	0.372	110	68	0	1	109	11	120	1.284E-20	79
GENE000125_Prokka:VFKELRIB_00130|100068_100407_1|	GENE000103_Prokka:VFMEEALB_00126|99531_99879_1|	0.357	111	71	0	2	112	5	115	2.236E-20	78
GENE000044_Prokka:VFKELRIB_00044|41810_42950_1|	GENE000036_Prokka:VFMEEALB_00040|38171_39278_1|	0.484	374	188	0	3	376	4	368	4.835E-109	348
GENE000050_Prokka:VFKELRIB_00050|45295_46336_1|	GENE000039_Prokka:VFMEEALB_00046|41445_42303_1|	0.364	299	178	0	47	345	1	281	8.462E-49	171
GENE000051_Prokka:VFKELRIB_00051|46332_49437_1|	GENE000040_Prokka:VFMEEALB_00047|42299_45395_1|	0.420	1020	586	0	1	1011	1	1020	1.422E-224	715
GENE000053_Prokka:VFKELRIB_00053|49886_50405_1|	GENE000041_Prokka:VFMEEALB_00048|45391_45949_1|	0.588	175	70	0	2	172	10	184	2.634E-62	202
GENE000058_Prokka:VFKELRIB_00058|53674_54898_1|	GENE000042_Prokka:VFMEEALB_00053|49403_50636_1|	0.394	394	236	0	8	401	21	410	3.330E-86	283
GENE000059_Prokka:VFKELRIB_00059|54861_55845_1|	GENE000043_Prokka:VFMEEALB_00054|50625_51642_1|	0.379	284	170	0	39	322	49	323	9.809E-50	173
GENE000060_Prokka:VFKELRIB_00060|55825_56377_1|	GENE000044_Prokka:VFMEEALB_00055|51598_52132_1|	0.414	176	100	0	8	183	5	176	5.777E-41	141
GENE000061_Prokka:VFKELRIB_00061|56378_56963_1|	GENE000045_Prokka:VFMEEALB_00056|52125_52725_1|	0.361	196	120	0	1	189	1	196	1.341E-35	126
GENE000062_Prokka:VFKELRIB_00062|56920_57649_1|	GENE000046_Prokka:VFMEEALB_00057|52721_53444_1|	0.269	235	166	0	14	241	1	235	5.655E-23	91
GENE000063_Prokka:VFKELRIB_00063|57630_58374_1|	GENE000047_Prokka:VFMEEALB_00058|53433_54186_1|	0.397	246	147	0	1	244	1	246	1.711E-47	163
GENE000064_Prokka:VFKELRIB_00064|58373_58667_1|	GENE000048_Prokka:VFMEEALB_00059|54182_54473_1|	0.376	91	56	0	8	97	3	93	1.797E-16	66
GENE000071_Prokka:VFKELRIB_00071|60922_61942_-1|	GENE000050_Prokka:VFMEEALB_00064|56518_57577_-1|	0.501	349	168	0	2	339	4	352	1.493E-113	359
GENE000098_Prokka:VFKELRIB_00100|83389_83866_1|	GENE000079_Prokka:VFMEEALB_00098|84663_85092_1|	0.489	138	70	0	1	138	5	142	2.271E-40	138
GENE000099_Prokka:VFKELRIB_00101|84310_84553_-1|	GENE000080_Prokka:VFMEEALB_00099|85072_85327_-1|	0.543	80	36	0	1	80	1	80	2.437E-21	79
GENE000103_Prokka:VFKELRIB_00108|92368_92803_1|	GENE000083_Prokka:VFMEEALB_00106|92039_92630_1|	0.459	122	62	0	15	136	74	189	1.896E-27	100
GENE000077_Prokka:VFKELRIB_00079|64324_65059_1|	GENE000056_Prokka:VFMEEALB_00073|60545_61340_1|	0.505	222	108	0	26	244	41	262	5.170E-71	231
GENE000078_Prokka:VFKELRIB_00080|65055_66120_1|	GENE000057_Prokka:VFMEEALB_00074|61333_62380_1|	0.286	323	230	0	9	331	12	334	3.254E-31	119
GENE000079_Prokka:VFKELRIB_00081|66076_67357_-1|	GENE000059_Prokka:VFMEEALB_00076|62528_63812_-1|	0.363	426	268	0	1	426	1	421	9.271E-66	224
GENE000081_Prokka:VFKELRIB_00083|68483_69653_-1|	GENE000060_Prokka:VFMEEALB_00077|63811_65068_-1|	0.322	409	261	0	3	388	8	416	1.884E-59	204
GENE000082_Prokka:VFKELRIB_00084|69665_70007_-1|	GENE000061_Prokka:VFMEEALB_00078|65067_65496_-1|	0.333	89	58	0	23	111	51	138	1.323E-09	47
GENE000009_Prokka:VFKELRIB_00009|10416_10881_1|	GENE000008_Prokka:VFMEEALB_00008|10076_10547_1|	0.326	152	102	0	2	153	4	155	1.775E-23	89
GENE000010_Prokka:VFKELRIB_00010|10893_12957_1|	GENE000009_Prokka:VFMEEALB_00009|10549_12586_1|	0.500	675	334	0	1	675	1	668	1.371E-210	658
GENE000011_Prokka:VFKELRIB_00011|12953_13253_1|	GENE000010_Prokka:VFMEEALB_00010|12582_12870_1|	0.323	98	64	0	1	98	1	95	3.275E-11	51
GENE000002_Prokka:VFKELRIB_00002|1228_1621_1|	GENE000002_Prokka:VFMEEALB_00002|1221_1605_1|	0.315	127	77	0	1	127	11	124	1.327E-16	68
GENE000015_Prokka:VFKELRIB_00015|14670_14958_-1|	GENE000015_Prokka:VFMEEALB_00016|15504_15768_-1|	0.279	91	59	0	1	91	1	83	2.082E-06	37
GENE000106_Prokka:VFKELRIB_00111|93452_94259_1|	GENE000086_Prokka:VFMEEALB_00109|93348_94143_1|	0.539	251	115	0	6	255	13	263	2.239E-83	268
GENE000107_Prokka:VFKELRIB_00112|94258_94501_1|	GENE000087_Prokka:VFMEEALB_00110|94144_94426_1|	0.530	81	37	0	1	80	1	81	3.155E-26	93
GENE000109_Prokka:VFKELRIB_00114|94809_95415_1|	GENE000089_Prokka:VFMEEALB_00112|94710_95322_1|	0.366	201	127	0	1	201	1	201	5.275E-41	142
GENE000110_Prokka:VFKELRIB_00115|95490_95910_1|	GENE000090_Prokka:VFMEEALB_00113|95318_95723_1|	0.369	130	81	0	9	137	3	132	8.393E-26	95
GENE000112_Prokka:VFKELRIB_00117|95982_96204_1|	GENE000091_Prokka:VFMEEALB_00114|95703_95943_1|	0.409	66	38	0	2	67	1	65	4.917E-12	52
GENE000113_Prokka:VFKELRIB_00118|96203_96584_1|	GENE000092_Prokka:VFMEEALB_00115|95914_96277_1|	0.487	120	61	0	1	119	1	120	6.778E-31	109
GENE000115_Prokka:VFKELRIB_00120|96722_97259_1|	GENE000093_Prokka:VFMEEALB_00116|96273_96825_1|	0.363	141	89	0	28	168	27	167	1.869E-23	90
GENE000116_Prokka:VFKELRIB_00121|97251_97500_1|	GENE000094_Prokka:VFMEEALB_00117|96817_97099_1|	0.333	93	54	0	1	82	1	93	7.326E-12	52
GENE000117_Prokka:VFKELRIB_00122|97504_97891_1|	GENE000095_Prokka:VFMEEALB_00118|97098_97449_1|	0.243	122	83	0	2	123	3	112	1.136E-06	39
GENE000118_Prokka:VFKELRIB_00123|97883_98405_1|	GENE000096_Prokka:VFMEEALB_00119|97438_97966_1|	0.333	116	77	0	57	172	56	171	2.451E-16	69
GENE000120_Prokka:VFKELRIB_00125|98666_99089_1|	GENE000098_Prokka:VFMEEALB_00121|98238_98643_1|	0.275	121	84	0	5	125	5	121	1.221E-11	54
GENE000007_Prokka:VFKELRIB_00007|6309_10080_1|	GENE000006_Prokka:VFMEEALB_00006|6128_9728_1|	0.376	1246	746	0	1	1246	1	1196	2.403E-234	753
GENE000008_Prokka:VFKELRIB_00008|10057_10420_1|	GENE000007_Prokka:VFMEEALB_00007|9715_10096_1|	0.703	118	35	0	2	119	3	120	1.182E-54	177
GENE000085_Prokka:VFKELRIB_00087|71419_72592_1|	GENE000062_Prokka:VFMEEALB_00081|66761_68030_1|	0.273	355	239	0	24	353	31	385	7.049E-21	88
GENE000086_Prokka:VFKELRIB_00088|72802_73045_1|	GENE000064_Prokka:VFMEEALB_00083|69717_69996_1|	0.320	80	50	0	1	75	12	91	5.366E-07	38
GENE000087_Prokka:VFKELRIB_00089|73041_74604_1|	GENE000065_Prokka:VFMEEALB_00084|69992_71549_1|	0.419	504	292	0	12	514	15	518	3.743E-121	390
GENE000088_Prokka:VFKELRIB_00090|74600_75887_1|	GENE000066_Prokka:VFMEEALB_00085|71545_72820_1|	0.325	422	277	0	1	422	1	412	1.687E-48	173
GENE000090_Prokka:VFKELRIB_00092|77033_77696_1|	GENE000069_Prokka:VFMEEALB_00088|75044_75599_1|	0.289	198	123	0	17	214	3	176	7.912E-18	75
GENE000091_Prokka:VFKELRIB_00093|77687_78668_-1|	GENE000070_Prokka:VFMEEALB_00089|75591_76560_-1|	0.361	323	201	0	3	325	2	317	1.767E-52	181
GENE000092_Prokka:VFKELRIB_00094|78664_80467_-1|	GENE000071_Prokka:VFMEEALB_00090|76560_78360_-1|	0.623	596	224	0	3	598	4	599	4.527E-239	736
GENE000093_Prokka:VFKELRIB_00095|80535_81528_1|	GENE000073_Prokka:VFMEEALB_00092|78851_79835_1|	0.399	308	183	0	9	316	11	316	8.269E-67	223
GENE000126_Prokka:VFKELRIB_00131|100403_100793_1|	GENE000104_Prokka:VFMEEALB_00127|99875_100391_1|	0.274	140	89	0	4	127	1	140	9.950E-10	48
GENE000129_Prokka:VFKELRIB_00134|101716_102841_-1|	GENE000107_Prokka:VFMEEALB_00130|101172_102279_-1|	0.392	358	216	0	7	363	1	358	4.748E-75	249
GENE000013_Prokka:VFKELRIB_00013|13847_14303_-1|	GENE000012_Prokka:VFMEEALB_00013|13660_14149_-1|	0.277	130	89	0	28	151	28	157	8.345E-10	49
GENE000014_Prokka:VFKELRIB_00014|14306_14684_-1|	GENE000014_Prokka:VFMEEALB_00015|15115_15511_-1|	0.443	131	69	0	1	125	1	131	1.163E-24	91
GENE000034_Prokka:VFKELRIB_00034|30049_30910_-1|	GENE000025_Prokka:VFMEEALB_00027|23100_24048_-1|	0.293	244	153	0	62	278	56	299	1.536E-21	88
GENE000035_Prokka:VFKELRIB_00035|30893_31460_-1|	GENE000026_Prokka:VFMEEALB_00028|24032_24611_-1|	0.375	185	112	0	1	180	2	186	1.845E-28	105
GENE000036_Prokka:VFKELRIB_00036|31456_32668_-1|	GENE000027_Prokka:VFMEEALB_00029|24591_25833_-1|	0.310	392	257	0	21	394	13	404	9.296E-35	131
GENE000037_Prokka:VFKELRIB_00037|32652_34032_-1|	GENE000028_Prokka:VFMEEALB_00030|25814_27185_-1|	0.399	455	270	0	3	457	4	453	9.837E-109	351
GENE000038_Prokka:VFKELRIB_00038|34198_35062_-1|	GENE000030_Prokka:VFMEEALB_00032|28583_29489_-1|	0.238	296	218	0	1	287	1	296	1.232E-15	70
GENE000039_Prokka:VFKELRIB_00039|35116_36280_1|	GENE000033_Prokka:VFMEEALB_00035|31370_32639_1|	0.338	401	248	0	3	378	7	407	4.256E-57	197
GENE000042_Prokka:VFKELRIB_00042|40234_41203_1|	GENE000034_Prokka:VFMEEALB_00038|36624_37626_1|	0.375	325	198	0	1	318	4	328	3.232E-65	218
GENE000001_Prokka:VFKELRIB_00001|0_1203_1|	GENE000001_Prokka:VFMEEALB_00001|0_1185_1|	0.636	393	142	0	6	398	2	392	5.916E-173	534
