# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFTRYOCC	cds	1	1182	+	DEJDFC_00005		hypothetical protein	PFAM:PF00009.30, PFAM:PF03143.20, PFAM:PF03144.28
VFTRYOCC	cds	1258	1671	+	DEJDFC_00010		hypothetical protein	PFAM:PF00298.22, PFAM:PF03946.17
VFTRYOCC	cds	1650	2267	+	DEJDFC_00015		hypothetical protein	PFAM:PF00687.24
VFTRYOCC	cds	2260	2712	+	DEJDFC_00020		hypothetical protein	
VFTRYOCC	cds	2699	3049	+	DEJDFC_00025		hypothetical protein	PFAM:PF00542.22
VFTRYOCC	cds	3043	6954	+	DEJDFC_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFTRYOCC	cds	6951	10970	+	DEJDFC_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFTRYOCC	cds	10930	11316	+	DEJDFC_00040		hypothetical protein	
VFTRYOCC	cds	11289	11765	+	DEJDFC_00045		hypothetical protein	PFAM:PF00177.24
VFTRYOCC	cds	11725	13833	+	DEJDFC_00050		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFTRYOCC	cds	13830	14123	+	DEJDFC_00055		hypothetical protein	PFAM:PF00338.25
VFTRYOCC	cds	14124	14519	+	DEJDFC_00060		hypothetical protein	PFAM:PF01327.24
VFTRYOCC	cds	14516	14956	+	DEJDFC_00065		hypothetical protein	
VFTRYOCC	cds	15010	15399	-	DEJDFC_00070		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_A0A2Z5T6Z9
VFTRYOCC	cds	15400	15708	-	DEJDFC_00075		hypothetical protein	
VFTRYOCC	cds	15743	16585	-	DEJDFC_00080		hypothetical protein	PFAM:PF01678.22
VFTRYOCC	cds	16582	17247	-	DEJDFC_00085		hypothetical protein	
VFTRYOCC	cds	17319	18152	+	DEJDFC_00090		hypothetical protein	PFAM:PF00156.30, PFAM:PF13793.9
