#Annotated with Bakta v1.8.2, https://github.com/oschwengers/bakta
#Database v5.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
VFRR05105	1268	1675	+	GOPKGP_00010	14.7	10.2	PF00298.22|Ribosomal_L11, PF03946.17|Ribosomal_L11_N	PFAM:PF00298.22, PFAM:PF03946.17
VFRR05105	1677	2282	+	GOPKGP_00015	23.4	9.8		
VFRR05105	2279	2737	+	GOPKGP_00020	18.6	10.0		
VFRR05105	2712	3062	+	GOPKGP_00025	13.5	9.0	PF00542.22|Ribosomal_L12	PFAM:PF00542.22
VFRR05105	3055	6831	+	GOPKGP_00030	145.2	9.7	PF00562.31|RNA_pol_Rpb2_6, PF04560.23|RNA_pol_Rpb2_7, PF04561.17|RNA_pol_Rpb2_2, PF04565.19|RNA_pol_Rpb2_3	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04561.17, PFAM:PF04565.19
VFRR05105	6824	10735	+	GOPKGP_00035	149.7	9.9	PF00623.23|RNA_pol_Rpb1_2, PF04983.21|RNA_pol_Rpb1_3, PF04997.15|RNA_pol_Rpb1_1, PF04998.20|RNA_pol_Rpb1_5	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFRR05105	10686	11078	+	GOPKGP_00040	14.9	10.7		
VFRR05105	11053	11526	+	GOPKGP_00045	18.5	10.2	PF00177.24|Ribosomal_S7	PFAM:PF00177.24
VFRR05105	13606	13908	+	GOPKGP_00055	12.0	10.2	PF00338.25|Ribosomal_S10	PFAM:PF00338.25
VFRR05105	14413	14763	+	GOPKGP_00065	13.9	10.2		
VFRR05105	14744	15448	-	GOPKGP_00070	27.4	10.1	PF00398.23|RrnaAD	PFAM:PF00398.23
VFRR05105	15441	16514	-	GOPKGP_00075	41.9	10.1		
VFRR05105	16514	16903	-	GOPKGP_00080	14.6	10.3		
VFRR05105	16903	17199	-	GOPKGP_00085	11.5	10.7		
VFRR05105	17183	17971	-	GOPKGP_00090	30.4	10.3	PF01678.22|DAP_epimerase	PFAM:PF01678.22
VFRR05105	17994	18527	-	GOPKGP_00095	20.5	10.2		
VFRR05105	18700	19581	+	GOPKGP_00105	34.3	9.9	PF13793.9|Pribosyltran_N, PF14572.9|Pribosyl_synth	PFAM:PF13793.9, PFAM:PF14572.9
VFRR05105	19556	20065	+	GOPKGP_00110	20.3	10.1		
VFRR05105	20055	20603	-	GOPKGP_00115	21.1	10.1	PF01564.20|Spermine_synth, PF05175.17|MTS, PF08241.15|Methyltransf_11, PF13649.9|Methyltransf_25, PF13847.9|Methyltransf_31	PFAM:PF01564.20, PFAM:PF05175.17, PFAM:PF08241.15, PFAM:PF13649.9, PFAM:PF13847.9
VFRR05105	20600	20767	-	GOPKGP_00120	6.1	10.0		
VFRR05105	20926	22053	+	GOPKGP_00125	42.5	9.7	PF00266.22|Aminotran_5	PFAM:PF00266.22
VFRR05105	22050	23309	-	GOPKGP_00130	49.3	9.9	PF00152.23|tRNA-synt_2, PF01409.23|tRNA-synt_2d	PFAM:PF00152.23, PFAM:PF01409.23
VFRR05105	23306	23995	-	GOPKGP_00135	26.3	10.2	PF03462.21|PCRF	PFAM:PF03462.21
VFRR05105	23982	24851	-	GOPKGP_00140	33.6	10.0	PF00701.25|DHDPS	PFAM:PF00701.25
VFRR05105	24863	25816	+	GOPKGP_00145	37.3	9.9		
VFRR05105	25813	26991	+	GOPKGP_00150	45.0	10.0		
VFRR05105	27290	29500	-	GOPKGP_00160	87.7	10.1	PF08264.16|Anticodon_1	PFAM:PF08264.16
VFRR05105	29497	29649	-	GOPKGP_00165	6.1	10.4		
VFRR05105	29713	32040	+	GOPKGP_00170	91.6	9.7	PF01717.21|Meth_synt_2, PF08267.15|Meth_synt_1	PFAM:PF01717.21, PFAM:PF08267.15
VFRR05105	32247	32954	+	GOPKGP_00175	27.4	10.0		
VFRR05105	32951	34120	+	GOPKGP_00180	44.7	10.0	PF01053.23|Cys_Met_Meta_PP	PFAM:PF01053.23
VFRR05105	34113	34973	-	GOPKGP_00185	33.5	10.1	PF03462.21|PCRF	PFAM:PF03462.21
VFRR05105	34970	35710	-	GOPKGP_00190	28.9	10.4	PF00218.24|IGPS	PFAM:PF00218.24
VFRR05105	35682	36716	-	GOPKGP_00195	39.9	10.2		
VFRR05105	36694	37260	-	GOPKGP_00200	22.1	10.3	PF00117.31|GATase, PF07722.16|Peptidase_C26	PFAM:PF00117.31, PFAM:PF07722.16
VFRR05105	37257	38483	-	GOPKGP_00205	47.7	10.1		
VFRR05105	38480	39865	-	GOPKGP_00210	53.2	9.9	PF00206.23|Lyase_1	PFAM:PF00206.23
VFRR05105	40380	41777	-	GOPKGP_00215	55.4	10.2	PF00749.24|tRNA-synt_1c	PFAM:PF00749.24
VFRR05105	41749	42729	-	GOPKGP_00220	38.9	9.9		
VFRR05105	44802	47777	+	GOPKGP_00230	116.5	9.9	PF07733.15|DNA_pol3_alpha, PF14579.9|HHH_6, PF17657.4|DNA_pol3_finger	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
VFRR05105	48950	50005	+	GOPKGP_00250	40.7	9.9	PF01118.27|Semialdhyde_dh, PF02774.21|Semialdhyde_dhC	PFAM:PF01118.27, PFAM:PF02774.21
