GENE000001_Prokka:VFHYALUT_00001|0_1191_1|	GENE000001_Prokka:VFISSCOL1_00001|0_1188_1|	0.736	393	103	0	1	393	1	393	3.390E-199	610
GENE000002_Prokka:VFHYALUT_00003|1282_1675_1|	GENE000002_Prokka:VFISSCOL1_00003|1250_1619_1|	0.439	122	67	0	4	125	2	121	6.173E-29	104
GENE000006_Prokka:VFHYALUT_00007|3081_6486_1|	GENE000006_Prokka:VFISSCOL1_00007|2982_6852_1|	0.355	1272	722	0	15	1134	17	1288	2.900E-205	663
GENE000007_Prokka:VFHYALUT_00008|6482_10187_1|	GENE000007_Prokka:VFISSCOL1_00008|6824_10679_1|	0.387	1271	750	0	6	1230	12	1282	1.130E-257	821
GENE000008_Prokka:VFHYALUT_00009|10131_10518_1|	GENE000008_Prokka:VFISSCOL1_00009|10629_11013_1|	0.722	126	34	0	1	125	1	126	1.988E-56	183
GENE000009_Prokka:VFHYALUT_00010|10477_10957_1|	GENE000009_Prokka:VFISSCOL1_00010|10990_11473_1|	0.387	160	97	0	1	159	1	160	5.264E-35	123
GENE000010_Prokka:VFHYALUT_00011|10958_13010_1|	GENE000010_Prokka:VFISSCOL1_00011|11472_13509_1|	0.563	672	293	0	2	673	4	675	1.379E-242	751
GENE000041_Prokka:VFHYALUT_00046|36122_36872_-1|	GENE000039_Prokka:VFISSCOL1_00043|36639_37404_-1|	0.354	244	154	0	5	244	3	246	1.341E-33	123
GENE000042_Prokka:VFHYALUT_00047|36822_37746_-1|	GENE000040_Prokka:VFISSCOL1_00044|37381_38365_-1|	0.305	302	190	0	9	283	17	318	7.560E-26	102
GENE000043_Prokka:VFHYALUT_00048|37735_38299_-1|	GENE000041_Prokka:VFISSCOL1_00045|38339_38927_-1|	0.343	192	120	0	1	184	1	192	1.055E-29	109
GENE000044_Prokka:VFHYALUT_00049|38301_39579_-1|	GENE000042_Prokka:VFISSCOL1_00046|38923_40180_-1|	0.348	402	250	0	22	423	35	418	4.215E-54	190
GENE000045_Prokka:VFHYALUT_00050|39541_40942_-1|	GENE000043_Prokka:VFISSCOL1_00047|40166_41570_-1|	0.455	460	250	0	6	464	4	463	8.991E-129	410
GENE000048_Prokka:VFHYALUT_00053|43607_44804_-1|	GENE000044_Prokka:VFISSCOL1_00048|41829_43023_-1|	0.328	392	261	0	3	394	6	394	2.124E-52	184
GENE000049_Prokka:VFHYALUT_00054|44781_45498_-1|	GENE000045_Prokka:VFISSCOL1_00049|42997_43960_-1|	0.373	234	140	0	8	232	86	319	7.314E-38	135
GENE000050_Prokka:VFHYALUT_00055|45523_46972_1|	GENE000047_Prokka:VFISSCOL1_00051|45273_46701_1|	0.380	460	252	0	72	478	1	460	2.403E-72	246
GENE000065_Prokka:VFHYALUT_00075|60273_63441_1|	GENE000058_Prokka:VFISSCOL1_00068|56037_59121_1|	0.463	1031	549	0	5	1035	4	1027	1.080E-270	851
GENE000068_Prokka:VFHYALUT_00078|64526_65696_1|	GENE000061_Prokka:VFISSCOL1_00071|60188_61334_1|	0.578	371	154	0	7	377	5	370	4.519E-138	433
GENE000141_Prokka:VFHYALUT_00169|120888_121164_1|	GENE000137_Prokka:VFISSCOL1_00163|119734_120082_1|	0.484	95	42	0	7	89	2	96	3.921E-17	68
GENE000145_Prokka:VFHYALUT_00173|121840_122185_1|	GENE000141_Prokka:VFISSCOL1_00167|120744_121086_1|	0.469	114	59	0	1	114	1	113	8.446E-27	97
GENE000035_Prokka:VFHYALUT_00039|30827_30986_-1|	GENE000034_Prokka:VFISSCOL1_00038|33281_33419_-1|	0.488	43	20	0	7	49	3	43	1.875E-08	41
GENE000112_Prokka:VFHYALUT_00136|102367_104269_-1|	GENE000106_Prokka:VFISSCOL1_00128|97588_99850_-1|	0.410	637	365	0	1	619	36	672	8.751E-139	447
GENE000029_Prokka:VFHYALUT_00032|23408_24647_-1|	GENE000027_Prokka:VFISSCOL1_00030|25684_27031_-1|	0.441	424	226	0	4	408	23	446	8.746E-102	329
GENE000079_Prokka:VFHYALUT_00093|73187_73466_1|	GENE000072_Prokka:VFISSCOL1_00086|69100_69349_1|	0.419	80	46	0	4	83	2	81	9.147E-17	67
GENE000136_Prokka:VFHYALUT_00164|118887_119154_1|	GENE000132_Prokka:VFISSCOL1_00158|117821_118124_1|	0.400	100	52	0	1	88	1	100	1.914E-15	63
GENE000053_Prokka:VFHYALUT_00060|50483_51632_-1|	GENE000097_Prokka:VFISSCOL1_00119|88804_89911_1|	0.252	291	209	0	103	382	10	300	6.955E-13	63
GENE000124_Prokka:VFHYALUT_00152|114163_114568_1|	GENE000121_Prokka:VFISSCOL1_00147|113124_113556_1|	0.433	134	75	0	1	133	1	134	2.464E-32	114
GENE000095_Prokka:VFHYALUT_00117|84324_85704_-1|	GENE000085_Prokka:VFISSCOL1_00105|77575_78928_-1|	0.409	455	263	0	1	455	1	446	7.982E-94	308
GENE000024_Prokka:VFHYALUT_00027|19607_20480_1|	GENE000023_Prokka:VFISSCOL1_00026|22294_23227_1|	0.346	272	177	0	13	283	35	306	1.442E-41	148
GENE000133_Prokka:VFHYALUT_00161|117817_118204_1|	GENE000130_Prokka:VFISSCOL1_00156|116911_117277_1|	0.488	128	61	0	1	128	1	121	2.315E-30	108
GENE000051_Prokka:VFHYALUT_00056|47279_50219_1|	GENE000048_Prokka:VFISSCOL1_00053|46770_49728_1|	0.410	985	576	0	2	978	1	985	6.177E-213	679
GENE000127_Prokka:VFHYALUT_00155|115334_116030_1|	GENE000124_Prokka:VFISSCOL1_00150|114280_115072_1|	0.519	229	107	0	2	224	27	255	2.714E-67	220
GENE000090_Prokka:VFHYALUT_00112|80149_80776_-1|	GENE000016_Prokka:VFISSCOL1_00018|16790_17498_-1|	0.333	179	112	0	10	188	46	214	8.804E-14	63
GENE000110_Prokka:VFHYALUT_00134|100811_101825_1|	GENE000103_Prokka:VFISSCOL1_00125|94986_95934_1|	0.437	315	172	0	23	337	3	308	2.018E-73	243
GENE000016_Prokka:VFHYALUT_00018|14590_15634_-1|	GENE000017_Prokka:VFISSCOL1_00019|17475_18633_-1|	0.357	343	220	0	1	343	36	378	2.005E-54	188
GENE000018_Prokka:VFHYALUT_00020|15920_16304_-1|	GENE000018_Prokka:VFISSCOL1_00020|18629_19019_-1|	0.410	129	74	0	1	127	1	129	3.953E-24	90
GENE000023_Prokka:VFHYALUT_00025|18163_19492_-1|	GENE000022_Prokka:VFISSCOL1_00024|20747_22274_-1|	0.289	449	314	0	1	442	60	508	7.238E-44	160
GENE000073_Prokka:VFHYALUT_00087|69280_70303_1|	GENE000066_Prokka:VFISSCOL1_00080|65248_66223_1|	0.402	323	186	0	18	340	13	324	1.268E-58	200
GENE000138_Prokka:VFHYALUT_00166|119539_120094_1|	GENE000134_Prokka:VFISSCOL1_00160|118481_119015_1|	0.381	184	109	0	1	184	1	177	2.807E-25	96
GENE000058_Prokka:VFHYALUT_00065|55464_56592_1|	GENE000052_Prokka:VFISSCOL1_00059|51830_52967_1|	0.500	368	183	0	7	374	12	378	1.746E-114	364
GENE000085_Prokka:VFHYALUT_00103|77218_77386_-1|	GENE000075_Prokka:VFISSCOL1_00092|70684_70864_-1|	0.346	52	33	0	2	53	7	58	1.106E-07	39
GENE000094_Prokka:VFHYALUT_00116|83294_84344_1|	GENE000084_Prokka:VFISSCOL1_00104|76487_77579_1|	0.403	362	207	0	1	348	1	362	2.779E-63	214
GENE000120_Prokka:VFHYALUT_00144|108127_109351_1|	GENE000117_Prokka:VFISSCOL1_00140|107308_108520_1|	0.473	404	211	0	3	406	1	402	1.912E-119	380
GENE000077_Prokka:VFHYALUT_00091|72140_72890_1|	GENE000070_Prokka:VFISSCOL1_00084|68097_68826_1|	0.534	246	112	0	2	247	1	242	4.098E-80	258
