locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFTETIMP_00001	tRNA	74				tRNA-Trp(cca)
VFTETIMP_00002	CDS	387				hypothetical protein
VFTETIMP_00003	CDS	642				hypothetical protein
VFTETIMP_00004	CDS	447				hypothetical protein
VFTETIMP_00005	CDS	360	rplL			50S ribosomal protein L7/L12
VFTETIMP_00006	CDS	3891	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFTETIMP_00007	CDS	3906	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFTETIMP_00008	CDS	396	rpsL		COG0048	30S ribosomal protein S12
VFTETIMP_00009	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFTETIMP_00010	CDS	2055	fusA		COG0480	Elongation factor G
VFTETIMP_00011	CDS	297	rpsJ		COG0051	30S ribosomal protein S10
VFTETIMP_00012	tRNA	73				tRNA-Phe(gaa)
VFTETIMP_00013	CDS	339				hypothetical protein
VFTETIMP_00014	CDS	696	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFTETIMP_00015	CDS	1107				hypothetical protein
VFTETIMP_00016	CDS	384	rpsI		COG0103	30S ribosomal protein S9
VFTETIMP_00017	CDS	336	rplM		COG0102	50S ribosomal protein L13
VFTETIMP_00018	CDS	804	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFTETIMP_00019	CDS	636				hypothetical protein
VFTETIMP_00020	CDS	1548	infB		COG0532	Translation initiation factor IF-2
VFTETIMP_00021	tRNA	74				tRNA-Gln(ttg)
VFTETIMP_00022	CDS	501				hypothetical protein
VFTETIMP_00023	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFTETIMP_00024	CDS	1128	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFTETIMP_00025	CDS	1299	lysS	6.1.1.6		Lysine--tRNA ligase
VFTETIMP_00026	CDS	699	prfB		COG1186	Peptide chain release factor RF2
VFTETIMP_00027	CDS	909	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFTETIMP_00028	tRNA	84				tRNA-Ser(gct)
VFTETIMP_00029	CDS	141				hypothetical protein
VFTETIMP_00030	CDS	195				hypothetical protein
VFTETIMP_00031	CDS	2223	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFTETIMP_00032	CDS	819				hypothetical protein
VFTETIMP_00033	CDS	1134	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFTETIMP_00034	CDS	804	prfA		COG0216	Peptide chain release factor RF1
VFTETIMP_00035	CDS	591				hypothetical protein
VFTETIMP_00036	CDS	276	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
VFTETIMP_00037	CDS	501				hypothetical protein
VFTETIMP_00038	CDS	1452	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
VFTETIMP_00039	CDS	906	thrB	2.7.1.39	COG2334	Homoserine kinase
VFTETIMP_00040	CDS	1425	rpoD			RNA polymerase sigma factor RpoD
VFTETIMP_00041	CDS	2997	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFTETIMP_00042	CDS	171	rpsO		COG0184	30S ribosomal protein S15
VFTETIMP_00043	CDS	732				hypothetical protein
VFTETIMP_00044	CDS	1041	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFTETIMP_00045	CDS	153				hypothetical protein
VFTETIMP_00046	CDS	258				hypothetical protein
VFTETIMP_00047	CDS	219				hypothetical protein
VFTETIMP_00048	tRNA	72				tRNA-Asn(gtt)
VFTETIMP_00049	tRNA	75				tRNA-Cys(gca)
VFTETIMP_00050	tRNA	72				tRNA-Gly(gcc)
VFTETIMP_00051	CDS	456	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFTETIMP_00052	CDS	567	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFTETIMP_00053	tRNA	72				tRNA-Val(tac)
VFTETIMP_00054	CDS	801				hypothetical protein
VFTETIMP_00055	CDS	1041	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
VFTETIMP_00056	CDS	600	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
VFTETIMP_00057	CDS	1224	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFTETIMP_00058	CDS	966	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFTETIMP_00059	CDS	594	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
VFTETIMP_00060	CDS	597	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFTETIMP_00061	CDS	711	priA	5.3.1.16	COG0106	Phosphoribosyl isomerase A
VFTETIMP_00062	CDS	747	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
VFTETIMP_00063	CDS	294	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
VFTETIMP_00064	CDS	264	hisI_2	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
VFTETIMP_00065	tRNA	73				tRNA-His(gtg)
VFTETIMP_00066	tRNA	75				tRNA-Lys(ttt)
VFTETIMP_00067	CDS	162				hypothetical protein
VFTETIMP_00068	CDS	459	infC		COG0290	Translation initiation factor IF-3
VFTETIMP_00069	tRNA	75				tRNA-Val(aac)
VFTETIMP_00070	tRNA	75				tRNA-Arg(tct)
VFTETIMP_00071	tRNA	75				tRNA-Met(cat)
VFTETIMP_00072	tRNA	72				tRNA-Pro(tgg)
VFTETIMP_00073	CDS	534				hypothetical protein
VFTETIMP_00074	CDS	939				hypothetical protein
VFTETIMP_00075	CDS	1056	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
VFTETIMP_00076	CDS	789	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
VFTETIMP_00077	CDS	1083	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFTETIMP_00078	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
VFTETIMP_00079	CDS	1176				hypothetical protein
VFTETIMP_00080	CDS	1230	radA			DNA repair protein RadA
VFTETIMP_00081	CDS	180				hypothetical protein
VFTETIMP_00082	CDS	306				hypothetical protein
VFTETIMP_00083	tRNA	76				tRNA-Asp(gtc)
VFTETIMP_00084	tRNA	71				tRNA-Glu(ttc)
VFTETIMP_00085	CDS	1311	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
VFTETIMP_00086	CDS	1860	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
