locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFTETIMP_00001	tRNA	74				tRNA-Trp(cca)
VFTETIMP_00001	gene	74				
VFTETIMP_00002	CDS	387	rplK		COG0080	50S ribosomal protein L11
VFTETIMP_00002	gene	387	rplK			
VFTETIMP_00003	CDS	642				hypothetical protein
VFTETIMP_00003	gene	642				
VFTETIMP_00004	CDS	447				hypothetical protein
VFTETIMP_00004	gene	447				
VFTETIMP_00005	CDS	360	rplL			50S ribosomal protein L7/L12
VFTETIMP_00005	gene	360	rplL			
VFTETIMP_00006	CDS	3891	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
VFTETIMP_00006	gene	3891	rpoB			
VFTETIMP_00007	CDS	3906	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFTETIMP_00007	gene	3906	rpoC			
VFTETIMP_00008	CDS	396	rpsL		COG0048	30S ribosomal protein S12
VFTETIMP_00008	gene	396	rpsL			
VFTETIMP_00009	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFTETIMP_00009	gene	474	rpsG			
VFTETIMP_00010	CDS	2055	fusA		COG0480	Elongation factor G
VFTETIMP_00010	gene	2055	fusA			
VFTETIMP_00011	CDS	297	rpsJ		COG0051	30S ribosomal protein S10
VFTETIMP_00011	gene	297	rpsJ			
VFTETIMP_00012	tRNA	73				tRNA-Phe(gaa)
VFTETIMP_00012	gene	73				
VFTETIMP_00013	CDS	339				hypothetical protein
VFTETIMP_00013	gene	339				
VFTETIMP_00014	CDS	696	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
VFTETIMP_00014	gene	696	rsmA			
VFTETIMP_00015	CDS	1107	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
VFTETIMP_00015	gene	1107	tyrS			
VFTETIMP_00016	CDS	384	rpsI		COG0103	30S ribosomal protein S9
VFTETIMP_00016	gene	384	rpsI			
VFTETIMP_00017	CDS	336	rplM		COG0102	50S ribosomal protein L13
VFTETIMP_00017	gene	336	rplM			
VFTETIMP_00018	CDS	804	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFTETIMP_00018	gene	804	dapF			
VFTETIMP_00019	CDS	636	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
VFTETIMP_00019	gene	636	rpiA			
VFTETIMP_00020	CDS	1548	infB		COG0532	Translation initiation factor IF-2
VFTETIMP_00020	gene	1548	infB			
VFTETIMP_00021	tRNA	74				tRNA-Gln(ttg)
VFTETIMP_00021	gene	74				
VFTETIMP_00022	CDS	501				hypothetical protein
VFTETIMP_00022	gene	501				
VFTETIMP_00023	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFTETIMP_00023	gene	561	rsmD			
VFTETIMP_00024	CDS	1128	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFTETIMP_00024	gene	1128	iscS			
VFTETIMP_00025	CDS	1299	lysS	6.1.1.6		Lysine--tRNA ligase
VFTETIMP_00025	gene	1299	lysS			
VFTETIMP_00026	CDS	699	prfB		COG1186	Peptide chain release factor RF2
VFTETIMP_00026	gene	699	prfB			
VFTETIMP_00027	CDS	909	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFTETIMP_00027	gene	909	dapA			
VFTETIMP_00028	tRNA	84				tRNA-Ser(gct)
VFTETIMP_00028	gene	84				
VFTETIMP_00029	CDS	141	rpmG		COG0267	50S ribosomal protein L33
VFTETIMP_00029	gene	141	rpmG			
VFTETIMP_00030	CDS	195	rpmB			50S ribosomal protein L28
VFTETIMP_00030	gene	195	rpmB			
VFTETIMP_00031	CDS	2223	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFTETIMP_00031	gene	2223	metE			
VFTETIMP_00032	CDS	819				hypothetical protein
VFTETIMP_00032	gene	819				
VFTETIMP_00033	CDS	1134	metC	4.4.1.8	COG0626	Cystathionine beta-lyase
VFTETIMP_00033	gene	1134	metC			
VFTETIMP_00034	CDS	804	prfA		COG0216	Peptide chain release factor RF1
VFTETIMP_00034	gene	804	prfA			
VFTETIMP_00035	CDS	591	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
VFTETIMP_00035	gene	591	trpG			
VFTETIMP_00036	CDS	276	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
VFTETIMP_00036	gene	276	trpE			
VFTETIMP_00037	CDS	501				hypothetical protein
VFTETIMP_00037	gene	501				
VFTETIMP_00038	CDS	1452	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
VFTETIMP_00038	gene	1452	glnS			
VFTETIMP_00039	CDS	906	thrB	2.7.1.39	COG2334	Homoserine kinase
VFTETIMP_00039	gene	906	thrB			
VFTETIMP_00040	CDS	1425	hrdA		COG0568	RNA polymerase principal sigma factor HrdA
VFTETIMP_00040	gene	1425	hrdA			
VFTETIMP_00041	CDS	2997	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFTETIMP_00041	gene	2997	dnaE			
VFTETIMP_00042	CDS	171	rpsO		COG0184	30S ribosomal protein S15
VFTETIMP_00042	gene	171	rpsO			
VFTETIMP_00043	CDS	732				hypothetical protein
VFTETIMP_00043	gene	732				
VFTETIMP_00044	CDS	1041	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFTETIMP_00044	gene	1041	asd			
VFTETIMP_00045	CDS	153				hypothetical protein
VFTETIMP_00045	gene	153				
VFTETIMP_00046	CDS	258	rpsP			30S ribosomal protein S16
VFTETIMP_00046	gene	258	rpsP			
VFTETIMP_00047	CDS	219				hypothetical protein
VFTETIMP_00047	gene	219				
VFTETIMP_00048	tRNA	72				tRNA-Asn(gtt)
VFTETIMP_00048	gene	72				
VFTETIMP_00049	tRNA	75				tRNA-Cys(gca)
VFTETIMP_00049	gene	75				
VFTETIMP_00050	tRNA	72				tRNA-Gly(gcc)
VFTETIMP_00050	gene	72				
VFTETIMP_00051	CDS	456	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFTETIMP_00051	gene	456	rlmE			
VFTETIMP_00052	CDS	567	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFTETIMP_00052	gene	567	clpP			
VFTETIMP_00053	tRNA	72				tRNA-Val(tac)
VFTETIMP_00053	gene	72				
VFTETIMP_00054	CDS	801				hypothetical protein
VFTETIMP_00054	gene	801				
VFTETIMP_00055	CDS	1041	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
VFTETIMP_00055	gene	1041	dnaX			
