# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFCIXIUS	cds	1	1188	+	FFJPDP_00005		hypothetical protein	PFAM:PF00009.30, PFAM:PF03143.20, PFAM:PF03144.28
VFCIXIUS	tRNA	1191	1261	+	FFJPDP_00010	trnW	tRNA-Trp(cca)	SO:0000271
VFCIXIUS	cds	1270	1680	+	FFJPDP_00015		hypothetical protein	PFAM:PF00298.22, PFAM:PF03946.17
VFCIXIUS	cds	1670	2332	+	FFJPDP_00020		hypothetical protein	
VFCIXIUS	cds	2292	2756	+	FFJPDP_00025		hypothetical protein	
VFCIXIUS	cds	2743	3138	+	FFJPDP_00030		hypothetical protein	PFAM:PF00542.22
VFCIXIUS	cds	3138	6680	+	FFJPDP_00035		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFCIXIUS	cds	6697	10584	+	FFJPDP_00040		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20, PFAM:PF05000.20
VFCIXIUS	cds	10547	10942	+	FFJPDP_00045		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_A1TYJ2
VFCIXIUS	cds	10902	11405	+	FFJPDP_00050		SSU ribosomal protein S7p (S5e)	SO:0001217, UniRef:UniRef50_A0A346E0B3
VFCIXIUS	cds	11405	13468	+	FFJPDP_00055		Elongation factor G	SO:0001217, UniRef:UniRef50_A0A346E0B4
VFCIXIUS	cds	13455	13769	+	FFJPDP_00060		hypothetical protein	PFAM:PF00338.25
VFCIXIUS	cds	13759	13965	-	FFJPDP_00065		hypothetical protein	PFAM:PF00313.25
VFCIXIUS	cds	14016	14441	+	FFJPDP_00070		hypothetical protein	PFAM:PF01327.24
VFCIXIUS	tRNA	15300	15372	+	FFJPDP_00075	trnF	tRNA-Phe(gaa)	SO:0000267
VFCIXIUS	cds	15529	16380	+	FFJPDP_00080		hypothetical protein	PFAM:PF02091.18
VFCIXIUS	cds	16389	17480	+	FFJPDP_00085		hypothetical protein	
VFCIXIUS	cds	17446	17937	-	FFJPDP_00090		hypothetical protein	PFAM:PF00398.23
VFCIXIUS	cds	17927	19054	-	FFJPDP_00095		hypothetical protein	
VFCIXIUS	cds	19246	19635	-	FFJPDP_00100		hypothetical protein	
VFCIXIUS	cds	19632	19919	-	FFJPDP_00105		hypothetical protein	
VFCIXIUS	cds	19940	20773	-	FFJPDP_00110		hypothetical protein	PFAM:PF01678.22
VFCIXIUS	cds	20809	21486	-	FFJPDP_00115		hypothetical protein	
VFCIXIUS	cds	21690	23117	-	FFJPDP_00120		hypothetical protein	PFAM:PF00009.30, PFAM:PF10662.12
VFCIXIUS	tRNA	23160	23232	+	FFJPDP_00125	trnQ	tRNA-Gln(ttg)	SO:0000261
VFCIXIUS	cds	23240	24148	+	FFJPDP_00130		hypothetical protein	PFAM:PF13793.9
