# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFPYRCLA	tRNA	1187	1257	+	NCDIKN_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFPYRCLA	cds	1277	1687	+	NCDIKN_00010		hypothetical protein	PFAM:PF00298.22, PFAM:PF03946.17
VFPYRCLA	cds	1680	2312	+	NCDIKN_00015		hypothetical protein	
VFPYRCLA	cds	2305	2769	+	NCDIKN_00020		hypothetical protein	
VFPYRCLA	cds	2747	3097	+	NCDIKN_00025		hypothetical protein	PFAM:PF00542.22
VFPYRCLA	cds	3099	6872	+	NCDIKN_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFPYRCLA	cds	6869	11044	+	NCDIKN_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20, PFAM:PF05000.20
VFPYRCLA	cds	11019	11489	+	NCDIKN_00040		hypothetical protein	PFAM:PF00177.24
VFPYRCLA	cds	11491	13560	+	NCDIKN_00045		Elongation factor G	SO:0001217, UniRef:UniRef50_A0A346E0B4
VFPYRCLA	cds	13557	13865	+	NCDIKN_00050		hypothetical protein	PFAM:PF00338.25
VFPYRCLA	tRNA	14287	14359	+	NCDIKN_00055	trnF	tRNA-Phe(gaa)	SO:0000267
VFPYRCLA	cds	14369	14773	+	NCDIKN_00060		hypothetical protein	
VFPYRCLA	cds	14770	15666	+	NCDIKN_00065		hypothetical protein	
VFPYRCLA	cds	15663	16346	-	NCDIKN_00070		hypothetical protein	PFAM:PF00398.23
VFPYRCLA	cds	16336	17430	-	NCDIKN_00075		hypothetical protein	PFAM:PF01479.28
VFPYRCLA	cds	17427	17819	-	NCDIKN_00080		hypothetical protein	
VFPYRCLA	cds	17816	18109	-	NCDIKN_00085		hypothetical protein	
VFPYRCLA	cds	18054	18899	-	NCDIKN_00090		hypothetical protein	PFAM:PF01678.22
VFPYRCLA	cds	18905	19465	-	NCDIKN_00095		hypothetical protein	
VFPYRCLA	cds	19471	20808	-	NCDIKN_00100		hypothetical protein	PFAM:PF00009.30, PFAM:PF10662.12
VFPYRCLA	tRNA	20833	20904	+	NCDIKN_00105	trnQ	tRNA-Gln(ttg)	SO:0000261
VFPYRCLA	cds	20914	21771	+	NCDIKN_00110		hypothetical protein	PFAM:PF13793.9
VFPYRCLA	cds	21758	22270	+	NCDIKN_00115		hypothetical protein	
VFPYRCLA	cds	22267	22815	-	NCDIKN_00120		hypothetical protein	PFAM:PF01861.19, PFAM:PF05175.17, PFAM:PF08241.15, PFAM:PF13649.9, PFAM:PF13847.9
VFPYRCLA	tRNA	22826	23069	-	NCDIKN_00125		(pseudo) tRNA-Xxx	
VFPYRCLA	cds	23112	24233	+	NCDIKN_00130		hypothetical protein	PFAM:PF00155.24, PFAM:PF00266.22
VFPYRCLA	cds	24225	25526	-	NCDIKN_00135		hypothetical protein	PFAM:PF00152.23, PFAM:PF01409.23
VFPYRCLA	cds	25480	26196	-	NCDIKN_00140		hypothetical protein	PFAM:PF03462.21
VFPYRCLA	cds	26196	27056	-	NCDIKN_00145		hypothetical protein	PFAM:PF00701.25
VFPYRCLA	cds	27367	27975	+	NCDIKN_00150		hypothetical protein	
VFPYRCLA	cds	27965	28705	+	NCDIKN_00155		hypothetical protein	
VFPYRCLA	cds	28702	29091	+	NCDIKN_00160		hypothetical protein	
VFPYRCLA	tRNA	29110	29192	+	NCDIKN_00165	trnS	tRNA-Ser(gct)	SO:0000269
VFPYRCLA	cds	29383	31737	-	NCDIKN_00170		hypothetical protein	PFAM:PF08264.16
VFPYRCLA	cds	31709	31882	-	NCDIKN_00175		hypothetical protein	
VFPYRCLA	cds	31879	32019	-	NCDIKN_00180		hypothetical protein	
VFPYRCLA	cds	32024	34192	+	NCDIKN_00185		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFPYRCLA	cds	34410	35132	+	NCDIKN_00190		hypothetical protein	
VFPYRCLA	cds	35129	36265	+	NCDIKN_00195		hypothetical protein	PFAM:PF00155.24, PFAM:PF01053.23
VFPYRCLA	cds	36257	37114	-	NCDIKN_00200		Peptide chain release factor 1	SO:0001217, UniRef:UniRef50_A0A346E0E5
VFPYRCLA	cds	37065	37820	-	NCDIKN_00205		hypothetical protein	PFAM:PF00218.24
VFPYRCLA	cds	37814	38803	-	NCDIKN_00210		hypothetical protein	
VFPYRCLA	cds	38745	39362	-	NCDIKN_00215		hypothetical protein	PFAM:PF00117.31
VFPYRCLA	cds	39359	40570	-	NCDIKN_00220		hypothetical protein	
VFPYRCLA	cds	40567	41937	-	NCDIKN_00225		hypothetical protein	PFAM:PF00206.23, PFAM:PF14698.9
VFPYRCLA	cds	41950	42915	-	NCDIKN_00230		hypothetical protein	
VFPYRCLA	cds	43231	44607	-	NCDIKN_00235		hypothetical protein	PFAM:PF00749.24
VFPYRCLA	cds	44585	45556	-	NCDIKN_00240		hypothetical protein	
VFPYRCLA	tRNA	46857	47083	+	NCDIKN_00245		tRNA-Xxx	
VFPYRCLA	tRNA	50207	50289	+	NCDIKN_00250	trnL	tRNA-Leu(aag)	SO:0000264
VFPYRCLA	tRNA	50290	50376	+	NCDIKN_00255	trnL	tRNA-Leu(tag)	SO:0000264
VFPYRCLA	tRNA	50379	50461	+	NCDIKN_00260	trnS	tRNA-Ser(aga)	SO:0000269
VFPYRCLA	cds	51233	52264	+	NCDIKN_00265		hypothetical protein	PFAM:PF01118.27, PFAM:PF02774.21
VFPYRCLA	cds	52254	52889	+	NCDIKN_00270		hypothetical protein	PFAM:PF00697.25
VFPYRCLA	cds	52879	54009	+	NCDIKN_00275		Tryptophan synthase beta chain	SO:0001217, UniRef:UniRef50_A0A346E0G4
VFPYRCLA	cds	54009	54689	+	NCDIKN_00280		hypothetical protein	PFAM:PF00290.23
VFPYRCLA	cds	54667	54930	+	NCDIKN_00285		hypothetical protein	
VFPYRCLA	tRNA	55140	55211	-	NCDIKN_00290	trnN	tRNA-Asn(gtt)	SO:0000257
VFPYRCLA	cds	55709	55867	+	NCDIKN_00295		hypothetical protein	
VFPYRCLA	cds	55975	56505	-	NCDIKN_00300		hypothetical protein	PFAM:PF16473.8
VFPYRCLA	cds	56663	57514	+	NCDIKN_00305		hypothetical protein	PFAM:PF00117.31, PFAM:PF00988.25
VFPYRCLA	cds	57518	60595	+	NCDIKN_00310		hypothetical protein	PFAM:PF02786.20, PFAM:PF15632.9
VFPYRCLA	cds	60595	61134	+	NCDIKN_00315		hypothetical protein	
VFPYRCLA	cds	61131	61676	+	NCDIKN_00320		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_R5JAP5
VFPYRCLA	cds	61673	62845	+	NCDIKN_00325	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_B1L1D6
VFPYRCLA	tRNA	62847	62918	+	NCDIKN_00330		tRNA-Xxx	
VFPYRCLA	cds	63684	64715	+	NCDIKN_00335		hypothetical protein	PFAM:PF00004.32, PFAM:PF13177.9
VFPYRCLA	tRNA	65734	65816	-	NCDIKN_00340	trnL	(pseudo) tRNA-Leu(caa)	SO:0000264
VFPYRCLA	tRNA	65839	65921	-	NCDIKN_00345	trnS	tRNA-Ser(tga)	SO:0000269
VFPYRCLA	tRNA	65925	65997	+	NCDIKN_00350	trnR	tRNA-Arg(acg)	SO:0001036
VFPYRCLA	cds	66578	67813	+	NCDIKN_00355		hypothetical protein	
VFPYRCLA	cds	67806	68741	+	NCDIKN_00360		hypothetical protein	PFAM:PF00155.24
VFPYRCLA	cds	68738	69316	+	NCDIKN_00365		hypothetical protein	
VFPYRCLA	cds	69317	69901	+	NCDIKN_00370		hypothetical protein	PFAM:PF00117.31
VFPYRCLA	cds	69898	70575	+	NCDIKN_00375		hypothetical protein	
VFPYRCLA	cds	70560	71300	+	NCDIKN_00380		Imidazole glycerol phosphate synthase cyclase subunit	SO:0001217, UniRef:UniRef50_A0A346E0I2
VFPYRCLA	cds	71297	71593	+	NCDIKN_00385		Phosphoribosyl-AMP cyclohydrolase	SO:0001217, UniRef:UniRef50_A3CNS9
VFPYRCLA	tRNA	71849	71919	+	NCDIKN_00390	trnT	tRNA-Thr(tgt)	SO:0000270
VFPYRCLA	tRNA	71946	72018	+	NCDIKN_00395	trnH	tRNA-His(gtg)	SO:0000262
VFPYRCLA	tRNA	72876	72949	-	NCDIKN_00400	trnK	tRNA-Lys(ttt)	SO:0000265
VFPYRCLA	cds	72961	73320	-	NCDIKN_00405		hypothetical protein	
VFPYRCLA	cds	73449	73898	-	NCDIKN_00410		hypothetical protein	PFAM:PF05198.19
VFPYRCLA	tRNA	73907	73978	-	NCDIKN_00415	trnV	tRNA-Val(aac)	SO:0000273
VFPYRCLA	tRNA	75045	75115	-	NCDIKN_00420	trnR	tRNA-Arg(tct)	SO:0001036
VFPYRCLA	tRNA	75239	75311	-	NCDIKN_00425	trnfM	tRNA-fMet(cat)	SO:0000266
VFPYRCLA	tRNA	75347	75418	+	NCDIKN_00430	trnP	tRNA-Pro(tgg)	SO:0000268
VFPYRCLA	cds	75737	76228	-	NCDIKN_00435		hypothetical protein	
VFPYRCLA	cds	76225	77061	-	NCDIKN_00440		hypothetical protein	
VFPYRCLA	cds	77237	78241	+	NCDIKN_00445		hypothetical protein	PFAM:PF00155.24
VFPYRCLA	cds	78234	79013	+	NCDIKN_00450		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	SO:0001217, UniRef:UniRef50_Q73H59
VFPYRCLA	cds	79006	80067	+	NCDIKN_00455		hypothetical protein	PFAM:PF07687.17
VFPYRCLA	cds	80054	81388	-	NCDIKN_00460		hypothetical protein	PFAM:PF14821.9
VFPYRCLA	cds	81385	82554	-	NCDIKN_00465		hypothetical protein	PFAM:PF00742.22
VFPYRCLA	cds	82547	83830	-	NCDIKN_00470		hypothetical protein	PFAM:PF00772.24, PFAM:PF03796.18, PFAM:PF06745.16, PFAM:PF13481.9
VFPYRCLA	cds	83814	84008	-	NCDIKN_00475		hypothetical protein	
VFPYRCLA	cds	83992	84306	-	NCDIKN_00480		hypothetical protein	
VFPYRCLA	cds	84323	84556	+	NCDIKN_00485		hypothetical protein	
VFPYRCLA	tRNA	84557	84630	-	NCDIKN_00490	trnD	tRNA-Asp(gtc)	SO:0000256
VFPYRCLA	tRNA	84633	84703	-	NCDIKN_00495	trnE	tRNA-Glu(ttc)	SO:0000259
VFPYRCLA	cds	85882	87159	+	NCDIKN_00500		hypothetical protein	PFAM:PF02421.21
VFPYRCLA	cds	87156	88919	+	NCDIKN_00505		hypothetical protein	PFAM:PF13932.9
VFPYRCLA	cds	88955	89212	+	NCDIKN_00510		hypothetical protein	PFAM:PF00166.24
VFPYRCLA	cds	89202	90794	+	NCDIKN_00515		60 kDa chaperonin	SO:0001217, UniRef:UniRef50_A0A346E0K9
VFPYRCLA	cds	90798	92051	+	NCDIKN_00520		hypothetical protein	
VFPYRCLA	cds	92044	93042	+	NCDIKN_00525		hypothetical protein	PFAM:PF00575.26
VFPYRCLA	cds	93044	94129	-	NCDIKN_00530		hypothetical protein	
VFPYRCLA	cds	94137	94253	+	NCDIKN_00535		hypothetical protein	
VFPYRCLA	cds	94250	94882	+	NCDIKN_00540		hypothetical protein	
VFPYRCLA	cds	94868	95866	-	NCDIKN_00545		hypothetical protein	PFAM:PF00226.34, PFAM:PF00684.22, PFAM:PF01556.21
VFPYRCLA	cds	95868	97667	-	NCDIKN_00550	dnaK	Chaperone protein DnaK	SO:0001217, UniRef:UniRef50_A6T226
VFPYRCLA	cds	97670	98092	-	NCDIKN_00555		hypothetical protein	
VFPYRCLA	cds	98175	99134	+	NCDIKN_00560		hypothetical protein	PFAM:PF00793.23
VFPYRCLA	cds	99127	100107	-	NCDIKN_00565		hypothetical protein	PFAM:PF03054.19
VFPYRCLA	cds	100098	100556	-	NCDIKN_00570		hypothetical protein	
VFPYRCLA	cds	100553	102682	-	NCDIKN_00575		hypothetical protein	
VFPYRCLA	cds	102682	103299	-	NCDIKN_00580		hypothetical protein	PFAM:PF01113.23, PFAM:PF05173.17
VFPYRCLA	cds	103296	104507	-	NCDIKN_00585		Putative malic enzyme, NAPD dependent	SO:0001217, UniRef:UniRef50_E0TIS3
VFPYRCLA	cds	104482	105228	-	NCDIKN_00590		hypothetical protein	PFAM:PF08501.14
VFPYRCLA	cds	105263	105655	+	NCDIKN_00595		3-dehydroquinate dehydratase	SO:0001217, UniRef:UniRef50_A4J3D2
VFPYRCLA	cds	105644	105886	-	NCDIKN_00600		hypothetical protein	
