GENE000001_Prokka:SMTETSUL_00001|62_563_1|	GENE000001_Prokka:SMTETHEX_00001|0_480_1|	0.974	159	4	0	8	166	1	159	5.607E-106	328
GENE000002_Prokka:SMTETSUL_00002|606_3195_1|	GENE000002_Prokka:SMTETHEX_00002|523_3112_1|	0.980	862	17	0	1	862	1	862	0.000E+00	1781
GENE000003_Prokka:SMTETSUL_00003|3264_3597_1|	GENE000003_Prokka:SMTETHEX_00003|3181_3514_1|	0.981	110	2	0	1	110	1	110	1.035E-71	226
GENE000004_Prokka:SMTETSUL_00004|3694_4804_1|	GENE000004_Prokka:SMTETHEX_00004|3611_4721_1|	0.970	369	11	0	1	369	1	369	6.826E-240	726
GENE000005_Prokka:SMTETSUL_00005|4894_6049_1|	GENE000005_Prokka:SMTETHEX_00005|4811_5966_1|	0.968	384	12	0	1	384	1	384	1.215E-249	755
GENE000006_Prokka:SMTETSUL_00006|6067_6703_1|	GENE000006_Prokka:SMTETHEX_00006|5984_6620_1|	0.976	211	5	0	1	211	1	211	6.070E-136	417
GENE000007_Prokka:SMTETSUL_00007|6699_7962_-1|	GENE000007_Prokka:SMTETHEX_00007|6616_7813_-1|	0.984	398	6	0	23	420	1	398	8.819E-263	795
GENE000008_Prokka:SMTETSUL_00008|7983_9042_1|	GENE000008_Prokka:SMTETHEX_00008|7900_8959_1|	0.974	352	9	0	1	352	1	352	8.522E-229	693
GENE000009_Prokka:SMTETSUL_00009|9053_9812_1|	GENE000009_Prokka:SMTETHEX_00009|8970_9729_1|	0.992	252	2	0	1	252	1	252	3.014E-164	501
GENE000010_Prokka:SMTETSUL_00011|10016_13481_1|	GENE000010_Prokka:SMTETHEX_00011|9933_13395_1|	0.985	1154	17	0	1	1154	1	1153	0.000E+00	2361
GENE000061_Prokka:SMTETSUL_00082|69683_69992_1|	GENE000063_Prokka:SMTETHEX_00084|69533_69842_1|	1.000	102	0	0	1	102	1	102	4.673E-68	215
