# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFBLASP2	tRNA	1179	1249	+	KLHOBK_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFBLASP2	cds	1608	2177	+	KLHOBK_00010		hypothetical protein	
VFBLASP2	cds	2158	2592	+	KLHOBK_00015		hypothetical protein	
VFBLASP2	cds	2570	2905	+	KLHOBK_00020		hypothetical protein	PFAM:PF00542.22
VFBLASP2	cds	2884	6465	+	KLHOBK_00025		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFBLASP2	cds	6458	10225	+	KLHOBK_00030		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFBLASP2	cds	10191	10583	+	KLHOBK_00035		30S ribosomal protein S12	SO:0001217, UniRef:UniRef50_Q83HC7
VFBLASP2	cds	10553	11023	+	KLHOBK_00040		hypothetical protein	PFAM:PF00177.24
VFBLASP2	cds	11023	13020	+	KLHOBK_00045		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFBLASP2	cds	13017	13307	+	KLHOBK_00050		hypothetical protein	PFAM:PF00338.25
VFBLASP2	tRNA	13708	13780	+	KLHOBK_00055	trnF	tRNA-Phe(gaa)	SO:0000267
VFBLASP2	cds	14175	14957	+	KLHOBK_00060		hypothetical protein	PFAM:PF02091.18
VFBLASP2	cds	14944	15879	+	KLHOBK_00065		hypothetical protein	
VFBLASP2	cds	15850	16512	-	KLHOBK_00070		hypothetical protein	PFAM:PF00398.23
VFBLASP2	cds	16502	17527	-	KLHOBK_00075		hypothetical protein	
VFBLASP2	cds	17524	17913	-	KLHOBK_00080		hypothetical protein	
VFBLASP2	cds	17910	18233	-	KLHOBK_00085		hypothetical protein	
VFBLASP2	cds	18223	18987	-	KLHOBK_00090		hypothetical protein	PFAM:PF01678.22
VFBLASP2	cds	18984	19622	-	KLHOBK_00095		hypothetical protein	
VFBLASP2	cds	19612	20829	-	KLHOBK_00100		hypothetical protein	PFAM:PF00009.30, PFAM:PF10662.12
VFBLASP2	tRNA	20833	20904	+	KLHOBK_00105	trnQ	tRNA-Gln(ttg)	SO:0000261
VFBLASP2	cds	20911	21654	+	KLHOBK_00110		hypothetical protein	PFAM:PF00156.30, PFAM:PF13793.9
VFBLASP2	cds	21651	22106	+	KLHOBK_00115		hypothetical protein	
VFBLASP2	tRNA	22634	22859	-	KLHOBK_00120		(pseudo) tRNA-Xxx	
VFBLASP2	cds	22862	23911	+	KLHOBK_00125		hypothetical protein	PFAM:PF00266.22
VFBLASP2	cds	23912	24547	-	KLHOBK_00130		hypothetical protein	PFAM:PF03462.21
VFBLASP2	cds	24531	25355	-	KLHOBK_00135		hypothetical protein	PFAM:PF00701.25
VFBLASP2	tRNA	27312	27394	+	KLHOBK_00140	trnS	tRNA-Ser(gct)	SO:0000269
VFBLASP2	cds	27537	29813	-	KLHOBK_00145		hypothetical protein	PFAM:PF08264.16
VFBLASP2	cds	29810	29959	-	KLHOBK_00150		hypothetical protein	
VFBLASP2	cds	30133	32244	+	KLHOBK_00155		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFBLASP2	cds	32411	33043	+	KLHOBK_00160		hypothetical protein	
VFBLASP2	cds	33040	34188	+	KLHOBK_00165		hypothetical protein	PFAM:PF01053.23
VFBLASP2	cds	34166	34957	-	KLHOBK_00170		hypothetical protein	PFAM:PF03462.21
VFBLASP2	cds	34944	35651	-	KLHOBK_00175		hypothetical protein	PFAM:PF00218.24
VFBLASP2	cds	35636	36547	-	KLHOBK_00180		hypothetical protein	
VFBLASP2	cds	36513	37070	-	KLHOBK_00185		hypothetical protein	PFAM:PF00117.31
VFBLASP2	cds	37067	38242	-	KLHOBK_00190		hypothetical protein	
VFBLASP2	cds	38239	39711	-	KLHOBK_00195		hypothetical protein	
VFBLASP2	cds	39692	41047	-	KLHOBK_00200		hypothetical protein	PFAM:PF00206.23, PFAM:PF14698.9
VFBLASP2	cds	41263	42657	-	KLHOBK_00205		hypothetical protein	PFAM:PF00749.24
VFBLASP2	cds	42638	43558	-	KLHOBK_00210		hypothetical protein	
VFBLASP2	cds	43564	43806	+	KLHOBK_00215		hypothetical protein	
VFBLASP2	tRNA	45073	45322	+	KLHOBK_00220		tRNA-Xxx	
VFBLASP2	tRNA	48287	48358	+	KLHOBK_00225	trnL	tRNA-Leu(tag)	SO:0000264
VFBLASP2	tRNA	48360	48442	+	KLHOBK_00230	trnS	tRNA-Ser(aga)	SO:0000269
VFBLASP2	cds	48448	49143	+	KLHOBK_00235		hypothetical protein	
VFBLASP2	cds	49136	50119	+	KLHOBK_00240		hypothetical protein	PFAM:PF01118.27, PFAM:PF02774.21
VFBLASP2	cds	50110	50697	+	KLHOBK_00245		hypothetical protein	PFAM:PF00697.25
VFBLASP2	cds	50672	51805	+	KLHOBK_00250		hypothetical protein	
VFBLASP2	cds	51793	52401	+	KLHOBK_00255		hypothetical protein	
VFBLASP2	cds	52394	52657	+	KLHOBK_00260		hypothetical protein	
VFBLASP2	cds	52638	52868	+	KLHOBK_00265		hypothetical protein	
VFBLASP2	tRNA	52869	52941	-	KLHOBK_00270	trnN	tRNA-Asn(gtt)	SO:0000257
VFBLASP2	cds	52942	53481	+	KLHOBK_00275		hypothetical protein	
VFBLASP2	tRNA	53534	53606	-	KLHOBK_00280	trnC	tRNA-Cys(gca)	SO:0000258
VFBLASP2	tRNA	53607	53678	-	KLHOBK_00285	trnG	tRNA-Gly(gcc)	SO:0000260
VFBLASP2	cds	54396	55229	+	KLHOBK_00290		hypothetical protein	PFAM:PF00117.31
VFBLASP2	cds	55211	58219	+	KLHOBK_00295		hypothetical protein	PFAM:PF02786.20, PFAM:PF02787.22, PFAM:PF15632.9
VFBLASP2	cds	58203	58718	+	KLHOBK_00300		hypothetical protein	
VFBLASP2	cds	58705	59223	+	KLHOBK_00305		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_Q05FR8
VFBLASP2	tRNA	60326	60397	+	KLHOBK_00310	trnV	tRNA-Val(tac)	SO:0000273
VFBLASP2	cds	60399	61079	+	KLHOBK_00315		hypothetical protein	
VFBLASP2	cds	61054	62100	+	KLHOBK_00320		hypothetical protein	PFAM:PF00004.32, PFAM:PF13177.9
VFBLASP2	tRNA	62148	62230	-	KLHOBK_00325	trnS	tRNA-Ser(tga)	SO:0000269
VFBLASP2	cds	62236	62808	+	KLHOBK_00330		hypothetical protein	
VFBLASP2	cds	62805	63974	+	KLHOBK_00335		hypothetical protein	
VFBLASP2	cds	63971	64906	+	KLHOBK_00340		hypothetical protein	PFAM:PF00155.24
VFBLASP2	cds	64869	65444	+	KLHOBK_00345		hypothetical protein	
VFBLASP2	cds	65441	66028	+	KLHOBK_00350		hypothetical protein	PFAM:PF00117.31, PFAM:PF01174.22
VFBLASP2	cds	66025	66705	+	KLHOBK_00355		hypothetical protein	
VFBLASP2	cds	66702	67430	+	KLHOBK_00360		Imidazole glycerol phosphate synthase cyclase subunit	SO:0001217, UniRef:UniRef50_A0A346E0I2
VFBLASP2	cds	67427	67702	+	KLHOBK_00365		hypothetical protein	
VFBLASP2	tRNA	67952	68022	+	KLHOBK_00370	trnT	tRNA-Thr(tgt)	SO:0000270
VFBLASP2	tRNA	68893	68966	-	KLHOBK_00375	trnK	tRNA-Lys(ttt)	SO:0000265
VFBLASP2	cds	69276	69446	-	KLHOBK_00380		hypothetical protein	
VFBLASP2	cds	69427	69873	-	KLHOBK_00385		hypothetical protein	PFAM:PF00707.25, PFAM:PF05198.19
