# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFOMMDIS	tRNA	1182	1253	+	IKCHFJ_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFOMMDIS	cds	1614	2168	+	IKCHFJ_00010		hypothetical protein	
VFOMMDIS	cds	2149	2577	+	IKCHFJ_00015		hypothetical protein	
VFOMMDIS	cds	2555	2890	+	IKCHFJ_00020		hypothetical protein	PFAM:PF00542.22
VFOMMDIS	cds	2887	6339	+	IKCHFJ_00025		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFOMMDIS	cds	6336	9968	+	IKCHFJ_00030		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFOMMDIS	cds	9943	10326	+	IKCHFJ_00035		hypothetical protein	
VFOMMDIS	cds	10304	10777	+	IKCHFJ_00040		hypothetical protein	PFAM:PF00177.24
VFOMMDIS	cds	10777	12774	+	IKCHFJ_00045		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFOMMDIS	cds	12771	13061	+	IKCHFJ_00050		hypothetical protein	PFAM:PF00338.25
VFOMMDIS	tRNA	13441	13513	+	IKCHFJ_00055	trnF	tRNA-Phe(gaa)	SO:0000267
VFOMMDIS	cds	13522	13887	+	IKCHFJ_00060		hypothetical protein	
VFOMMDIS	cds	13871	14668	+	IKCHFJ_00065		hypothetical protein	
VFOMMDIS	cds	14637	15314	-	IKCHFJ_00070		hypothetical protein	
VFOMMDIS	cds	15295	16365	-	IKCHFJ_00075		hypothetical protein	
VFOMMDIS	cds	16362	16751	-	IKCHFJ_00080		hypothetical protein	
VFOMMDIS	cds	16748	17023	-	IKCHFJ_00085		hypothetical protein	
VFOMMDIS	cds	17013	17726	-	IKCHFJ_00090		hypothetical protein	
VFOMMDIS	cds	17723	18325	-	IKCHFJ_00095		hypothetical protein	
VFOMMDIS	cds	18322	19689	-	IKCHFJ_00100		hypothetical protein	PFAM:PF00009.30, PFAM:PF10662.12
VFOMMDIS	tRNA	19725	19796	+	IKCHFJ_00105	trnQ	tRNA-Gln(ttg)	SO:0000261
VFOMMDIS	cds	19804	20523	+	IKCHFJ_00110		hypothetical protein	
VFOMMDIS	cds	20520	20966	+	IKCHFJ_00115		hypothetical protein	
VFOMMDIS	cds	20952	21458	-	IKCHFJ_00120		hypothetical protein	PFAM:PF05175.17, PFAM:PF13847.9
VFOMMDIS	cds	21459	21626	-	IKCHFJ_00125		hypothetical protein	
VFOMMDIS	cds	21722	22768	+	IKCHFJ_00130		hypothetical protein	PFAM:PF00266.22
VFOMMDIS	cds	22757	23860	-	IKCHFJ_00135		hypothetical protein	PFAM:PF00152.23
VFOMMDIS	cds	23857	24492	-	IKCHFJ_00140		hypothetical protein	PFAM:PF03462.21
VFOMMDIS	cds	24485	25360	-	IKCHFJ_00145		hypothetical protein	PFAM:PF00701.25
VFOMMDIS	tRNA	27247	27330	+	IKCHFJ_00150	trnS	tRNA-Ser(gct)	SO:0000269
VFOMMDIS	cds	27463	29688	-	IKCHFJ_00155		hypothetical protein	PFAM:PF08264.16
VFOMMDIS	cds	29685	29825	-	IKCHFJ_00160		hypothetical protein	
VFOMMDIS	cds	29804	29962	-	IKCHFJ_00165		hypothetical protein	
VFOMMDIS	cds	29994	32120	+	IKCHFJ_00170		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFOMMDIS	cds	32320	32955	+	IKCHFJ_00175		hypothetical protein	
