locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFBLASP2_00001	CDS	1188	tufA		COG0050	Elongation factor Tu
VFBLASP2_00001	gene	1188	tufA			
VFBLASP2_00002	tRNA	73				tRNA-Trp(cca)
VFBLASP2_00002	gene	73				
VFBLASP2_00003	CDS	363	rplK		COG0080	50S ribosomal protein L11
VFBLASP2_00003	gene	363	rplK			
VFBLASP2_00004	CDS	570				hypothetical protein
VFBLASP2_00004	gene	570				
VFBLASP2_00005	CDS	435				hypothetical protein
VFBLASP2_00005	gene	435				
VFBLASP2_00006	CDS	336	rplL		COG0222	50S ribosomal protein L7/L12
VFBLASP2_00006	gene	336	rplL			
VFBLASP2_00007	CDS	3582	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFBLASP2_00007	gene	3582	rpoB			
VFBLASP2_00008	CDS	3768	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFBLASP2_00008	gene	3768	rpoC			
VFBLASP2_00009	CDS	393	rpsL		COG0048	30S ribosomal protein S12
VFBLASP2_00009	gene	393	rpsL			
VFBLASP2_00010	CDS	471	rpsG		COG0049	30S ribosomal protein S7
VFBLASP2_00010	gene	471	rpsG			
VFBLASP2_00011	CDS	1998	fusA		COG0480	Elongation factor G
VFBLASP2_00011	gene	1998	fusA			
VFBLASP2_00012	CDS	291	rpsJ		COG0051	30S ribosomal protein S10
VFBLASP2_00012	gene	291	rpsJ			
VFBLASP2_00013	CDS	414	def1	3.5.1.88	COG0242	Peptide deformylase 1
VFBLASP2_00013	gene	414	def1			
VFBLASP2_00014	tRNA	73				tRNA-Phe(gaa)
VFBLASP2_00014	gene	73				
VFBLASP2_00015	CDS	450				hypothetical protein
VFBLASP2_00015	gene	450				
VFBLASP2_00016	CDS	783	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
VFBLASP2_00016	gene	783	glyQ			
VFBLASP2_00017	CDS	936				hypothetical protein
VFBLASP2_00017	gene	936				
VFBLASP2_00018	CDS	663	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
VFBLASP2_00018	gene	663	rsmA			
VFBLASP2_00019	CDS	1026	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
VFBLASP2_00019	gene	1026	tyrS			
VFBLASP2_00020	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFBLASP2_00020	gene	390	rpsI			
VFBLASP2_00021	CDS	324	rplM		COG0102	50S ribosomal protein L13
VFBLASP2_00021	gene	324	rplM			
VFBLASP2_00022	CDS	765	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFBLASP2_00022	gene	765	dapF			
VFBLASP2_00023	CDS	639	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
VFBLASP2_00023	gene	639	rpiA			
VFBLASP2_00024	CDS	1218	infB		COG0532	Translation initiation factor IF-2
VFBLASP2_00024	gene	1218	infB			
VFBLASP2_00025	tRNA	72				tRNA-Gln(ttg)
VFBLASP2_00025	gene	72				
VFBLASP2_00026	CDS	744	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFBLASP2_00026	gene	744	prs			
VFBLASP2_00027	CDS	456				hypothetical protein
VFBLASP2_00027	gene	456				
VFBLASP2_00028	CDS	579	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFBLASP2_00028	gene	579	rsmD			
VFBLASP2_00029	CDS	1050	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFBLASP2_00029	gene	1050	iscS			
VFBLASP2_00030	CDS	636	prfB		COG1186	Peptide chain release factor RF2
VFBLASP2_00030	gene	636	prfB			
VFBLASP2_00031	CDS	825	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFBLASP2_00031	gene	825	dapA			
VFBLASP2_00032	CDS	1932	lysC	2.7.2.4	COG0527	Aspartate kinase Ask_LysC
VFBLASP2_00032	gene	1932	lysC			
VFBLASP2_00033	tRNA	86				tRNA-Ser(gct)
VFBLASP2_00033	gene	86				
VFBLASP2_00034	CDS	180				hypothetical protein
VFBLASP2_00034	gene	180				
VFBLASP2_00035	CDS	2277	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
VFBLASP2_00035	gene	2277	ileS			
VFBLASP2_00036	CDS	150				hypothetical protein
VFBLASP2_00036	gene	150				
