locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMPYRLAN_00001	gene	693	lipB			
SMPYRLAN_00001	CDS	693	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMPYRLAN_00002	gene	2598	valS			
SMPYRLAN_00002	CDS	2598	valS	6.1.1.9		Valine--tRNA ligase
SMPYRLAN_00003	gene	333	rsfS			
SMPYRLAN_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMPYRLAN_00004	gene	1110	dnaN			
SMPYRLAN_00004	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMPYRLAN_00005	gene	1122	rpsA			
SMPYRLAN_00005	CDS	1122	rpsA		COG0539	30S ribosomal protein S1
SMPYRLAN_00006	gene	1176	rho			
SMPYRLAN_00006	CDS	1176	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMPYRLAN_00007	gene	1062	prfA			
SMPYRLAN_00007	CDS	1062	prfA			Peptide chain release factor 1
SMPYRLAN_00008	gene	762	rsmA			
SMPYRLAN_00008	CDS	762	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMPYRLAN_00009	gene	74				
SMPYRLAN_00009	tRNA	74				tRNA-Met(cat)
SMPYRLAN_00010	gene	177				
SMPYRLAN_00010	CDS	177				hypothetical protein
SMPYRLAN_00011	gene	1374	dnaC			
SMPYRLAN_00011	CDS	1374	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
SMPYRLAN_00012	gene	849				
SMPYRLAN_00012	CDS	849				hypothetical protein
SMPYRLAN_00013	gene	1356	mnmE			
SMPYRLAN_00013	CDS	1356	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
SMPYRLAN_00014	gene	75				
SMPYRLAN_00014	tRNA	75				tRNA-Val(tac)
SMPYRLAN_00015	gene	3864	dnaE			
SMPYRLAN_00015	CDS	3864	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
SMPYRLAN_00016	gene	74				
SMPYRLAN_00016	tRNA	74				tRNA-Asp(gtc)
SMPYRLAN_00017	gene	73				
SMPYRLAN_00017	tRNA	73				tRNA-Lys(ttt)
SMPYRLAN_00018	gene	966	tilS			
SMPYRLAN_00018	CDS	966	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
SMPYRLAN_00019	gene	1134	iscS			
SMPYRLAN_00019	CDS	1134	iscS	2.8.1.7		Cysteine desulfurase IscS
SMPYRLAN_00020	gene	1458	proS			
SMPYRLAN_00020	CDS	1458	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SMPYRLAN_00021	gene	85				
SMPYRLAN_00021	tRNA	85				tRNA-Ser(tga)
SMPYRLAN_00022	gene	1803	htpG			
SMPYRLAN_00022	CDS	1803	htpG			Chaperone protein HtpG
SMPYRLAN_00023	gene	1470	mtaB			
SMPYRLAN_00023	CDS	1470	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMPYRLAN_00024	gene	348				
SMPYRLAN_00024	CDS	348				hypothetical protein
SMPYRLAN_00025	gene	1815				
SMPYRLAN_00025	CDS	1815				hypothetical protein
SMPYRLAN_00026	gene	75				
SMPYRLAN_00026	tRNA	75				tRNA-Arg(tct)
SMPYRLAN_00027	gene	75				
SMPYRLAN_00027	tRNA	75				tRNA-Pro(tgg)
SMPYRLAN_00028	gene	83				
SMPYRLAN_00028	tRNA	83				tRNA-Ser(gct)
SMPYRLAN_00029	gene	1254	maeB			
SMPYRLAN_00029	CDS	1254	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
SMPYRLAN_00030	gene	1335	der			
SMPYRLAN_00030	CDS	1335	der		COG1160	GTPase Der
SMPYRLAN_00031	gene	849	lipA			
SMPYRLAN_00031	CDS	849	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMPYRLAN_00032	gene	804				
SMPYRLAN_00032	CDS	804				hypothetical protein
SMPYRLAN_00033	gene	630	ahpC			
SMPYRLAN_00033	CDS	630	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
SMPYRLAN_00034	gene	83				
SMPYRLAN_00034	tRNA	83				tRNA-Leu(caa)
SMPYRLAN_00035	gene	86				
SMPYRLAN_00035	tRNA	86				tRNA-Leu(tag)
SMPYRLAN_00036	gene	90				
SMPYRLAN_00036	CDS	90				hypothetical protein
SMPYRLAN_00037	gene	957	trpS			
SMPYRLAN_00037	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMPYRLAN_00038	gene	534	frr			
SMPYRLAN_00038	CDS	534	frr		COG0233	Ribosome-recycling factor
SMPYRLAN_00039	gene	1320	asnS			
SMPYRLAN_00039	CDS	1320	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMPYRLAN_00040	gene	76				
SMPYRLAN_00040	tRNA	76				tRNA-Met(cat)
SMPYRLAN_00041	gene	333	rplU			
SMPYRLAN_00041	CDS	333	rplU		COG0261	50S ribosomal protein L21
SMPYRLAN_00042	gene	258	rpmA			
SMPYRLAN_00042	CDS	258	rpmA		COG0211	50S ribosomal protein L27
SMPYRLAN_00043	gene	331	ssrA			
SMPYRLAN_00043	tmRNA	331	ssrA			transfer-messenger RNA, SsrA
SMPYRLAN_00044	gene	357				
SMPYRLAN_00044	CDS	357				hypothetical protein
SMPYRLAN_00045	gene	270				
SMPYRLAN_00045	CDS	270				hypothetical protein
SMPYRLAN_00046	gene	456	rplI			
SMPYRLAN_00046	CDS	456	rplI		COG0359	50S ribosomal protein L9
SMPYRLAN_00047	gene	1506	gltX			
SMPYRLAN_00047	CDS	1506	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMPYRLAN_00048	gene	828				
SMPYRLAN_00048	CDS	828				hypothetical protein
SMPYRLAN_00049	gene	71				
SMPYRLAN_00049	tRNA	71				tRNA-Cys(gca)
SMPYRLAN_00050	gene	393	ybeY			
SMPYRLAN_00050	CDS	393	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMPYRLAN_00051	gene	1848	mnmG			
SMPYRLAN_00051	CDS	1848	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMPYRLAN_00052	gene	1620	glnS			
SMPYRLAN_00052	CDS	1620	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMPYRLAN_00053	gene	1092				
SMPYRLAN_00053	CDS	1092				hypothetical protein
SMPYRLAN_00054	gene	1797	lepA			
SMPYRLAN_00054	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
SMPYRLAN_00055	gene	77				
SMPYRLAN_00055	tRNA	77				tRNA-Asn(gtt)
SMPYRLAN_00056	gene	3453	ileS			
SMPYRLAN_00056	CDS	3453	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMPYRLAN_00057	gene	627	grpE			
SMPYRLAN_00057	CDS	627	grpE			Protein GrpE
SMPYRLAN_00058	gene	1098	dnaJ			
