gene_callers_id	source	accession	function	e_value
1	Prokka:Aragorn		tRNA-Trp(cca)	0
2	Prokka:Prodigal	rplK	50S ribosomal protein L11	0
3	Prokka:Prodigal			0
4	Prokka:Prodigal			0
5	Prokka:Prodigal	rplL	50S ribosomal protein L7/L12	0
6	Prokka:Prodigal	rpoB	DNA-directed RNA polymerase subunit beta	0
7	Prokka:Prodigal	rpoC	DNA-directed RNA polymerase subunit beta'	0
8	Prokka:Prodigal	rpsL	30S ribosomal protein S12	0
9	Prokka:Prodigal	rpsG	30S ribosomal protein S7	0
10	Prokka:Prodigal	fusA	Elongation factor G	0
11	Prokka:Prodigal			0
12	Prokka:Aragorn		tRNA-Phe(gaa)	0
13	Prokka:Prodigal			0
14	Prokka:Prodigal			0
15	Prokka:Prodigal	rsmA	Ribosomal RNA small subunit methyltransferase A	0
16	Prokka:Prodigal	tyrS	Tyrosine--tRNA ligase	0
17	Prokka:Prodigal	rpsI	30S ribosomal protein S9	0
18	Prokka:Prodigal	rplM	50S ribosomal protein L13	0
19	Prokka:Prodigal	dapF	Diaminopimelate epimerase	0
20	Prokka:Prodigal			0
21	Prokka:Prodigal	infB	Translation initiation factor IF-2	0
22	Prokka:Aragorn		tRNA-Gln(ttg)	0
23	Prokka:Prodigal	prs	Ribose-phosphate pyrophosphokinase	0
24	Prokka:Prodigal			0
25	Prokka:Prodigal	rsmD	Ribosomal RNA small subunit methyltransferase D	0
26	Prokka:Prodigal	iscS	Cysteine desulfurase IscS	0
27	Prokka:Prodigal	lysS	Lysine--tRNA ligase	0
28	Prokka:Prodigal	prfA_1	Peptide chain release factor 1	0
29	Prokka:Prodigal	dapA	4-hydroxy-tetrahydrodipicolinate synthase	0
30	Prokka:Prodigal	tilS	tRNA(Ile)-lysidine synthase	0
31	Prokka:Prodigal	ask	Aspartokinase	0
32	Prokka:Prodigal			0
33	Prokka:Aragorn		tRNA-Ser(gct)	0
34	Prokka:Prodigal			0
35	Prokka:Prodigal			0
36	Prokka:Prodigal			0
37	Prokka:Prodigal	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	0
38	Prokka:Prodigal			0
39	Prokka:Prodigal			0
40	Prokka:Prodigal	aar	L-alanine/L-glutamate racemase	0
41	Prokka:Prodigal	prfA_2	Peptide chain release factor 1	0
42	Prokka:Prodigal	trpC	Indole-3-glycerol phosphate synthase	0
43	Prokka:Prodigal	trpD	Anthranilate phosphoribosyltransferase	0
44	Prokka:Prodigal	pabA	Aminodeoxychorismate synthase component 2	0
45	Prokka:Prodigal	menF	Isochorismate synthase MenF	0
46	Prokka:Prodigal	argH	Argininosuccinate lyase	0
47	Prokka:Prodigal	trpS2	Tryptophan--tRNA ligase 2	0
48	Prokka:Prodigal	gluQ	Glutamyl-Q tRNA(Asp) synthetase	0
49	Prokka:Prodigal	thrB	Homoserine kinase	0
50	Prokka:Prodigal	rpoD	RNA polymerase sigma factor RpoD	0
51	Prokka:Prodigal	dnaE1	DNA polymerase III subunit alpha	0
52	Prokka:Aragorn		tRNA-Leu(aag)	0
53	Prokka:Aragorn		tRNA-Leu(tag)	0
54	Prokka:Aragorn		tRNA-Ser(aga)	0
55	Prokka:Prodigal			0
56	Prokka:Prodigal	asd	Aspartate-semialdehyde dehydrogenase	0
57	Prokka:Prodigal	trpF	N-(5'-phosphoribosyl)anthranilate isomerase	0
58	Prokka:Prodigal	trpB	Tryptophan synthase beta chain	0
59	Prokka:Prodigal	trpA	Tryptophan synthase alpha chain	0
60	Prokka:Prodigal			0
61	Prokka:Prodigal			0
62	Prokka:Aragorn		tRNA-Asn(gtt)	0
63	Prokka:Aragorn		tRNA-Cys(gca)	0
64	Prokka:Aragorn		tRNA-Gly(gcc)	0
65	Prokka:Prodigal	carA	Carbamoyl-phosphate synthase small chain	0
66	Prokka:Prodigal	carB	Carbamoyl-phosphate synthase large chain	0
67	Prokka:Prodigal	rlmE	Ribosomal RNA large subunit methyltransferase E	0
68	Prokka:Prodigal	clpP	ATP-dependent Clp protease proteolytic subunit	0
69	Prokka:Aragorn		tRNA-Val(tac)	0
70	Prokka:Prodigal			0
71	Prokka:Prodigal			0
72	Prokka:Prodigal			0
73	Prokka:Aragorn		tRNA-Leu(caa)	0
74	Prokka:Aragorn		tRNA-Ser(tga)	0
75	Prokka:Aragorn		tRNA-Arg(acg)	0
76	Prokka:Prodigal	hisG	ATP phosphoribosyltransferase	0
77	Prokka:Prodigal	hisD	Histidinol dehydrogenase	0
78	Prokka:Prodigal	hisC2	Histidinol-phosphate aminotransferase 2	0
79	Prokka:Prodigal	hisB	Histidine biosynthesis bifunctional protein HisB	0
80	Prokka:Prodigal	hisH	Imidazole glycerol phosphate synthase subunit HisH	0
