locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMS1196_00001	CDS	651	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMS1196_00001	gene	651	lipB			
SMS1196_00002	CDS	2544	valS	6.1.1.9		Valine--tRNA ligase
SMS1196_00002	gene	2544	valS			
SMS1196_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMS1196_00003	gene	333	rsfS			
SMS1196_00004	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMS1196_00004	gene	1110	dnaN			
SMS1196_00005	CDS	1107	rpsA		COG0539	30S ribosomal protein S1
SMS1196_00005	gene	1107	rpsA			
SMS1196_00006	CDS	1164	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMS1196_00006	gene	1164	rho			
SMS1196_00007	CDS	1062	prfA		COG0216	Peptide chain release factor RF1
SMS1196_00007	gene	1062	prfA			
SMS1196_00008	CDS	768	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMS1196_00008	gene	768	rsmA			
SMS1196_00009	tRNA	75				tRNA-Met(cat)
SMS1196_00009	gene	75				
SMS1196_00010	tRNA	76				tRNA-Asn(gtt)
SMS1196_00010	gene	76				
SMS1196_00011	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
SMS1196_00011	gene	1797	lepA			
SMS1196_00012	CDS	1062				hypothetical protein
SMS1196_00012	gene	1062				
SMS1196_00013	CDS	3468	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMS1196_00013	gene	3468	mnmG			
SMS1196_00014	tRNA	71				tRNA-Cys(gca)
SMS1196_00014	gene	71				
SMS1196_00015	CDS	573	ctc		COG1825	General stress protein CTC
SMS1196_00015	gene	573	ctc			
SMS1196_00016	CDS	1500	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMS1196_00016	gene	1500	gltX			
SMS1196_00017	CDS	459	rplI		COG0359	50S ribosomal protein L9
SMS1196_00017	gene	459	rplI			
SMS1196_00018	CDS	270	rpsR			30S ribosomal protein S18
SMS1196_00018	gene	270	rpsR			
SMS1196_00019	CDS	351	rpsF		COG0360	30S ribosomal protein S6
SMS1196_00019	gene	351	rpsF			
SMS1196_00020	tmRNA	248	ssrA			transfer-messenger RNA, SsrA
SMS1196_00020	gene	248	ssrA			
SMS1196_00021	CDS	288	rpmA		COG0211	50S ribosomal protein L27
SMS1196_00021	gene	288	rpmA			
SMS1196_00022	CDS	588	rplU		COG0261	50S ribosomal protein L21
SMS1196_00022	gene	588	rplU			
SMS1196_00023	tRNA	76				tRNA-Met(cat)
SMS1196_00023	gene	76				
SMS1196_00024	CDS	1317	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMS1196_00024	gene	1317	asnS			
SMS1196_00025	CDS	534	frr		COG0233	Ribosome-recycling factor
SMS1196_00025	gene	534	frr			
SMS1196_00026	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMS1196_00026	gene	957	trpS			
SMS1196_00027	CDS	96				hypothetical protein
SMS1196_00027	gene	96				
SMS1196_00028	tRNA	86				tRNA-Leu(tag)
SMS1196_00028	gene	86				
SMS1196_00029	CDS	747				hypothetical protein
