# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFBRUSP1	tRNA	1182	1253	+	DNCGKL_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFBRUSP1	cds	1255	1647	+	DNCGKL_00010		hypothetical protein	PFAM:PF03946.17
VFBRUSP1	cds	1634	2215	+	DNCGKL_00015		hypothetical protein	
VFBRUSP1	cds	2193	2639	+	DNCGKL_00020		hypothetical protein	
VFBRUSP1	cds	2614	2955	+	DNCGKL_00025		hypothetical protein	PFAM:PF00542.22
VFBRUSP1	cds	2952	6515	+	DNCGKL_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFBRUSP1	cds	6482	10240	+	DNCGKL_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFBRUSP1	cds	10197	10598	+	DNCGKL_00040		hypothetical protein	
VFBRUSP1	cds	10556	11038	+	DNCGKL_00045		hypothetical protein	PFAM:PF00177.24
VFBRUSP1	cds	11038	13053	+	DNCGKL_00050		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFBRUSP1	cds	13050	13340	+	DNCGKL_00055		hypothetical protein	PFAM:PF00338.25
VFBRUSP1	tRNA	13720	13792	+	DNCGKL_00060	trnF	tRNA-Phe(gaa)	SO:0000267
VFBRUSP1	cds	13804	14208	+	DNCGKL_00065		hypothetical protein	
VFBRUSP1	cds	14168	14893	-	DNCGKL_00070		hypothetical protein	
VFBRUSP1	cds	14880	15980	-	DNCGKL_00075		hypothetical protein	
VFBRUSP1	cds	15977	16366	-	DNCGKL_00080		hypothetical protein	
VFBRUSP1	cds	16363	16671	-	DNCGKL_00085		hypothetical protein	
VFBRUSP1	cds	16668	17459	-	DNCGKL_00090		hypothetical protein	
VFBRUSP1	cds	17456	18067	-	DNCGKL_00095		hypothetical protein	
VFBRUSP1	tRNA	18076	18147	+	DNCGKL_00100	trnQ	tRNA-Gln(ttg)	SO:0000261
VFBRUSP1	cds	18155	18952	+	DNCGKL_00105		hypothetical protein	PFAM:PF00156.30
VFBRUSP1	cds	18949	19416	+	DNCGKL_00110		hypothetical protein	
VFBRUSP1	cds	19396	19914	-	DNCGKL_00115		hypothetical protein	
VFBRUSP1	cds	20197	21270	+	DNCGKL_00120		hypothetical protein	PFAM:PF00266.22
VFBRUSP1	cds	21251	22474	-	DNCGKL_00125		hypothetical protein	PFAM:PF00152.23, PFAM:PF01409.23
VFBRUSP1	cds	22471	23130	-	DNCGKL_00130		hypothetical protein	PFAM:PF03462.21
VFBRUSP1	cds	23120	23953	-	DNCGKL_00135		hypothetical protein	PFAM:PF00701.25
VFBRUSP1	cds	23991	25940	+	DNCGKL_00140		hypothetical protein	
VFBRUSP1	tRNA	25941	26023	+	DNCGKL_00145	trnS	tRNA-Ser(gct)	SO:0000269
VFBRUSP1	cds	26172	28340	-	DNCGKL_00150		hypothetical protein	
VFBRUSP1	cds	28341	28496	-	DNCGKL_00155		hypothetical protein	
VFBRUSP1	cds	28466	28675	-	DNCGKL_00160		hypothetical protein	
VFBRUSP1	cds	28676	30859	+	DNCGKL_00165		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFBRUSP1	cds	31064	31684	+	DNCGKL_00170		hypothetical protein	
VFBRUSP1	cds	31701	32852	+	DNCGKL_00175		hypothetical protein	PFAM:PF01053.23
VFBRUSP1	cds	32814	33551	-	DNCGKL_00180		hypothetical protein	PFAM:PF03462.21
VFBRUSP1	cds	33544	34233	-	DNCGKL_00185		hypothetical protein	PFAM:PF00218.24
VFBRUSP1	cds	34208	35143	-	DNCGKL_00190		hypothetical protein	
VFBRUSP1	cds	35133	35681	-	DNCGKL_00195		hypothetical protein	PFAM:PF00117.31
VFBRUSP1	cds	35678	36820	-	DNCGKL_00200		hypothetical protein	
VFBRUSP1	cds	36817	38184	-	DNCGKL_00205		hypothetical protein	PFAM:PF00206.23, PFAM:PF14698.9
VFBRUSP1	cds	38403	39731	-	DNCGKL_00210		hypothetical protein	PFAM:PF00749.24
VFBRUSP1	cds	39679	40542	-	DNCGKL_00215		hypothetical protein	
VFBRUSP1	cds	40521	41393	-	DNCGKL_00220		hypothetical protein	
VFBRUSP1	tRNA	42726	42963	+	DNCGKL_00225		tRNA-Xxx	
VFBRUSP1	cds	42975	45806	+	DNCGKL_00230		hypothetical protein	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
VFBRUSP1	cds	45793	45954	+	DNCGKL_00235		hypothetical protein	
VFBRUSP1	tRNA	45988	46060	+	DNCGKL_00240	trnL	tRNA-Leu(tag)	SO:0000264
VFBRUSP1	tRNA	46064	46146	+	DNCGKL_00245	trnS	tRNA-Ser(aga)	SO:0000269
VFBRUSP1	cds	46874	47863	+	DNCGKL_00250		hypothetical protein	PFAM:PF01118.27, PFAM:PF02774.21
VFBRUSP1	cds	47826	48317	+	DNCGKL_00255		hypothetical protein	PFAM:PF00697.25
VFBRUSP1	cds	48310	49437	+	DNCGKL_00260		hypothetical protein	
VFBRUSP1	cds	49434	50036	+	DNCGKL_00265		hypothetical protein	PFAM:PF00290.23
VFBRUSP1	cds	50024	50281	+	DNCGKL_00270		hypothetical protein	
VFBRUSP1	cds	50262	50486	+	DNCGKL_00275		hypothetical protein	
VFBRUSP1	tRNA	50487	50558	-	DNCGKL_00280	trnN	tRNA-Asn(gtt)	SO:0000257
VFBRUSP1	cds	50560	50682	+	DNCGKL_00285		hypothetical protein	
VFBRUSP1	tRNA	50727	50798	-	DNCGKL_00290	trnG	tRNA-Gly(gcc)	SO:0000260
VFBRUSP1	cds	51297	52310	+	DNCGKL_00295		hypothetical protein	PFAM:PF00117.31, PFAM:PF00988.25, PFAM:PF07722.16
VFBRUSP1	cds	52307	55294	+	DNCGKL_00300		hypothetical protein	PFAM:PF02786.20, PFAM:PF02787.22, PFAM:PF13535.9, PFAM:PF15632.9
VFBRUSP1	cds	55294	55803	+	DNCGKL_00305		hypothetical protein	
VFBRUSP1	cds	55800	56366	+	DNCGKL_00310		ATP-dependent Clp protease proteolytic subunit 1	SO:0001217, UniRef:UniRef50_Q9I2U1
VFBRUSP1	tRNA	57493	57565	+	DNCGKL_00315	trnV	tRNA-Val(tac)	SO:0000273
VFBRUSP1	tRNA	57649	57731	-	DNCGKL_00320	trnS	tRNA-Ser(tga)	SO:0000269
VFBRUSP1	cds	57740	58306	+	DNCGKL_00325		hypothetical protein	
VFBRUSP1	cds	58303	59505	+	DNCGKL_00330		hypothetical protein	
VFBRUSP1	cds	59498	60415	+	DNCGKL_00335		hypothetical protein	PFAM:PF00155.24
VFBRUSP1	cds	60412	60969	+	DNCGKL_00340		hypothetical protein	
VFBRUSP1	cds	60966	61556	+	DNCGKL_00345		hypothetical protein	PFAM:PF00117.31
VFBRUSP1	cds	61553	62251	+	DNCGKL_00350		hypothetical protein	
VFBRUSP1	cds	62248	62991	+	DNCGKL_00355		hypothetical protein	
VFBRUSP1	cds	62988	63272	+	DNCGKL_00360		hypothetical protein	
VFBRUSP1	tRNA	63521	63593	+	DNCGKL_00365	trnH	tRNA-His(gtg)	SO:0000262
VFBRUSP1	tRNA	64403	64474	-	DNCGKL_00370	trnK	tRNA-Lys(ttt)	SO:0000265
VFBRUSP1	cds	64772	64942	-	DNCGKL_00375		hypothetical protein	
VFBRUSP1	cds	64920	65372	-	DNCGKL_00380		hypothetical protein	PFAM:PF05198.19
VFBRUSP1	tRNA	65380	65452	-	DNCGKL_00385	trnV	tRNA-Val(gac)	SO:0000273
VFBRUSP1	tRNA	66493	66564	-	DNCGKL_00390	trnR	tRNA-Arg(tct)	SO:0001036
VFBRUSP1	tRNA	66685	66757	-	DNCGKL_00395	trnfM	tRNA-fMet(cat)	SO:0000266
VFBRUSP1	tRNA	66793	66864	+	DNCGKL_00400	trnP	tRNA-Pro(tgg)	SO:0000268
VFBRUSP1	cds	66874	67179	+	DNCGKL_00405		hypothetical protein	
VFBRUSP1	cds	67163	67681	-	DNCGKL_00410		hypothetical protein	
VFBRUSP1	cds	67678	68520	-	DNCGKL_00415		hypothetical protein	
VFBRUSP1	cds	68567	69664	+	DNCGKL_00420		hypothetical protein	PFAM:PF00155.24
VFBRUSP1	cds	69645	70460	+	DNCGKL_00425		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	SO:0001217, UniRef:UniRef50_A6SZR2
VFBRUSP1	cds	70423	71499	+	DNCGKL_00430		hypothetical protein	PFAM:PF07687.17
VFBRUSP1	cds	71685	73028	-	DNCGKL_00435		hypothetical protein	PFAM:PF14821.9
VFBRUSP1	cds	73030	74169	-	DNCGKL_00440		hypothetical protein	PFAM:PF00742.22
VFBRUSP1	cds	74169	75344	-	DNCGKL_00445		hypothetical protein	PFAM:PF03796.18
VFBRUSP1	cds	75346	75501	-	DNCGKL_00450		hypothetical protein	
VFBRUSP1	cds	75498	75731	-	DNCGKL_00455		hypothetical protein	
VFBRUSP1	cds	75781	76074	+	DNCGKL_00460		hypothetical protein	PFAM:PF00085.23
VFBRUSP1	tRNA	76259	76330	-	DNCGKL_00465	trnD	tRNA-Asp(gtc)	SO:0000256
VFBRUSP1	tRNA	76331	76402	-	DNCGKL_00470	trnE	tRNA-Glu(ttc)	SO:0000259
VFBRUSP1	cds	76431	77711	+	DNCGKL_00475		hypothetical protein	PFAM:PF02421.21, PFAM:PF08477.16
VFBRUSP1	cds	77708	79480	+	DNCGKL_00480		hypothetical protein	PFAM:PF13932.9
VFBRUSP1	cds	79455	79688	+	DNCGKL_00485		hypothetical protein	
VFBRUSP1	cds	79670	81271	+	DNCGKL_00490		60 kDa chaperonin	SO:0001217, UniRef:UniRef50_A0A346E0K9
VFBRUSP1	cds	81275	82522	+	DNCGKL_00495		hypothetical protein	
VFBRUSP1	cds	82531	83526	+	DNCGKL_00500		hypothetical protein	
VFBRUSP1	cds	83518	84438	-	DNCGKL_00505		hypothetical protein	
VFBRUSP1	cds	84509	84643	+	DNCGKL_00510		50S ribosomal protein L34	SO:0001217, UniRef:UniRef50_P80340
VFBRUSP1	cds	84640	85248	+	DNCGKL_00515		hypothetical protein	
VFBRUSP1	cds	85204	86214	-	DNCGKL_00520		hypothetical protein	PFAM:PF00226.34, PFAM:PF01556.21
