locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFISSCOL2_00001	tRNA	73				tRNA-Trp(cca)
VFISSCOL2_00002	CDS	369	rplK		COG0080	50S ribosomal protein L11
VFISSCOL2_00003	CDS	615				hypothetical protein
VFISSCOL2_00004	CDS	441				hypothetical protein
VFISSCOL2_00005	CDS	342	rplL		COG0222	50S ribosomal protein L7/L12
VFISSCOL2_00006	CDS	3870	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFISSCOL2_00007	CDS	3855	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFISSCOL2_00008	CDS	384	rpsL		COG0048	30S ribosomal protein S12
VFISSCOL2_00009	CDS	483	rpsG		COG0049	30S ribosomal protein S7
VFISSCOL2_00010	CDS	2037	fusA		COG0480	Elongation factor G
VFISSCOL2_00011	CDS	300	rpsJ		COG0051	30S ribosomal protein S10
VFISSCOL2_00012	tRNA	73				tRNA-Phe(gaa)
VFISSCOL2_00013	CDS	444				hypothetical protein
VFISSCOL2_00014	CDS	570	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
VFISSCOL2_00015	CDS	1737				hypothetical protein
VFISSCOL2_00016	CDS	708	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
VFISSCOL2_00017	CDS	1158				hypothetical protein
VFISSCOL2_00018	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFISSCOL2_00019	CDS	309	rplM		COG0102	50S ribosomal protein L13
VFISSCOL2_00020	CDS	786	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFISSCOL2_00021	CDS	657	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
VFISSCOL2_00022	CDS	1527	infB			Translation initiation factor IF-2
VFISSCOL2_00023	tRNA	72				tRNA-Gln(ttg)
VFISSCOL2_00024	CDS	513				hypothetical protein
VFISSCOL2_00025	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFISSCOL2_00026	CDS	1134	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFISSCOL2_00027	CDS	1347	lysS	6.1.1.6		Lysine--tRNA ligase
VFISSCOL2_00028	CDS	717	prfB		COG1186	Peptide chain release factor RF2
VFISSCOL2_00029	CDS	861	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFISSCOL2_00030	tRNA	86				tRNA-Ser(gct)
VFISSCOL2_00031	CDS	2298				hypothetical protein
VFISSCOL2_00032	CDS	138				hypothetical protein
VFISSCOL2_00033	CDS	195				hypothetical protein
VFISSCOL2_00034	CDS	669				hypothetical protein
VFISSCOL2_00035	CDS	1149	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFISSCOL2_00036	CDS	876	prfA			Peptide chain release factor 1
VFISSCOL2_00037	CDS	765	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
VFISSCOL2_00038	CDS	984	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
VFISSCOL2_00039	CDS	588	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
VFISSCOL2_00040	CDS	1257	menF	5.4.4.2		Isochorismate synthase MenF
VFISSCOL2_00041	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFISSCOL2_00042	CDS	1194	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
VFISSCOL2_00043	CDS	963	thrB	2.7.1.39	COG2334	Homoserine kinase
VFISSCOL2_00044	CDS	1335	dnaG	2.7.7.-	COG0358	DNA primase
VFISSCOL2_00045	tRNA	72				tRNA-Met(cat)
VFISSCOL2_00046	CDS	2958	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFISSCOL2_00047	tRNA	73				tRNA-Leu(tag)
VFISSCOL2_00048	tRNA	90				tRNA-Ser(aga)
VFISSCOL2_00049	CDS	1020	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
VFISSCOL2_00050	CDS	633	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
VFISSCOL2_00051	CDS	1137	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
VFISSCOL2_00052	CDS	735	trpA	4.2.1.20		Tryptophan synthase alpha chain
VFISSCOL2_00053	CDS	261				hypothetical protein
VFISSCOL2_00054	tRNA	72				tRNA-Asn(gtt)
VFISSCOL2_00055	tRNA	71				tRNA-Cys(gca)
VFISSCOL2_00056	tRNA	74				tRNA-Gly(gcc)
VFISSCOL2_00057	CDS	1068	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFISSCOL2_00058	CDS	3084	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFISSCOL2_00059	CDS	543	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
VFISSCOL2_00060	CDS	543	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFISSCOL2_00061	tRNA	72				tRNA-Val(tac)
VFISSCOL2_00062	tRNA	82				tRNA-Leu(caa)
