locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFAKOQUE_00001	gene	1209	tufA			
VFAKOQUE_00001	CDS	1209	tufA		COG0050	Elongation factor Tu
VFAKOQUE_00002	gene	71				
VFAKOQUE_00002	tRNA	71				tRNA-Trp(cca)
VFAKOQUE_00003	gene	450	rplK			
VFAKOQUE_00003	CDS	450	rplK			50S ribosomal protein L11
VFAKOQUE_00004	gene	588				
VFAKOQUE_00004	CDS	588				hypothetical protein
VFAKOQUE_00005	gene	441				
VFAKOQUE_00005	CDS	441				hypothetical protein
VFAKOQUE_00006	gene	360	rplL			
VFAKOQUE_00006	CDS	360	rplL		COG0222	50S ribosomal protein L7/L12
VFAKOQUE_00007	gene	3837	rpoB			
VFAKOQUE_00007	CDS	3837	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFAKOQUE_00008	gene	3936	rpoC			
VFAKOQUE_00008	CDS	3936	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
VFAKOQUE_00009	gene	396	rpsL			
VFAKOQUE_00009	CDS	396	rpsL		COG0048	30S ribosomal protein S12
VFAKOQUE_00010	gene	474	rpsG			
VFAKOQUE_00010	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFAKOQUE_00011	gene	2079	fusA			
VFAKOQUE_00011	CDS	2079	fusA		COG0480	Elongation factor G
VFAKOQUE_00012	gene	303	rpsJ			
VFAKOQUE_00012	CDS	303	rpsJ			30S ribosomal protein S10
VFAKOQUE_00013	gene	426	def			
VFAKOQUE_00013	CDS	426	def	3.5.1.88		Peptide deformylase
VFAKOQUE_00014	gene	72				
VFAKOQUE_00014	tRNA	72				tRNA-Phe(gaa)
VFAKOQUE_00015	gene	444				
VFAKOQUE_00015	CDS	444				hypothetical protein
VFAKOQUE_00016	gene	1125				
VFAKOQUE_00016	CDS	1125				hypothetical protein
VFAKOQUE_00017	gene	378				
VFAKOQUE_00017	CDS	378				hypothetical protein
VFAKOQUE_00018	gene	390	rpsI			
VFAKOQUE_00018	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFAKOQUE_00019	gene	822	dapF			
VFAKOQUE_00019	CDS	822	dapF	5.1.1.7		Diaminopimelate epimerase
VFAKOQUE_00020	gene	663	rpiA			
VFAKOQUE_00020	CDS	663	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
VFAKOQUE_00021	gene	1389	infB			
VFAKOQUE_00021	CDS	1389	infB		COG0532	Translation initiation factor IF-2
VFAKOQUE_00022	gene	73				
VFAKOQUE_00022	tRNA	73				tRNA-Gln(ttg)
VFAKOQUE_00023	gene	897	prs			
VFAKOQUE_00023	CDS	897	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFAKOQUE_00024	gene	543				
VFAKOQUE_00024	CDS	543				hypothetical protein
VFAKOQUE_00025	gene	564	rsmD			
VFAKOQUE_00025	CDS	564	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFAKOQUE_00026	gene	1074	iscS			
VFAKOQUE_00026	CDS	1074	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFAKOQUE_00027	gene	1317	lysS			
VFAKOQUE_00027	CDS	1317	lysS	6.1.1.6		Lysine--tRNA ligase
VFAKOQUE_00028	gene	720	prfA			
VFAKOQUE_00028	CDS	720	prfA		COG0216	Peptide chain release factor 1
VFAKOQUE_00029	gene	912	dapA			
VFAKOQUE_00029	CDS	912	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFAKOQUE_00030	gene	942	tilS			
VFAKOQUE_00030	CDS	942	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFAKOQUE_00031	gene	1188	lysC			
