#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	45	170	+	VFKELVIT_00005		hypothetical protein	
contig_1	cds	349	1176	-	VFKELVIT_00010		hypothetical protein	PFAM:PF00701.25
contig_1	cds	2031	3164	+	VFKELVIT_00015		hypothetical protein	
contig_1	cds	4534	6792	+	VFKELVIT_00020		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
contig_1	cds	7035	7751	+	VFKELVIT_00025		hypothetical protein	
contig_1	cds	7748	8875	+	VFKELVIT_00030		hypothetical protein	PFAM:PF01053.23
contig_1	cds	8813	9517	-	VFKELVIT_00035		hypothetical protein	PFAM:PF03462.21
contig_1	cds	9610	9870	-	VFKELVIT_00040		hypothetical protein	
contig_1	cds	10558	10686	-	VFKELVIT_00045		hypothetical protein	
contig_1	cds	10880	10969	+	VFKELVIT_00050		hypothetical protein	
contig_1	cds	11053	11229	+	VFKELVIT_00055		hypothetical protein	
contig_1	cds	12089	13564	-	VFKELVIT_00060		hypothetical protein	PFAM:PF00206.23, PFAM:PF14698.9
contig_1	cds	13581	13850	-	VFKELVIT_00065		hypothetical protein	
contig_1	cds	14457	15620	+	VFKELVIT_00070		hypothetical protein	PFAM:PF04542.17, PFAM:PF04545.19
contig_1	cds	15850	18636	+	VFKELVIT_00075		hypothetical protein	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
contig_1	cds	18620	18763	+	VFKELVIT_00080		hypothetical protein	
contig_1	cds	18791	19510	+	VFKELVIT_00085		hypothetical protein	PFAM:PF02219.20
contig_1	cds	19517	20485	+	VFKELVIT_00090		hypothetical protein	PFAM:PF02774.21
contig_1	cds	20597	20890	-	VFKELVIT_00095		hypothetical protein	
contig_1	cds	21078	21422	-	VFKELVIT_00100		hypothetical protein	
contig_1	cds	22097	22213	+	VFKELVIT_00105		hypothetical protein	
contig_1	cds	22272	22511	+	VFKELVIT_00110		hypothetical protein	
contig_1	cds	22495	22677	+	VFKELVIT_00115		hypothetical protein	
contig_1	cds	22789	23451	+	VFKELVIT_00120		hypothetical protein	
contig_1	cds	23466	23978	-	VFKELVIT_00125		hypothetical protein	PFAM:PF13482.9, PFAM:PF16473.8
contig_1	cds	24007	25047	+	VFKELVIT_00130		hypothetical protein	PFAM:PF00117.31, PFAM:PF00988.25
contig_1	cds	25044	28151	+	VFKELVIT_00135		hypothetical protein	PFAM:PF02786.20, PFAM:PF02786.20
contig_1	cds	28138	28584	+	VFKELVIT_00140		hypothetical protein	
contig_1	cds	28571	29089	+	VFKELVIT_00145		ATP-dependent Clp protease proteolytic subunit 2	SO:0001217, UniRef:UniRef50_Q7UK66
contig_1	cds	29086	30222	+	VFKELVIT_00150		ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_A0A346E0H3
contig_1	cds	30234	30743	+	VFKELVIT_00155		hypothetical protein	
contig_1	cds	30727	31749	+	VFKELVIT_00160		hypothetical protein	PFAM:PF00004.32, PFAM:PF13177.9, PFAM:PF13401.9
