# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFKELVIT	cds	1	1194	+	LMPGLB_00005		hypothetical protein	PFAM:PF00009.30, PFAM:PF03143.20, PFAM:PF03144.28
VFKELVIT	cds	1227	1619	+	LMPGLB_00010		hypothetical protein	PFAM:PF00298.22, PFAM:PF03946.17
VFKELVIT	cds	1616	2173	+	LMPGLB_00015		hypothetical protein	
VFKELVIT	cds	2166	2606	+	LMPGLB_00020		hypothetical protein	
VFKELVIT	cds	2584	2943	+	LMPGLB_00025		hypothetical protein	PFAM:PF00542.22
VFKELVIT	cds	2940	6314	+	LMPGLB_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
VFKELVIT	cds	6311	10081	+	LMPGLB_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20
VFKELVIT	cds	10059	10421	+	LMPGLB_00040		hypothetical protein	
VFKELVIT	cds	10418	10882	+	LMPGLB_00045		hypothetical protein	PFAM:PF00177.24
VFKELVIT	cds	10894	12957	+	LMPGLB_00050		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFKELVIT	cds	12954	13253	+	LMPGLB_00055		hypothetical protein	PFAM:PF00338.25
VFKELVIT	cds	13257	13685	+	LMPGLB_00060		hypothetical protein	PFAM:PF01327.24
VFKELVIT	cds	13722	13865	+	LMPGLB_00065		hypothetical protein	
VFKELVIT	cds	13820	14275	-	LMPGLB_00070		hypothetical protein	
VFKELVIT	cds	14280	14657	-	LMPGLB_00075		hypothetical protein	
VFKELVIT	cds	14644	14928	-	LMPGLB_00080		hypothetical protein	
VFKELVIT	cds	14925	15710	-	LMPGLB_00085		hypothetical protein	
VFKELVIT	cds	15707	16324	-	LMPGLB_00090		hypothetical protein	
VFKELVIT	cds	16330	17667	-	LMPGLB_00095		hypothetical protein	PFAM:PF00009.30
VFKELVIT	cds	17816	18643	+	LMPGLB_00100		hypothetical protein	PFAM:PF13793.9
VFKELVIT	cds	18663	19106	+	LMPGLB_00105		hypothetical protein	
VFKELVIT	cds	19103	19609	-	LMPGLB_00110		hypothetical protein	
VFKELVIT	cds	19667	20398	-	LMPGLB_00115		hypothetical protein	PFAM:PF03462.21
VFKELVIT	cds	20374	21201	-	LMPGLB_00120		hypothetical protein	PFAM:PF00701.25
VFKELVIT	cds	22056	23189	+	LMPGLB_00125		hypothetical protein	
VFKELVIT	cds	24559	26817	+	LMPGLB_00130		hypothetical protein	PFAM:PF01717.21, PFAM:PF08267.15
VFKELVIT	cds	27060	27776	+	LMPGLB_00135		hypothetical protein	
VFKELVIT	cds	27773	28900	+	LMPGLB_00140		hypothetical protein	PFAM:PF01053.23
VFKELVIT	cds	28838	29542	-	LMPGLB_00145		hypothetical protein	PFAM:PF03462.21
VFKELVIT	cds	29635	29895	-	LMPGLB_00150		hypothetical protein	
VFKELVIT	cds	30583	30711	-	LMPGLB_00155		hypothetical protein	
VFKELVIT	cds	30905	30994	+	LMPGLB_00160		hypothetical protein	
VFKELVIT	cds	31078	31254	+	LMPGLB_00165		hypothetical protein	
VFKELVIT	cds	32114	33589	-	LMPGLB_00170		hypothetical protein	PFAM:PF00206.23, PFAM:PF14698.9
VFKELVIT	cds	33606	33875	-	LMPGLB_00175		hypothetical protein	
VFKELVIT	cds	34482	35645	+	LMPGLB_00180		hypothetical protein	PFAM:PF04542.17, PFAM:PF04545.19
VFKELVIT	cds	35875	38661	+	LMPGLB_00185		hypothetical protein	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
VFKELVIT	cds	38645	38788	+	LMPGLB_00190		hypothetical protein	
VFKELVIT	cds	38816	39535	+	LMPGLB_00195		hypothetical protein	PFAM:PF02219.20
VFKELVIT	cds	39542	40510	+	LMPGLB_00200		hypothetical protein	PFAM:PF02774.21
VFKELVIT	cds	40622	40915	-	LMPGLB_00205		hypothetical protein	
VFKELVIT	cds	41103	41447	-	LMPGLB_00210		hypothetical protein	
VFKELVIT	cds	42122	42238	+	LMPGLB_00215		hypothetical protein	
VFKELVIT	cds	42297	42536	+	LMPGLB_00220		hypothetical protein	
VFKELVIT	cds	42520	42702	+	LMPGLB_00225		hypothetical protein	
VFKELVIT	cds	42814	43476	+	LMPGLB_00230		hypothetical protein	
VFKELVIT	cds	43491	44003	-	LMPGLB_00235		hypothetical protein	PFAM:PF13482.9, PFAM:PF16473.8
VFKELVIT	cds	44032	45072	+	LMPGLB_00240		hypothetical protein	PFAM:PF00117.31, PFAM:PF00988.25
VFKELVIT	cds	45069	48176	+	LMPGLB_00245		hypothetical protein	PFAM:PF02786.20, PFAM:PF15632.9
VFKELVIT	cds	48163	48609	+	LMPGLB_00250		hypothetical protein	
VFKELVIT	cds	48596	49114	+	LMPGLB_00255		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_P80244
VFKELVIT	cds	49111	50247	+	LMPGLB_00260	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_A0A346E0H3
VFKELVIT	cds	50259	50768	+	LMPGLB_00265		hypothetical protein	
VFKELVIT	cds	50752	51774	+	LMPGLB_00270		hypothetical protein	PFAM:PF00004.32, PFAM:PF13177.9, PFAM:PF13401.9
VFKELVIT	cds	51771	52340	+	LMPGLB_00275		hypothetical protein	
VFKELVIT	cds	52356	53582	+	LMPGLB_00280		hypothetical protein	
VFKELVIT	cds	53546	54529	+	LMPGLB_00285		hypothetical protein	PFAM:PF00155.24
VFKELVIT	cds	54510	55061	+	LMPGLB_00290		hypothetical protein	
VFKELVIT	cds	55063	55647	+	LMPGLB_00295		hypothetical protein	PFAM:PF00117.31
VFKELVIT	cds	55605	56327	+	LMPGLB_00300		hypothetical protein	
VFKELVIT	cds	56309	57052	+	LMPGLB_00305		hypothetical protein	
VFKELVIT	cds	57046	57366	+	LMPGLB_00310		Phosphoribosyl-AMP cyclohydrolase	SO:0001217, UniRef:UniRef50_Q8Y9G6
VFKELVIT	cds	57344	57706	+	LMPGLB_00315		hypothetical protein	PFAM:PF03819.20
VFKELVIT	cds	57747	58571	+	LMPGLB_00320		hypothetical protein	PFAM:PF00185.27, PFAM:PF02729.24
VFKELVIT	cds	58677	59018	-	LMPGLB_00325		hypothetical protein	
