locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMBRUSP1_00001	CDS	3198	valS	6.1.1.9		Valine--tRNA ligase
SMBRUSP1_00001	gene	3198	valS			
SMBRUSP1_00002	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMBRUSP1_00002	gene	333	rsfS			
SMBRUSP1_00003	CDS	1104	dnaN		COG0592	Beta sliding clamp
SMBRUSP1_00003	gene	1104	dnaN			
SMBRUSP1_00004	CDS	1149	rpsA		COG0539	30S ribosomal protein S1
SMBRUSP1_00004	gene	1149	rpsA			
SMBRUSP1_00005	CDS	624		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
SMBRUSP1_00005	gene	624				
SMBRUSP1_00006	CDS	1185	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMBRUSP1_00006	gene	1185	rho			
SMBRUSP1_00007	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
SMBRUSP1_00007	gene	1074	prfA			
SMBRUSP1_00008	tRNA	74				tRNA-Met(cat)
SMBRUSP1_00008	gene	74				
SMBRUSP1_00009	CDS	3366	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMBRUSP1_00009	gene	3366	ileS			
SMBRUSP1_00010	tRNA	77				tRNA-Asn(gtt)
SMBRUSP1_00010	gene	77				
SMBRUSP1_00011	CDS	1119				hypothetical protein
SMBRUSP1_00011	gene	1119				
SMBRUSP1_00012	CDS	1233	ydcP	3.4.-.-	COG0826	putative protease YdcP
SMBRUSP1_00012	gene	1233	ydcP			
SMBRUSP1_00013	CDS	3456	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMBRUSP1_00013	gene	3456	mnmG			
SMBRUSP1_00014	CDS	402	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMBRUSP1_00014	gene	402	ybeY			
SMBRUSP1_00015	tRNA	71				tRNA-Cys(gca)
SMBRUSP1_00015	gene	71				
SMBRUSP1_00016	CDS	600	ctc		COG1825	General stress protein CTC
SMBRUSP1_00016	gene	600	ctc			
SMBRUSP1_00017	CDS	225	rplI		COG0359	50S ribosomal protein L9
SMBRUSP1_00017	gene	225	rplI			
SMBRUSP1_00018	CDS	294	rpsR			30S ribosomal protein S18
SMBRUSP1_00018	gene	294	rpsR			
SMBRUSP1_00019	CDS	339	rpsF		COG0360	30S ribosomal protein S6
SMBRUSP1_00019	gene	339	rpsF			
SMBRUSP1_00020	tmRNA	290	ssrA			transfer-messenger RNA, SsrA
SMBRUSP1_00020	gene	290	ssrA			
SMBRUSP1_00021	CDS	252	rpmA		COG0211	50S ribosomal protein L27
SMBRUSP1_00021	gene	252	rpmA			
SMBRUSP1_00022	CDS	327	rplU		COG0261	50S ribosomal protein L21
SMBRUSP1_00022	gene	327	rplU			
SMBRUSP1_00023	tRNA	76				tRNA-Met(cat)
SMBRUSP1_00023	gene	76				
SMBRUSP1_00024	CDS	627	frr		COG0233	Ribosome-recycling factor
SMBRUSP1_00024	gene	627	frr			
SMBRUSP1_00025	CDS	963	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMBRUSP1_00025	gene	963	trpS			
SMBRUSP1_00026	CDS	1743	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
SMBRUSP1_00026	gene	1743	korA			
SMBRUSP1_00027	CDS	93				hypothetical protein
SMBRUSP1_00027	gene	93				
SMBRUSP1_00028	tRNA	86				tRNA-Leu(tag)
SMBRUSP1_00028	gene	86				
SMBRUSP1_00029	tRNA	85				tRNA-Leu(caa)
SMBRUSP1_00029	gene	85				
SMBRUSP1_00030	CDS	630	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
SMBRUSP1_00030	gene	630	ahpC			
SMBRUSP1_00031	CDS	135				hypothetical protein
SMBRUSP1_00031	gene	135				
SMBRUSP1_00032	CDS	771				hypothetical protein
SMBRUSP1_00032	gene	771				
SMBRUSP1_00033	CDS	849	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMBRUSP1_00033	gene	849	lipA			
SMBRUSP1_00034	CDS	1308	der		COG1160	GTPase Der
SMBRUSP1_00034	gene	1308	der			
SMBRUSP1_00035	CDS	1140	hflX		COG2262	GTPase HflX
SMBRUSP1_00035	gene	1140	hflX			
SMBRUSP1_00036	CDS	1269	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
