#Annotated with Bakta (v1.5.0): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1	1185	+	VFMEEALB1_00005		Elongation factor Tu	SO:0001217, UniRef:UniRef50_Q9P9Q9
contig_1	cds	1222	1605	+	VFMEEALB1_00010		hypothetical protein	
contig_1	cds	1598	2029	+	VFMEEALB1_00015		hypothetical protein	
contig_1	cds	2010	2354	+	VFMEEALB1_00020		hypothetical protein	PFAM:PF00542.22
contig_1	cds	2347	6132	+	VFMEEALB1_00025		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
contig_1	cds	6129	9728	+	VFMEEALB1_00030		hypothetical protein	PFAM:PF00623.23, PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20, PFAM:PF05000.20
contig_1	cds	9716	10096	+	VFMEEALB1_00035		hypothetical protein	
contig_1	cds	10077	10547	+	VFMEEALB1_00040		hypothetical protein	PFAM:PF00177.24
contig_1	cds	10550	12586	+	VFMEEALB1_00045		Elongation factor G	SO:0001217, UniRef:UniRef50_S5SQ03
contig_1	cds	12583	12870	+	VFMEEALB1_00050		hypothetical protein	PFAM:PF00338.25
contig_1	cds	12867	12971	+	VFMEEALB1_00055		hypothetical protein	
contig_1	tRNA	13480	13551	+	VFMEEALB1_00060	Phe_trna	tRNA-Phe	SO:0000267
contig_1	cds	13661	14149	-	VFMEEALB1_00065		hypothetical protein	PFAM:PF00398.23
contig_1	cds	14139	15119	-	VFMEEALB1_00070		hypothetical protein	
contig_1	cds	15116	15511	-	VFMEEALB1_00075		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_A0A248QFW5
contig_1	cds	15505	15768	-	VFMEEALB1_00080		hypothetical protein	
contig_1	cds	15765	16490	-	VFMEEALB1_00085		hypothetical protein	
contig_1	cds	16487	17032	-	VFMEEALB1_00090		hypothetical protein	
contig_1	cds	17032	17364	-	VFMEEALB1_00095		hypothetical protein	PFAM:PF00436.28
contig_1	tRNA	17365	17436	+	VFMEEALB1_00100	Gln_trna	tRNA-Gln	SO:0000261
contig_1	cds	18289	18735	+	VFMEEALB1_00105		hypothetical protein	
contig_1	cds	18712	19290	-	VFMEEALB1_00110		hypothetical protein	PFAM:PF05175.17
contig_1	cds	19485	20456	+	VFMEEALB1_00115		hypothetical protein	PFAM:PF00266.22
contig_1	cds	20453	21775	-	VFMEEALB1_00120		hypothetical protein	PFAM:PF00152.23, PFAM:PF01336.28
contig_1	cds	21772	22410	-	VFMEEALB1_00125		hypothetical protein	PFAM:PF03462.21
