locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMMEEALB_00001	CDS	669	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMMEEALB_00001	gene	669	lipB			
SMMEEALB_00002	CDS	2583	valS	6.1.1.9		Valine--tRNA ligase
SMMEEALB_00002	gene	2583	valS			
SMMEEALB_00003	CDS	330	rsfS		COG0799	Ribosomal silencing factor RsfS
SMMEEALB_00003	gene	330	rsfS			
SMMEEALB_00004	CDS	381				hypothetical protein
SMMEEALB_00004	gene	381				
SMMEEALB_00005	CDS	1098	dnaN		COG0592	Beta sliding clamp
SMMEEALB_00005	gene	1098	dnaN			
SMMEEALB_00006	CDS	1119	rpsA		COG0539	30S ribosomal protein S1
SMMEEALB_00006	gene	1119	rpsA			
SMMEEALB_00007	CDS	1266	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMMEEALB_00007	gene	1266	rho			
SMMEEALB_00008	CDS	1074	prfA		COG0216	Peptide chain release factor RF1
SMMEEALB_00008	gene	1074	prfA			
SMMEEALB_00009	CDS	756	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMMEEALB_00009	gene	756	rsmA			
SMMEEALB_00010	tRNA	74				tRNA-Met(cat)
SMMEEALB_00010	gene	74				
SMMEEALB_00011	tRNA	76				tRNA-Asn(gtt)
SMMEEALB_00011	gene	76				
SMMEEALB_00012	CDS	1218	ydcP	3.4.-.-	COG0826	putative protease YdcP
SMMEEALB_00012	gene	1218	ydcP			
SMMEEALB_00013	CDS	1587	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMMEEALB_00013	gene	1587	glnS			
SMMEEALB_00014	CDS	1866	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMMEEALB_00014	gene	1866	mnmG			
SMMEEALB_00015	tRNA	71				tRNA-Cys(gca)
SMMEEALB_00015	gene	71				
SMMEEALB_00016	CDS	633	rplY			50S ribosomal protein L25
SMMEEALB_00016	gene	633	rplY			
SMMEEALB_00017	CDS	1647	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
SMMEEALB_00017	gene	1647	metG			
SMMEEALB_00018	CDS	1596	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMMEEALB_00018	gene	1596	gltX			
SMMEEALB_00019	CDS	204	rplI		COG0359	50S ribosomal protein L9
SMMEEALB_00019	gene	204	rplI			
SMMEEALB_00020	CDS	270	rpsR			30S ribosomal protein S18
SMMEEALB_00020	gene	270	rpsR			
SMMEEALB_00021	CDS	357	rpsF		COG0360	30S ribosomal protein S6
SMMEEALB_00021	gene	357	rpsF			
SMMEEALB_00022	tmRNA	306	ssrA			transfer-messenger RNA, SsrA
SMMEEALB_00022	gene	306	ssrA			
SMMEEALB_00023	CDS	246	rpmA		COG0211	50S ribosomal protein L27
SMMEEALB_00023	gene	246	rpmA			
SMMEEALB_00024	CDS	330	rplU		COG0261	50S ribosomal protein L21
SMMEEALB_00024	gene	330	rplU			
SMMEEALB_00025	tRNA	76				tRNA-Met(cat)
SMMEEALB_00025	gene	76				
SMMEEALB_00026	CDS	1344	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMMEEALB_00026	gene	1344	asnS			
SMMEEALB_00027	CDS	543	frr		COG0233	Ribosome-recycling factor
SMMEEALB_00027	gene	543	frr			
SMMEEALB_00028	CDS	1017	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMMEEALB_00028	gene	1017	trpS			
SMMEEALB_00029	CDS	234				hypothetical protein
SMMEEALB_00029	gene	234				
SMMEEALB_00030	tRNA	86				tRNA-Leu(tag)
SMMEEALB_00030	gene	86				
SMMEEALB_00031	CDS	765				hypothetical protein
SMMEEALB_00031	gene	765				
SMMEEALB_00032	CDS	846	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMMEEALB_00032	gene	846	lipA			
SMMEEALB_00033	CDS	114				hypothetical protein
SMMEEALB_00033	gene	114				
SMMEEALB_00034	CDS	1296	der			GTPase Der
SMMEEALB_00034	gene	1296	der			
SMMEEALB_00035	CDS	1287	hflX		COG2262	GTPase HflX
SMMEEALB_00035	gene	1287	hflX			
SMMEEALB_00036	tRNA	83				tRNA-Ser(gct)
SMMEEALB_00036	gene	83				
SMMEEALB_00037	tRNA	75				tRNA-Pro(tgg)
