locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFCIXIUS_00001	CDS	1188	tufA		COG0050	Elongation factor Tu
VFCIXIUS_00002	tRNA	71				tRNA-Trp(cca)
VFCIXIUS_00003	CDS	411	rplK		COG0080	50S ribosomal protein L11
VFCIXIUS_00004	CDS	663				hypothetical protein
VFCIXIUS_00005	CDS	465				hypothetical protein
VFCIXIUS_00006	CDS	396	rplL			50S ribosomal protein L7/L12
VFCIXIUS_00007	CDS	3543	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFCIXIUS_00008	CDS	3888	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFCIXIUS_00009	CDS	396	rpsL		COG0048	30S ribosomal protein S12
VFCIXIUS_00010	CDS	504	rpsG		COG0049	30S ribosomal protein S7
VFCIXIUS_00011	CDS	2064	fusA		COG0480	Elongation factor G
VFCIXIUS_00012	CDS	315	rpsJ		COG0051	30S ribosomal protein S10
VFCIXIUS_00013	CDS	207	cspA		COG1278	Cold shock-like protein CspA
VFCIXIUS_00014	CDS	426	def	3.5.1.88	COG0242	Peptide deformylase
VFCIXIUS_00015	tRNA	75				tRNA-Phe(gaa)
VFCIXIUS_00016	CDS	852	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
VFCIXIUS_00017	CDS	1092				hypothetical protein
VFCIXIUS_00018	CDS	492	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFCIXIUS_00019	CDS	1128	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
VFCIXIUS_00020	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFCIXIUS_00021	CDS	288				hypothetical protein
VFCIXIUS_00022	CDS	834	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFCIXIUS_00023	CDS	678				hypothetical protein
VFCIXIUS_00024	CDS	1428	infB			Translation initiation factor IF-2
VFCIXIUS_00025	tRNA	73				tRNA-Gln(ttg)
VFCIXIUS_00026	CDS	909	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFCIXIUS_00027	CDS	546				hypothetical protein
VFCIXIUS_00028	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFCIXIUS_00029	CDS	96				hypothetical protein
VFCIXIUS_00030	CDS	1179	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFCIXIUS_00031	CDS	1350	lysS	6.1.1.6		Lysine--tRNA ligase
VFCIXIUS_00032	CDS	924	prfB		COG1186	Peptide chain release factor RF2
VFCIXIUS_00033	CDS	912	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFCIXIUS_00034	CDS	987	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
VFCIXIUS_00035	CDS	1158	lysC	2.7.2.4	COG0527	Aspartokinase
VFCIXIUS_00036	tRNA	91				tRNA-Ser(gct)
VFCIXIUS_00037	CDS	171				hypothetical protein
VFCIXIUS_00038	CDS	2232	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFCIXIUS_00039	tmRNA	322	ssrA			transfer-messenger RNA, SsrA
VFCIXIUS_00040	CDS	738				hypothetical protein
VFCIXIUS_00041	CDS	1113	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFCIXIUS_00042	CDS	732	prfA		COG0216	Peptide chain release factor RF1
VFCIXIUS_00043	CDS	747	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
VFCIXIUS_00044	CDS	900	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
VFCIXIUS_00045	CDS	561	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
VFCIXIUS_00046	CDS	1317	menF	5.4.4.2		Isochorismate synthase MenF
VFCIXIUS_00047	CDS	1512	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
VFCIXIUS_00048	CDS	1389	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFCIXIUS_00049	CDS	993	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
VFCIXIUS_00050	CDS	1335				hypothetical protein
VFCIXIUS_00051	CDS	954	thrB	2.7.1.39	COG2334	Homoserine kinase
VFCIXIUS_00052	CDS	1332	rpoD			RNA polymerase sigma factor RpoD
VFCIXIUS_00053	CDS	3033	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFCIXIUS_00054	CDS	162				hypothetical protein
VFCIXIUS_00055	tRNA	73				tRNA-Leu(tag)
VFCIXIUS_00056	tRNA	88				tRNA-Ser(aga)
VFCIXIUS_00057	CDS	777	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
VFCIXIUS_00058	CDS	270				hypothetical protein
VFCIXIUS_00059	CDS	1044	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFCIXIUS_00060	CDS	645	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
VFCIXIUS_00061	CDS	1164	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
VFCIXIUS_00062	CDS	774	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
VFCIXIUS_00063	CDS	228				hypothetical protein
VFCIXIUS_00064	tRNA	72				tRNA-Asn(gtt)
VFCIXIUS_00065	CDS	615	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
VFCIXIUS_00066	tRNA	76				tRNA-Cys(gca)
VFCIXIUS_00067	tRNA	74				tRNA-Gly(gcc)
VFCIXIUS_00068	CDS	1038	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFCIXIUS_00069	CDS	3174	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFCIXIUS_00070	CDS	561	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
VFCIXIUS_00071	CDS	549	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFCIXIUS_00072	tRNA	74				tRNA-Val(tac)
VFCIXIUS_00073	CDS	828				hypothetical protein
VFCIXIUS_00074	CDS	1104	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
VFCIXIUS_00075	CDS	1158	der			GTPase Der
VFCIXIUS_00076	tRNA	81				tRNA-Leu(caa)
VFCIXIUS_00077	tRNA	85				tRNA-Ser(tga)
VFCIXIUS_00078	CDS	591	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
VFCIXIUS_00079	CDS	1266	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFCIXIUS_00080	CDS	1053	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFCIXIUS_00081	CDS	573	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
VFCIXIUS_00082	CDS	612	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFCIXIUS_00083	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
VFCIXIUS_00084	CDS	768	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
VFCIXIUS_00085	CDS	318	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
VFCIXIUS_00086	tRNA	71				tRNA-Thr(tgt)
VFCIXIUS_00087	tRNA	74				tRNA-His(gtg)
VFCIXIUS_00088	CDS	900	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
VFCIXIUS_00089	tRNA	75				tRNA-Lys(ttt)
VFCIXIUS_00090	CDS	363	rplT		COG0292	50S ribosomal protein L20
VFCIXIUS_00091	CDS	189				hypothetical protein
VFCIXIUS_00092	CDS	462	infC			Translation initiation factor IF-3
VFCIXIUS_00093	CDS	1059	aroC	4.2.3.5	COG0082	Chorismate synthase
VFCIXIUS_00094	tRNA	73				tRNA-Arg(tct)
VFCIXIUS_00095	tRNA	72				tRNA-Met(cat)
VFCIXIUS_00096	tRNA	74				tRNA-Pro(tgg)
VFCIXIUS_00097	CDS	393	smpB			SsrA-binding protein
VFCIXIUS_00098	CDS	504				hypothetical protein
VFCIXIUS_00099	CDS	654				hypothetical protein
VFCIXIUS_00100	CDS	663	rpsB		COG0052	30S ribosomal protein S2
VFCIXIUS_00101	CDS	1146	aruH	2.6.1.84	COG0436	Arginine--pyruvate transaminase AruH
