locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMASICLA_00001	CDS	2604	valS	6.1.1.9		Valine--tRNA ligase
SMASICLA_00001	gene	2604	valS			
SMASICLA_00002	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMASICLA_00002	gene	333	rsfS			
SMASICLA_00003	CDS	1134	dnaN		COG0592	Beta sliding clamp
SMASICLA_00003	gene	1134	dnaN			
SMASICLA_00004	CDS	2211	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
SMASICLA_00004	gene	2211	pheT			
SMASICLA_00005	CDS	1371	rpsA		COG0539	30S ribosomal protein S1
SMASICLA_00005	gene	1371	rpsA			
SMASICLA_00006	CDS	1275	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMASICLA_00006	gene	1275	rho			
SMASICLA_00007	CDS	1188	prfA		COG0216	Peptide chain release factor RF1
SMASICLA_00007	gene	1188	prfA			
SMASICLA_00008	CDS	774	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMASICLA_00008	gene	774	rsmA			
SMASICLA_00009	tRNA	73				tRNA-Met(cat)
SMASICLA_00009	gene	73				
SMASICLA_00010	tRNA	77				tRNA-Asn(gtt)
SMASICLA_00010	gene	77				
SMASICLA_00011	CDS	282				hypothetical protein
SMASICLA_00011	gene	282				
SMASICLA_00012	CDS	1005				hypothetical protein
SMASICLA_00012	gene	1005				
SMASICLA_00013	CDS	1671	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMASICLA_00013	gene	1671	glnS			
SMASICLA_00014	CDS	1830	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMASICLA_00014	gene	1830	mnmG			
SMASICLA_00015	tRNA	71				tRNA-Cys(gca)
SMASICLA_00015	gene	71				
SMASICLA_00016	CDS	654	ctc		COG1825	General stress protein CTC
SMASICLA_00016	gene	654	ctc			
SMASICLA_00017	CDS	1605	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMASICLA_00017	gene	1605	gltX			
SMASICLA_00018	CDS	195	rplI			50S ribosomal protein L9
SMASICLA_00018	gene	195	rplI			
SMASICLA_00019	CDS	318	rpsR			30S ribosomal protein S18
SMASICLA_00019	gene	318	rpsR			
SMASICLA_00020	CDS	402	rpsF		COG0360	30S ribosomal protein S6
SMASICLA_00020	gene	402	rpsF			
SMASICLA_00021	tmRNA	390	ssrA			transfer-messenger RNA, SsrA
SMASICLA_00021	gene	390	ssrA			
SMASICLA_00022	CDS	252	rpmA		COG0211	50S ribosomal protein L27
SMASICLA_00022	gene	252	rpmA			
SMASICLA_00023	CDS	321	rplU		COG0261	50S ribosomal protein L21
SMASICLA_00023	gene	321	rplU			
SMASICLA_00024	tRNA	75				tRNA-Met(cat)
SMASICLA_00024	gene	75				
SMASICLA_00025	CDS	1455	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMASICLA_00025	gene	1455	asnS			
SMASICLA_00026	CDS	567	frr		COG0233	Ribosome-recycling factor
SMASICLA_00026	gene	567	frr			
SMASICLA_00027	CDS	948	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMASICLA_00027	gene	948	trpS			
SMASICLA_00028	CDS	1806	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
SMASICLA_00028	gene	1806	korA			
SMASICLA_00029	CDS	99				hypothetical protein
SMASICLA_00029	gene	99				
SMASICLA_00030	tRNA	86				tRNA-Leu(tag)
SMASICLA_00030	gene	86				
SMASICLA_00031	tRNA	84				tRNA-Leu(caa)
SMASICLA_00031	gene	84				
SMASICLA_00032	CDS	900				hypothetical protein
SMASICLA_00032	gene	900				
SMASICLA_00033	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMASICLA_00033	gene	966	lipA			
SMASICLA_00034	CDS	132				hypothetical protein
SMASICLA_00034	gene	132				
SMASICLA_00035	CDS	1455	der		COG1160	GTPase Der
SMASICLA_00035	gene	1455	der			
SMASICLA_00036	CDS	1116	hflX		COG2262	GTPase HflX
SMASICLA_00036	gene	1116	hflX			
SMASICLA_00037	tRNA	82				tRNA-Ser(gct)
SMASICLA_00037	gene	82				
SMASICLA_00038	tRNA	75				tRNA-Pro(tgg)
SMASICLA_00038	gene	75				
SMASICLA_00039	tRNA	75				tRNA-Arg(tct)
SMASICLA_00039	gene	75				
SMASICLA_00040	CDS	336	rplS		COG0335	50S ribosomal protein L19
SMASICLA_00040	gene	336	rplS			
SMASICLA_00041	CDS	1383	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMASICLA_00041	gene	1383	mtaB			
SMASICLA_00042	CDS	1962	htpG		COG0326	Chaperone protein HtpG
SMASICLA_00042	gene	1962	htpG			
SMASICLA_00043	tRNA	85				tRNA-Ser(tga)
SMASICLA_00043	gene	85				
SMASICLA_00044	CDS	1488	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SMASICLA_00044	gene	1488	proS			
SMASICLA_00045	CDS	1134	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
