locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMDICMUL_00001	gene	645	lipB			
SMDICMUL_00001	CDS	645	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMDICMUL_00002	gene	2544	valS			
SMDICMUL_00002	CDS	2544	valS	6.1.1.9		Valine--tRNA ligase
SMDICMUL_00003	gene	333	rsfS			
SMDICMUL_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMDICMUL_00004	gene	1110	dnaN			
SMDICMUL_00004	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMDICMUL_00005	gene	1107	rpsA			
SMDICMUL_00005	CDS	1107	rpsA		COG0539	30S ribosomal protein S1
SMDICMUL_00006	gene	1164	rho			
SMDICMUL_00006	CDS	1164	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMDICMUL_00007	gene	1062	prfA			
SMDICMUL_00007	CDS	1062	prfA		COG0216	Peptide chain release factor RF1
SMDICMUL_00008	gene	753	rsmA			
SMDICMUL_00008	CDS	753	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMDICMUL_00009	gene	75				
SMDICMUL_00009	tRNA	75				tRNA-Met(cat)
SMDICMUL_00010	gene	3372	ileS			
SMDICMUL_00010	CDS	3372	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMDICMUL_00011	gene	77				
SMDICMUL_00011	tRNA	77				tRNA-Asn(gtt)
SMDICMUL_00012	gene	144	lepA			
SMDICMUL_00012	CDS	144	lepA	3.6.5.-		Elongation factor 4
SMDICMUL_00013	gene	1068				
SMDICMUL_00013	CDS	1068				hypothetical protein
SMDICMUL_00014	gene	1608	glnS			
SMDICMUL_00014	CDS	1608	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMDICMUL_00015	gene	1842	mnmG			
SMDICMUL_00015	CDS	1842	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMDICMUL_00016	gene	375	ybeY			
SMDICMUL_00016	CDS	375	ybeY	3.1.-.-		Endoribonuclease YbeY
SMDICMUL_00017	gene	71				
SMDICMUL_00017	tRNA	71				tRNA-Cys(gca)
SMDICMUL_00018	gene	558	ctc			
SMDICMUL_00018	CDS	558	ctc		COG1825	General stress protein CTC
SMDICMUL_00019	gene	1500	gltX			
SMDICMUL_00019	CDS	1500	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMDICMUL_00020	gene	456				
SMDICMUL_00020	CDS	456				hypothetical protein
SMDICMUL_00021	gene	270				
SMDICMUL_00021	CDS	270				hypothetical protein
SMDICMUL_00022	gene	357				
SMDICMUL_00022	CDS	357				hypothetical protein
SMDICMUL_00023	gene	257	ssrA			
SMDICMUL_00023	tmRNA	257	ssrA			transfer-messenger RNA, SsrA
SMDICMUL_00024	gene	258	rpmA			
SMDICMUL_00024	CDS	258	rpmA		COG0211	50S ribosomal protein L27
SMDICMUL_00025	gene	333	rplU			
SMDICMUL_00025	CDS	333	rplU		COG0261	50S ribosomal protein L21
SMDICMUL_00026	gene	76				
SMDICMUL_00026	tRNA	76				tRNA-Met(cat)
SMDICMUL_00027	gene	1317	asnS			
SMDICMUL_00027	CDS	1317	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMDICMUL_00028	gene	600	frr			
SMDICMUL_00028	CDS	600	frr		COG0233	Ribosome-recycling factor
SMDICMUL_00029	gene	957	trpS			
SMDICMUL_00029	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMDICMUL_00030	gene	85				
SMDICMUL_00030	tRNA	85				tRNA-Leu(tag)
SMDICMUL_00031	gene	741				
SMDICMUL_00031	CDS	741				hypothetical protein
