locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFCALKRU_00001	gene	1191	tufA			
VFCALKRU_00001	CDS	1191	tufA		COG0050	Elongation factor Tu
VFCALKRU_00002	gene	74				
VFCALKRU_00002	tRNA	74				tRNA-Trp(cca)
VFCALKRU_00003	gene	396	rplK			
VFCALKRU_00003	CDS	396	rplK		COG0080	50S ribosomal protein L11
VFCALKRU_00004	gene	597				
VFCALKRU_00004	CDS	597				hypothetical protein
VFCALKRU_00005	gene	453				
VFCALKRU_00005	CDS	453				hypothetical protein
VFCALKRU_00006	gene	345	rplL			
VFCALKRU_00006	CDS	345	rplL		COG0222	50S ribosomal protein L7/L12
VFCALKRU_00007	gene	3705	rpoB			
VFCALKRU_00007	CDS	3705	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFCALKRU_00008	gene	3762	rpoC			
VFCALKRU_00008	CDS	3762	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFCALKRU_00009	gene	387	rpsL			
VFCALKRU_00009	CDS	387	rpsL		COG0048	30S ribosomal protein S12
VFCALKRU_00010	gene	474	rpsG			
VFCALKRU_00010	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFCALKRU_00011	gene	2031	fusA			
VFCALKRU_00011	CDS	2031	fusA		COG0480	Elongation factor G
VFCALKRU_00012	gene	306	rpsJ			
VFCALKRU_00012	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
VFCALKRU_00013	gene	420	def1			
VFCALKRU_00013	CDS	420	def1	3.5.1.88		Peptide deformylase 1
VFCALKRU_00014	gene	75				
VFCALKRU_00014	tRNA	75				tRNA-Phe(gaa)
VFCALKRU_00015	gene	372				
VFCALKRU_00015	CDS	372				hypothetical protein
VFCALKRU_00016	gene	759				
VFCALKRU_00016	CDS	759				hypothetical protein
VFCALKRU_00017	gene	1086				
VFCALKRU_00017	CDS	1086				hypothetical protein
VFCALKRU_00018	gene	393	rpsI			
VFCALKRU_00018	CDS	393	rpsI		COG0103	30S ribosomal protein S9
VFCALKRU_00019	gene	330				
VFCALKRU_00019	CDS	330				hypothetical protein
VFCALKRU_00020	gene	825	dapF			
VFCALKRU_00020	CDS	825	dapF	5.1.1.7		Diaminopimelate epimerase
VFCALKRU_00021	gene	450	dapE_1			
VFCALKRU_00021	CDS	450	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFCALKRU_00022	gene	858	prs			
VFCALKRU_00022	CDS	858	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFCALKRU_00023	gene	501				
VFCALKRU_00023	CDS	501				hypothetical protein
VFCALKRU_00024	gene	546	rsmD			
VFCALKRU_00024	CDS	546	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFCALKRU_00025	gene	1122	iscS			
VFCALKRU_00025	CDS	1122	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFCALKRU_00026	gene	1275	lysS			
VFCALKRU_00026	CDS	1275	lysS	6.1.1.6		Lysine--tRNA ligase
VFCALKRU_00027	gene	687	prfB			
VFCALKRU_00027	CDS	687	prfB		COG1186	Peptide chain release factor RF2
VFCALKRU_00028	gene	906	dapA			
VFCALKRU_00028	CDS	906	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFCALKRU_00029	gene	945	tilS			
VFCALKRU_00029	CDS	945	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFCALKRU_00030	gene	1137				
VFCALKRU_00030	CDS	1137		2.7.2.4	COG0527	Aspartate kinase
VFCALKRU_00031	gene	85				
VFCALKRU_00031	tRNA	85				tRNA-Ser(gct)
VFCALKRU_00032	gene	213				
VFCALKRU_00032	CDS	213				hypothetical protein
VFCALKRU_00033	gene	2196				
VFCALKRU_00033	CDS	2196				hypothetical protein
VFCALKRU_00034	gene	150				
VFCALKRU_00034	CDS	150				hypothetical protein
VFCALKRU_00035	gene	2175	metE			
VFCALKRU_00035	CDS	2175	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFCALKRU_00036	gene	741				
VFCALKRU_00036	CDS	741				hypothetical protein
VFCALKRU_00037	gene	1134	metC			
VFCALKRU_00037	CDS	1134	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFCALKRU_00038	gene	864	prfA			
VFCALKRU_00038	CDS	864	prfA		COG0216	Peptide chain release factor 1
VFCALKRU_00039	gene	741	trpC			
VFCALKRU_00039	CDS	741	trpC			Indole-3-glycerol phosphate synthase
VFCALKRU_00040	gene	1008	trpD			
VFCALKRU_00040	CDS	1008	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
VFCALKRU_00041	gene	561	pabA			
VFCALKRU_00041	CDS	561	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
VFCALKRU_00042	gene	1224	menF			
VFCALKRU_00042	CDS	1224	menF	5.4.4.2		Isochorismate synthase MenF
VFCALKRU_00043	gene	1383	argH			
VFCALKRU_00043	CDS	1383	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFCALKRU_00044	gene	963	trpS2			
VFCALKRU_00044	CDS	963	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
VFCALKRU_00045	gene	1332				
VFCALKRU_00045	CDS	1332				hypothetical protein
VFCALKRU_00046	gene	327				
VFCALKRU_00046	CDS	327				hypothetical protein
VFCALKRU_00047	gene	141				
VFCALKRU_00047	CDS	141				hypothetical protein
VFCALKRU_00048	gene	1404	rpoD			
VFCALKRU_00048	CDS	1404	rpoD			RNA polymerase sigma factor RpoD
VFCALKRU_00049	gene	2886	dnaE			
VFCALKRU_00049	CDS	2886	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFCALKRU_00050	gene	174				
VFCALKRU_00050	CDS	174				hypothetical protein
VFCALKRU_00051	gene	88				
VFCALKRU_00051	tRNA	88				tRNA-Leu(aag)
VFCALKRU_00052	gene	84				
VFCALKRU_00052	tRNA	84				tRNA-Leu(tag)
VFCALKRU_00053	gene	84				
VFCALKRU_00053	tRNA	84				tRNA-Ser(aga)
VFCALKRU_00054	gene	1011	asd			
VFCALKRU_00054	CDS	1011	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFCALKRU_00055	gene	609	trpF			
VFCALKRU_00055	CDS	609	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
VFCALKRU_00056	gene	1128	trpB			
