locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMORGSP_00001	CDS	651	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMORGSP_00001	gene	651	lipB			
SMORGSP_00002	CDS	2544	valS	6.1.1.9		Valine--tRNA ligase
SMORGSP_00002	gene	2544	valS			
SMORGSP_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMORGSP_00003	gene	333	rsfS			
SMORGSP_00004	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMORGSP_00004	gene	1110	dnaN			
SMORGSP_00005	CDS	1107	rpsA		COG0539	30S ribosomal protein S1
SMORGSP_00005	gene	1107	rpsA			
SMORGSP_00006	CDS	1176	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMORGSP_00006	gene	1176	rho			
SMORGSP_00007	CDS	1059	prfA		COG0216	Peptide chain release factor RF1
SMORGSP_00007	gene	1059	prfA			
SMORGSP_00008	CDS	753	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMORGSP_00008	gene	753	rsmA			
SMORGSP_00009	tRNA	78				tRNA-Met(cat)
SMORGSP_00009	gene	78				
SMORGSP_00010	CDS	3396	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMORGSP_00010	gene	3396	ileS			
SMORGSP_00011	tRNA	77				tRNA-Asn(gtt)
SMORGSP_00011	gene	77				
SMORGSP_00012	CDS	1080				hypothetical protein
SMORGSP_00012	gene	1080				
SMORGSP_00013	CDS	1614	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMORGSP_00013	gene	1614	glnS			
SMORGSP_00014	CDS	1851	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMORGSP_00014	gene	1851	mnmG			
SMORGSP_00015	CDS	384	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMORGSP_00015	gene	384	ybeY			
SMORGSP_00016	tRNA	71				tRNA-Cys(gca)
SMORGSP_00016	gene	71				
SMORGSP_00017	CDS	573	ctc		COG1825	General stress protein CTC
SMORGSP_00017	gene	573	ctc			
SMORGSP_00018	CDS	1506	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMORGSP_00018	gene	1506	gltX			
SMORGSP_00019	CDS	453	rplI		COG0359	50S ribosomal protein L9
SMORGSP_00019	gene	453	rplI			
SMORGSP_00020	CDS	270	rpsR			30S ribosomal protein S18
SMORGSP_00020	gene	270	rpsR			
SMORGSP_00021	CDS	348	rpsF		COG0360	30S ribosomal protein S6
SMORGSP_00021	gene	348	rpsF			
SMORGSP_00022	tmRNA	297	ssrA			transfer-messenger RNA, SsrA
SMORGSP_00022	gene	297	ssrA			
SMORGSP_00023	CDS	258	rpmA		COG0211	50S ribosomal protein L27
SMORGSP_00023	gene	258	rpmA			
SMORGSP_00024	CDS	333	rplU		COG0261	50S ribosomal protein L21
SMORGSP_00024	gene	333	rplU			
SMORGSP_00025	tRNA	76				tRNA-Met(cat)
SMORGSP_00025	gene	76				
SMORGSP_00026	CDS	1317	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMORGSP_00026	gene	1317	asnS			
SMORGSP_00027	CDS	600	frr		COG0233	Ribosome-recycling factor
SMORGSP_00027	gene	600	frr			
SMORGSP_00028	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMORGSP_00028	gene	957	trpS			
SMORGSP_00029	CDS	1719	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
SMORGSP_00029	gene	1719	korA			
SMORGSP_00030	tRNA	86				tRNA-Leu(tag)
SMORGSP_00030	gene	86				
SMORGSP_00031	tRNA	84				tRNA-Leu(caa)
SMORGSP_00031	gene	84				
