REF_START	REF_END	QUERY_START	QUERY_END	REF_LENGTH	QUERY_LENGTH	IDENTITY	REF_NAME	QUERY_NAME
0	1194	0	1203	1195	1204	68.5	VFASICLA	VFKELRIB
1356	1671	1228	1621	316	394	39.3	VFASICLA	VFKELRIB
1663	2206	1617	2175	544	559	31.0	VFASICLA	VFKELRIB
2631	2970	2585	2945	340	361	35.9	VFASICLA	VFKELRIB
2963	6293	2941	6313	3331	3373	46.2	VFASICLA	VFKELRIB
6285	10080	6309	10080	3796	3772	48.8	VFASICLA	VFKELRIB
10033	10411	10057	10420	379	364	76.6	VFASICLA	VFKELRIB
10394	10865	10416	10881	472	466	38.5	VFASICLA	VFKELRIB
10864	12919	10893	12957	2056	2065	55.9	VFASICLA	VFKELRIB
65988	66261	58663	58954	274	292	48.2	VFASICLA	VFKELRIB
69806	69461	60333	59955	346	379	43.1	VFASICLA	VFKELRIB
69934	69793	60469	60301	142	169	43.9	VFASICLA	VFKELRIB
71502	70458	61942	60922	1045	1021	57.19	VFASICLA	VFKELRIB
80426	80702	71165	71411	277	247	38.4	VFASICLA	VFKELRIB
84899	85136	72802	73045	238	244	49.3	VFASICLA	VFKELRIB
89011	87949	76959	75864	1063	1096	27.1	VFASICLA	VFKELRIB
110103	110523	95490	95910	421	421	58.3	VFASICLA	VFKELRIB
111359	111941	96722	97259	583	538	39.1	VFASICLA	VFKELRIB
92479	90709	80467	78664	1771	1804	68.0	VFASICLA	VFKELRIB
107085	107502	92368	92803	418	436	48.5	VFASICLA	VFKELRIB
113318	113711	98666	99089	394	424	44.3	VFASICLA	VFKELRIB
114696	115035	100068	100407	340	340	53.5	VFASICLA	VFKELRIB
117889	118882	103276	104272	994	997	42.8	VFASICLA	VFKELRIB
79367	78923	70007	69665	445	343	49.3	VFASICLA	VFKELRIB
99352	99736	83389	83866	385	478	50.4	VFASICLA	VFKELRIB
40539	39864	35062	34198	676	865	31.0	VFASICLA	VFKELRIB
41855	42974	35116	36280	1120	1165	52.8	VFASICLA	VFKELRIB
43179	45996	36546	39306	2818	2761	43.3	VFASICLA	VFKELRIB
46214	47024	39507	40227	811	721	36.2	VFASICLA	VFKELRIB
46998	48039	40234	41203	1042	970	44.3	VFASICLA	VFKELRIB
47998	48619	41199	41814	622	616	41.2	VFASICLA	VFKELRIB
65705	66002	58373	58667	298	295	46.0	VFASICLA	VFKELRIB
110837	111215	96203	96584	379	382	56.2	VFASICLA	VFKELRIB
18738	17448	17694	16359	1291	1336	30.7	VFASICLA	VFKELRIB
22781	22031	20557	19825	751	733	41.0	VFASICLA	VFKELRIB
31074	32154	27629	28757	1081	1129	40.2	VFASICLA	VFKELRIB
36123	34869	32668	31456	1255	1213	36.8	VFASICLA	VFKELRIB
56898	57435	49886	50405	538	520	68.6	VFASICLA	VFKELRIB
63749	64343	56378	56963	595	586	41.7	VFASICLA	VFKELRIB
73594	74359	64324	65059	766	736	55.6	VFASICLA	VFKELRIB
15849	15468	14684	14306	382	379	46.4	VFASICLA	VFKELRIB
16871	16109	15740	14954	763	787	39.6	VFASICLA	VFKELRIB
24536	25631	22094	23267	1096	1174	39.2	VFASICLA	VFKELRIB
32838	32118	29399	28694	721	706	48.2	VFASICLA	VFKELRIB
37495	36076	34032	32652	1420	1381	46.9	VFASICLA	VFKELRIB
52403	53291	45295	46336	889	1042	45.8	VFASICLA	VFKELRIB
62236	63199	54861	55845	964	985	40.3	VFASICLA	VFKELRIB
77733	76614	68487	67353	1120	1135	32.9	VFASICLA	VFKELRIB
92560	93535	80535	81528	976	994	48.7	VFASICLA	VFKELRIB
19299	19713	17915	18743	415	829	32.1	VFASICLA	VFKELRIB
33526	32815	30078	29382	712	697	34.0	VFASICLA	VFKELRIB
49725	50433	43017	43608	709	592	27.3	VFASICLA	VFKELRIB
53287	56404	46332	49437	3118	3106	51.5	VFASICLA	VFKELRIB
73569	73083	64182	63669	487	514	33.7	VFASICLA	VFKELRIB
79389	80430	70116	71166	1042	1051	53.8	VFASICLA	VFKELRIB
97441	96883	82747	82168	559	580	32.8	VFASICLA	VFKELRIB
100680	100371	85077	84522	310	556	42.1	VFASICLA	VFKELRIB
76618	75358	67357	66076	1261	1282	42.1	VFASICLA	VFKELRIB
99318	98604	83382	82746	715	637	36.5	VFASICLA	VFKELRIB
107482	107974	92799	93309	493	511	42.6	VFASICLA	VFKELRIB
109210	109507	94497	94809	298	313	48.3	VFASICLA	VFKELRIB
114344	114704	99719	100076	361	358	47.4	VFASICLA	VFKELRIB
115423	116071	100782	101424	649	643	32.8	VFASICLA	VFKELRIB
66402	67239	59089	59911	838	823	38.3	VFASICLA	VFKELRIB
86703	87966	74600	75887	1264	1288	38.6	VFASICLA	VFKELRIB
90710	89729	78668	77687	982	982	44.6	VFASICLA	VFKELRIB
108157	108958	93452	94259	802	808	59.8	VFASICLA	VFKELRIB
114010	114238	99382	99610	229	229	72.0	VFASICLA	VFKELRIB
116060	116324	101461	101734	265	274	28.0	VFASICLA	VFKELRIB
111947	112196	97251	97500	250	250	42.6	VFASICLA	VFKELRIB
112576	113089	97883	98405	514	523	41.0	VFASICLA	VFKELRIB
14486	14012	14303	13847	475	457	38.8	VFASICLA	VFKELRIB
16120	15835	14958	14670	286	289	36.2	VFASICLA	VFKELRIB
101170	102376	86043	87336	1207	1294	54.0	VFASICLA	VFKELRIB
113700	114024	99075	99405	325	331	47.5	VFASICLA	VFKELRIB
117472	116320	102841	101716	1153	1126	48.0	VFASICLA	VFKELRIB
108954	109218	94258	94501	265	244	61.2	VFASICLA	VFKELRIB
