locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFS12270_00001	gene	1185	tufA			
VFS12270_00001	CDS	1185	tufA		COG0050	Elongation factor Tu
VFS12270_00002	gene	381	rplK			
VFS12270_00002	CDS	381	rplK		COG0080	50S ribosomal protein L11
VFS12270_00003	gene	555				
VFS12270_00003	CDS	555				hypothetical protein
VFS12270_00004	gene	435				
VFS12270_00004	CDS	435				hypothetical protein
VFS12270_00005	gene	342	rplL			
VFS12270_00005	CDS	342	rplL			50S ribosomal protein L7/L12
VFS12270_00006	gene	3270	rpoB			
VFS12270_00006	CDS	3270	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFS12270_00007	gene	3630	rpoC			
VFS12270_00007	CDS	3630	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFS12270_00008	gene	378	rpsL			
VFS12270_00008	CDS	378	rpsL			30S ribosomal protein S12
VFS12270_00009	gene	468	rpsG			
VFS12270_00009	CDS	468	rpsG		COG0049	30S ribosomal protein S7
VFS12270_00010	gene	2049	fusA			
VFS12270_00010	CDS	2049	fusA		COG0480	Elongation factor G
VFS12270_00011	gene	294	rpsJ			
VFS12270_00011	CDS	294	rpsJ		COG0051	30S ribosomal protein S10
VFS12270_00012	gene	207	cspA			
VFS12270_00012	CDS	207	cspA		COG1278	Cold shock protein CspA
VFS12270_00013	gene	438	def2			
VFS12270_00013	CDS	438	def2	3.5.1.88	COG0242	Peptide deformylase 2
VFS12270_00014	gene	654	fmt			
VFS12270_00014	CDS	654	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
VFS12270_00015	gene	474	rsmA			
VFS12270_00015	CDS	474	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFS12270_00016	gene	378	rpsI			
VFS12270_00016	CDS	378	rpsI		COG0103	30S ribosomal protein S9
VFS12270_00017	gene	276				
VFS12270_00017	CDS	276				hypothetical protein
VFS12270_00018	gene	759	dapF			
VFS12270_00018	CDS	759	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFS12270_00019	gene	585				
VFS12270_00019	CDS	585				hypothetical protein
VFS12270_00020	gene	855	prs			
VFS12270_00020	CDS	855	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFS12270_00021	gene	462				
VFS12270_00021	CDS	462				hypothetical protein
VFS12270_00022	gene	519				
VFS12270_00022	CDS	519				hypothetical protein
VFS12270_00023	gene	1131	iscS			
VFS12270_00023	CDS	1131	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFS12270_00024	gene	735	prfA_1			
VFS12270_00024	CDS	735	prfA_1		COG0216	Peptide chain release factor RF1
VFS12270_00025	gene	831	dapA			
VFS12270_00025	CDS	831	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFS12270_00026	gene	918	tilS			
VFS12270_00026	CDS	918	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFS12270_00027	gene	1065				
VFS12270_00027	CDS	1065		2.7.2.4	COG0527	Aspartate kinase
VFS12270_00028	gene	1995				
VFS12270_00028	CDS	1995				hypothetical protein
VFS12270_00029	gene	144				
VFS12270_00029	CDS	144				hypothetical protein
VFS12270_00030	gene	2187	metE			
VFS12270_00030	CDS	2187	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFS12270_00031	gene	714				
VFS12270_00031	CDS	714				hypothetical protein
VFS12270_00032	gene	1065	aar			
VFS12270_00032	CDS	1065	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
VFS12270_00033	gene	711	prfA_2			
VFS12270_00033	CDS	711	prfA_2		COG0216	Peptide chain release factor 1
VFS12270_00034	gene	735	trpC			
VFS12270_00034	CDS	735	trpC			Indole-3-glycerol phosphate synthase
VFS12270_00035	gene	825	trpD			
VFS12270_00035	CDS	825	trpD	2.4.2.18		Anthranilate phosphoribosyltransferase
VFS12270_00036	gene	564	pabA			
VFS12270_00036	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
VFS12270_00037	gene	1203	menF			
VFS12270_00037	CDS	1203	menF	5.4.4.2		Isochorismate synthase MenF
VFS12270_00038	gene	1431	argH			
VFS12270_00038	CDS	1431	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFS12270_00039	gene	765	thrB			
VFS12270_00039	CDS	765	thrB	2.7.1.39		Homoserine kinase
VFS12270_00040	gene	1071	dnaG			
VFS12270_00040	CDS	1071	dnaG	2.7.7.-		DNA primase
VFS12270_00041	gene	1119	rpoD			
VFS12270_00041	CDS	1119	rpoD			RNA polymerase sigma factor RpoD
VFS12270_00042	gene	2730	dnaE1			
VFS12270_00042	CDS	2730	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
VFS12270_00043	gene	83				
VFS12270_00043	tRNA	83				tRNA-Ser(aga)
VFS12270_00044	gene	720				
VFS12270_00044	CDS	720				hypothetical protein
VFS12270_00045	gene	984	asd			
VFS12270_00045	CDS	984	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFS12270_00046	gene	603	trpF			
VFS12270_00046	CDS	603	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
VFS12270_00047	gene	1137	trpB			
VFS12270_00047	CDS	1137	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
VFS12270_00048	gene	690	trpA			
VFS12270_00048	CDS	690	trpA	4.2.1.20		Tryptophan synthase alpha chain
VFS12270_00049	gene	222				
VFS12270_00049	CDS	222				hypothetical protein
VFS12270_00050	gene	222				
VFS12270_00050	CDS	222				hypothetical protein
VFS12270_00051	gene	108				
VFS12270_00051	CDS	108				hypothetical protein
VFS12270_00052	gene	513	dnaQ			
VFS12270_00052	CDS	513	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFS12270_00053	gene	885	carA			
VFS12270_00053	CDS	885	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
