locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMDICTMADA_00001	CDS	675	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMDICTMADA_00001	gene	675	lipB			
SMDICTMADA_00002	CDS	2544	valS	6.1.1.9		Valine--tRNA ligase
SMDICTMADA_00002	gene	2544	valS			
SMDICTMADA_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMDICTMADA_00003	gene	333	rsfS			
SMDICTMADA_00004	CDS	90				hypothetical protein
SMDICTMADA_00004	gene	90				
SMDICTMADA_00005	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMDICTMADA_00005	gene	1110	dnaN			
SMDICTMADA_00006	CDS	1107	rpsA		COG0539	30S ribosomal protein S1
SMDICTMADA_00006	gene	1107	rpsA			
SMDICTMADA_00007	CDS	1170	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMDICTMADA_00007	gene	1170	rho			
SMDICTMADA_00008	CDS	1062	prfA		COG0216	Peptide chain release factor RF1
SMDICTMADA_00008	gene	1062	prfA			
SMDICTMADA_00009	CDS	756	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMDICTMADA_00009	gene	756	rsmA			
SMDICTMADA_00010	tRNA	75				tRNA-Met(cat)
SMDICTMADA_00010	gene	75				
SMDICTMADA_00011	tRNA	77				tRNA-Asn(gtt)
SMDICTMADA_00011	gene	77				
SMDICTMADA_00012	CDS	1068				hypothetical protein
SMDICTMADA_00012	gene	1068				
SMDICTMADA_00013	CDS	3324	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMDICTMADA_00013	gene	3324	mnmG			
SMDICTMADA_00014	CDS	444	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMDICTMADA_00014	gene	444	ybeY			
SMDICTMADA_00015	tRNA	71				tRNA-Cys(gca)
SMDICTMADA_00015	gene	71				
SMDICTMADA_00016	CDS	558	ctc		COG1825	General stress protein CTC
SMDICTMADA_00016	gene	558	ctc			
SMDICTMADA_00017	CDS	1500	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMDICTMADA_00017	gene	1500	gltX			
SMDICTMADA_00018	CDS	459	rplI		COG0359	50S ribosomal protein L9
SMDICTMADA_00018	gene	459	rplI			
SMDICTMADA_00019	CDS	270	rpsR			30S ribosomal protein S18
SMDICTMADA_00019	gene	270	rpsR			
SMDICTMADA_00020	CDS	351	rpsF		COG0360	30S ribosomal protein S6
SMDICTMADA_00020	gene	351	rpsF			
SMDICTMADA_00021	tmRNA	257	ssrA			transfer-messenger RNA, SsrA
SMDICTMADA_00021	gene	257	ssrA			
SMDICTMADA_00022	CDS	288	rpmA		COG0211	50S ribosomal protein L27
SMDICTMADA_00022	gene	288	rpmA			
SMDICTMADA_00023	CDS	333	rplU		COG0261	50S ribosomal protein L21
SMDICTMADA_00023	gene	333	rplU			
SMDICTMADA_00024	tRNA	76				tRNA-Met(cat)
SMDICTMADA_00024	gene	76				
SMDICTMADA_00025	CDS	1317	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMDICTMADA_00025	gene	1317	asnS			
SMDICTMADA_00026	CDS	600	frr		COG0233	Ribosome-recycling factor
SMDICTMADA_00026	gene	600	frr			
SMDICTMADA_00027	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMDICTMADA_00027	gene	957	trpS			
SMDICTMADA_00028	CDS	90				hypothetical protein
SMDICTMADA_00028	gene	90				
SMDICTMADA_00029	tRNA	85				tRNA-Leu(tag)
SMDICTMADA_00029	gene	85				
SMDICTMADA_00030	CDS	741				hypothetical protein
SMDICTMADA_00030	gene	741				
SMDICTMADA_00031	CDS	849	lipA	2.8.1.8	COG0320	Lipoyl synthase
SMDICTMADA_00031	gene	849	lipA			
SMDICTMADA_00032	CDS	1308	der		COG1160	GTPase Der
SMDICTMADA_00032	gene	1308	der			
SMDICTMADA_00033	CDS	1263	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
SMDICTMADA_00033	gene	1263	maeB			
SMDICTMADA_00034	tRNA	83				tRNA-Ser(gct)
SMDICTMADA_00034	gene	83				
SMDICTMADA_00035	tRNA	75				tRNA-Pro(tgg)
SMDICTMADA_00035	gene	75				
SMDICTMADA_00036	tRNA	73				tRNA-Arg(tct)
SMDICTMADA_00036	gene	73				
SMDICTMADA_00037	CDS	210	fdx		COG1145	Ferredoxin
SMDICTMADA_00037	gene	210	fdx			
SMDICTMADA_00038	CDS	327	rplS		COG0335	50S ribosomal protein L19
SMDICTMADA_00038	gene	327	rplS			
SMDICTMADA_00039	CDS	1299	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMDICTMADA_00039	gene	1299	mtaB			
SMDICTMADA_00040	CDS	1827	htpG		COG0326	Chaperone protein HtpG
SMDICTMADA_00040	gene	1827	htpG			
SMDICTMADA_00041	tRNA	87				tRNA-Ser(tga)
SMDICTMADA_00041	gene	87				
SMDICTMADA_00042	CDS	1458	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SMDICTMADA_00042	gene	1458	proS			
SMDICTMADA_00043	CDS	1134	iscS	2.8.1.7		Cysteine desulfurase IscS
SMDICTMADA_00043	gene	1134	iscS			
SMDICTMADA_00044	CDS	951	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
SMDICTMADA_00044	gene	951	tilS			
SMDICTMADA_00045	tRNA	73				tRNA-Lys(ttt)
SMDICTMADA_00045	gene	73				
SMDICTMADA_00046	tRNA	74				tRNA-Asp(gtc)
SMDICTMADA_00046	gene	74				
SMDICTMADA_00047	CDS	3816	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
SMDICTMADA_00047	gene	3816	dnaE			
SMDICTMADA_00048	tRNA	75				tRNA-Val(tac)
SMDICTMADA_00048	gene	75				
SMDICTMADA_00049	CDS	1356	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
SMDICTMADA_00049	gene	1356	mnmE			
SMDICTMADA_00050	CDS	834				hypothetical protein
SMDICTMADA_00050	gene	834				
SMDICTMADA_00051	CDS	1368	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
SMDICTMADA_00051	gene	1368	dnaC			
SMDICTMADA_00052	CDS	543	grpE		COG0576	Protein GrpE
SMDICTMADA_00052	gene	543	grpE			
SMDICTMADA_00053	CDS	1080	dnaJ			Chaperone protein DnaJ
SMDICTMADA_00053	gene	1080	dnaJ			
SMDICTMADA_00054	CDS	1179	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SMDICTMADA_00054	gene	1179	mnmA			
SMDICTMADA_00055	CDS	1092	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
SMDICTMADA_00055	gene	1092	ilvE			
SMDICTMADA_00056	CDS	453	def	3.5.1.88	COG0242	Peptide deformylase
SMDICTMADA_00056	gene	453	def			
SMDICTMADA_00057	CDS	342	rplT		COG0292	50S ribosomal protein L20
SMDICTMADA_00057	gene	342	rplT			
SMDICTMADA_00058	CDS	207	rpmI			50S ribosomal protein L35
SMDICTMADA_00058	gene	207	rpmI			
SMDICTMADA_00059	CDS	522	infC			Translation initiation factor IF-3
