locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFAGAHAV_00001	tRNA	73				tRNA-Trp(cca)
VFAGAHAV_00002	CDS	378	rplK		COG0080	50S ribosomal protein L11
VFAGAHAV_00003	CDS	597				hypothetical protein
VFAGAHAV_00004	CDS	414				hypothetical protein
VFAGAHAV_00005	CDS	345				hypothetical protein
VFAGAHAV_00006	CDS	3852	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFAGAHAV_00007	CDS	3885	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
VFAGAHAV_00008	CDS	390	rpsL			30S ribosomal protein S12
VFAGAHAV_00009	CDS	474	rpsG		COG0049	30S ribosomal protein S7
VFAGAHAV_00010	CDS	2040	fusA		COG0480	Elongation factor G
VFAGAHAV_00011	CDS	297				hypothetical protein
VFAGAHAV_00012	tRNA	73				tRNA-Phe(gaa)
VFAGAHAV_00013	CDS	414				hypothetical protein
VFAGAHAV_00014	CDS	687	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFAGAHAV_00015	CDS	1098				hypothetical protein
VFAGAHAV_00016	CDS	390	rpsI		COG0103	30S ribosomal protein S9
VFAGAHAV_00017	CDS	294				hypothetical protein
VFAGAHAV_00018	CDS	786	dapF	5.1.1.7		Diaminopimelate epimerase
VFAGAHAV_00019	CDS	663	rpiA	5.3.1.6		Ribose-5-phosphate isomerase A
VFAGAHAV_00020	CDS	1470	infB			Translation initiation factor IF-2
VFAGAHAV_00021	tRNA	72				tRNA-Gln(ttg)
VFAGAHAV_00022	CDS	846	prs			Putative ribose-phosphate pyrophosphokinase
VFAGAHAV_00023	CDS	477				hypothetical protein
VFAGAHAV_00024	CDS	747	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
VFAGAHAV_00025	CDS	1104	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFAGAHAV_00026	CDS	1320	lysS	6.1.1.6		Lysine--tRNA ligase
VFAGAHAV_00027	CDS	696	prfB		COG1186	Peptide chain release factor RF2
VFAGAHAV_00028	CDS	873	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFAGAHAV_00029	tRNA	86				tRNA-Ser(gct)
VFAGAHAV_00030	CDS	2298				hypothetical protein
VFAGAHAV_00031	CDS	138				hypothetical protein
VFAGAHAV_00032	CDS	183				hypothetical protein
VFAGAHAV_00033	CDS	2217	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFAGAHAV_00034	CDS	753				hypothetical protein
VFAGAHAV_00035	CDS	1167	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFAGAHAV_00036	CDS	861	prfA		COG0216	Peptide chain release factor 1
VFAGAHAV_00037	CDS	723	trpC			Indole-3-glycerol phosphate synthase
VFAGAHAV_00038	CDS	906	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
VFAGAHAV_00039	CDS	573	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
VFAGAHAV_00040	CDS	1242	menF	5.4.4.2		Isochorismate synthase MenF
VFAGAHAV_00041	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFAGAHAV_00042	CDS	948	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
VFAGAHAV_00043	CDS	960	thrB	2.7.1.39	COG2334	Homoserine kinase
VFAGAHAV_00044	CDS	1197	dnaG	2.7.7.-		DNA primase
VFAGAHAV_00045	tRNA	72				tRNA-Met(cat)
VFAGAHAV_00046	CDS	2862	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
