locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFSTEMIN_00001	CDS	1188	tufA		COG0050	Elongation factor Tu
VFSTEMIN_00002	CDS	390	rplK		COG0080	50S ribosomal protein L11
VFSTEMIN_00003	CDS	558				hypothetical protein
VFSTEMIN_00004	CDS	441				hypothetical protein
VFSTEMIN_00005	CDS	360				hypothetical protein
VFSTEMIN_00006	CDS	3357	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFSTEMIN_00007	CDS	3774	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
VFSTEMIN_00008	CDS	366	rpsL		COG0048	30S ribosomal protein S12
VFSTEMIN_00009	CDS	465	rpsG		COG0049	30S ribosomal protein S7
VFSTEMIN_00010	CDS	2067	fusA		COG0480	Elongation factor G
VFSTEMIN_00011	CDS	300				hypothetical protein
VFSTEMIN_00012	CDS	336	def	3.5.1.88	COG0242	Peptide deformylase
VFSTEMIN_00013	CDS	114				hypothetical protein
VFSTEMIN_00014	CDS	456	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
VFSTEMIN_00015	CDS	297	rpsI		COG0103	30S ribosomal protein S9
VFSTEMIN_00016	CDS	318				hypothetical protein
VFSTEMIN_00017	CDS	831	dapF	5.1.1.7		Diaminopimelate epimerase
VFSTEMIN_00018	CDS	615				hypothetical protein
VFSTEMIN_00019	CDS	1332	infB			Translation initiation factor IF-2
VFSTEMIN_00020	CDS	849	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFSTEMIN_00021	CDS	447				hypothetical protein
VFSTEMIN_00022	CDS	510				hypothetical protein
VFSTEMIN_00023	CDS	732	prfA_1		COG0216	Peptide chain release factor 1
VFSTEMIN_00024	CDS	828	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFSTEMIN_00025	CDS	921	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
VFSTEMIN_00026	CDS	1119	lysC	2.7.2.4	COG0527	Aspartokinase
VFSTEMIN_00027	CDS	2019				hypothetical protein
VFSTEMIN_00028	CDS	198				hypothetical protein
VFSTEMIN_00029	CDS	2196	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFSTEMIN_00030	tmRNA	484	ssrA			transfer-messenger RNA, SsrA
VFSTEMIN_00031	CDS	918				hypothetical protein
VFSTEMIN_00032	CDS	1098	aar	5.1.1.1	COG0626	L-alanine/L-glutamate racemase
VFSTEMIN_00033	CDS	699	prfA_2		COG0216	Peptide chain release factor 1
VFSTEMIN_00034	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFSTEMIN_00035	CDS	879	thrB	2.7.1.39		Homoserine kinase
VFSTEMIN_00036	CDS	1161	rpoD		COG0568	RNA polymerase sigma factor RpoD
VFSTEMIN_00037	CDS	2790	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
VFSTEMIN_00038	CDS	144				hypothetical protein
VFSTEMIN_00039	CDS	714				hypothetical protein
VFSTEMIN_00040	CDS	996	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFSTEMIN_00041	CDS	351				hypothetical protein
VFSTEMIN_00042	CDS	564				hypothetical protein
VFSTEMIN_00043	CDS	300	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFSTEMIN_00044	CDS	1224	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFSTEMIN_00045	CDS	3144	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFSTEMIN_00046	CDS	519	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFSTEMIN_00047	CDS	519	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFSTEMIN_00048	CDS	1137	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
VFSTEMIN_00049	CDS	483				hypothetical protein
VFSTEMIN_00050	CDS	945	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
VFSTEMIN_00051	CDS	621	hisG	2.4.2.17		ATP phosphoribosyltransferase
VFSTEMIN_00052	CDS	1206	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFSTEMIN_00053	CDS	903	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
VFSTEMIN_00054	CDS	552	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
VFSTEMIN_00055	CDS	585	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFSTEMIN_00056	CDS	699	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
VFSTEMIN_00057	CDS	744	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
VFSTEMIN_00058	CDS	237	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
VFSTEMIN_00059	CDS	282	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
VFSTEMIN_00060	CDS	825	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
VFSTEMIN_00061	CDS	420				hypothetical protein
VFSTEMIN_00062	CDS	450	infC		COG0290	Translation initiation factor IF-3
VFSTEMIN_00063	CDS	1041	aroC	4.2.3.5	COG0082	Chorismate synthase
VFSTEMIN_00064	tRNA	69				tRNA-Thr(ggt)
VFSTEMIN_00065	tRNA	74				tRNA-Met(cat)
VFSTEMIN_00066	CDS	309				hypothetical protein
VFSTEMIN_00067	CDS	471				hypothetical protein
VFSTEMIN_00068	CDS	468				hypothetical protein
VFSTEMIN_00069	CDS	576				hypothetical protein
VFSTEMIN_00070	CDS	735	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
VFSTEMIN_00071	CDS	1062	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFSTEMIN_00072	CDS	1275	thrC	4.2.3.1	COG0498	Threonine synthase
VFSTEMIN_00073	CDS	1119				hypothetical protein
VFSTEMIN_00074	CDS	1140	radA			DNA repair protein RadA
VFSTEMIN_00075	CDS	1047	rho	3.6.4.-	COG1158	Transcription termination factor Rho
VFSTEMIN_00076	CDS	249				hypothetical protein
VFSTEMIN_00077	CDS	1158	mnmE	3.6.-.-		tRNA modification GTPase MnmE
VFSTEMIN_00078	CDS	234				hypothetical protein
VFSTEMIN_00079	CDS	1560	groL		COG0459	60 kDa chaperonin
VFSTEMIN_00080	CDS	1266	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
VFSTEMIN_00081	CDS	1068				hypothetical protein
VFSTEMIN_00082	CDS	633				hypothetical protein
VFSTEMIN_00083	CDS	978	dnaJ		COG0484	Chaperone protein DnaJ
VFSTEMIN_00084	CDS	1800	dnaK		COG0443	Chaperone protein DnaK
VFSTEMIN_00085	CDS	972	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
VFSTEMIN_00086	CDS	570				hypothetical protein
VFSTEMIN_00087	CDS	579	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
VFSTEMIN_00088	CDS	645	aroE	1.1.1.25		Shikimate dehydrogenase (NADP(+))
