#Annotated with Bakta v1.5.0, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1690	2277	+	VFAKOQUE_00010	22.6	9.4		
contig_1	2274	2714	+	VFAKOQUE_00015	17.6	10.0		
contig_1	2798	3157	+	VFAKOQUE_00020	13.3	7.7	PF00542.22|Ribosomal_L12	PFAM:PF00542.22
contig_1	3157	6993	+	VFAKOQUE_00025	148.4	9.7	PF00562.31|RNA_pol_Rpb2_6, PF04560.23|RNA_pol_Rpb2_7, PF04565.19|RNA_pol_Rpb2_3	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04565.19
contig_1	6990	10925	+	VFAKOQUE_00030	151.4	9.6	PF00623.23|RNA_pol_Rpb1_2, PF00623.23|RNA_pol_Rpb1_2, PF04997.15|RNA_pol_Rpb1_1, PF04998.20|RNA_pol_Rpb1_5	PFAM:PF00623.23, PFAM:PF00623.23, PFAM:PF04997.15, PFAM:PF04998.20
contig_1	10913	11308	+	VFAKOQUE_00035	14.8	10.6		
contig_1	11289	11762	+	VFAKOQUE_00040	18.4	10.1	PF00177.24|Ribosomal_S7	PFAM:PF00177.24
contig_1	13876	14178	+	VFAKOQUE_00050	11.7	9.7	PF00338.25|Ribosomal_S10	PFAM:PF00338.25
contig_1	14172	14597	+	VFAKOQUE_00055	16.6	9.7	PF01327.24|Pep_deformylase	PFAM:PF01327.24
contig_1	14766	15209	+	VFAKOQUE_00065	17.6	9.7		
contig_1	15324	16448	+	VFAKOQUE_00070	43.8	9.6		
contig_1	16482	16859	+	VFAKOQUE_00075	14.7	10.0		
contig_1	16893	17282	+	VFAKOQUE_00080	14.9	10.0		
contig_1	17272	18093	-	VFAKOQUE_00085	31.9	10.4		
contig_1	18086	18748	-	VFAKOQUE_00090	25.4	10.3		
contig_1	18741	20129	-	VFAKOQUE_00095	52.7	10.0	PF00009.30|GTP_EFTU, PF00071.25|Ras, PF08477.16|Roc	PFAM:PF00009.30, PFAM:PF00071.25, PFAM:PF08477.16
contig_1	20281	21177	+	VFAKOQUE_00105	34.5	9.7	PF00156.30|Pribosyltran, PF13793.9|Pribosyltran_N, PF14572.9|Pribosyl_synth	PFAM:PF00156.30, PFAM:PF13793.9, PFAM:PF14572.9
contig_1	21174	21716	+	VFAKOQUE_00110	21.5	9.8		
contig_1	21718	22281	-	VFAKOQUE_00115	21.8	10.0	PF01564.20|Spermine_synth, PF05175.17|MTS	PFAM:PF01564.20, PFAM:PF05175.17
contig_1	22550	23623	+	VFAKOQUE_00120	42.1	9.7	PF00266.22|Aminotran_5	PFAM:PF00266.22
contig_1	23616	24932	-	VFAKOQUE_00125	52.1	10.2	PF00152.23|tRNA-synt_2, PF01336.28|tRNA_anti-codon	PFAM:PF00152.23, PFAM:PF01336.28
contig_1	24913	25632	-	VFAKOQUE_00130	28.0	10.1	PF03462.21|PCRF	PFAM:PF03462.21
contig_1	25586	26497	-	VFAKOQUE_00135	35.2	10.1	PF00701.25|DHDPS	PFAM:PF00701.25
contig_1	26509	27450	+	VFAKOQUE_00140	38.1	10.1		
contig_1	31200	33689	+	VFAKOQUE_00150	98.3	9.6	PF01717.21|Meth_synt_2, PF08267.15|Meth_synt_1	PFAM:PF01717.21, PFAM:PF08267.15
contig_1	33957	34667	+	VFAKOQUE_00155	28.9	9.8		
contig_1	34664	35452	+	VFAKOQUE_00160	30.7	9.5	PF01053.23|Cys_Met_Meta_PP	PFAM:PF01053.23
contig_1	35628	35726	-	VFAKOQUE_00165	3.8	10.3		
contig_1	35774	37135	-	VFAKOQUE_00170	52.9	10.0	PF00206.23|Lyase_1, PF14698.9|ASL_C2	PFAM:PF00206.23, PFAM:PF14698.9
contig_1	37429	38814	-	VFAKOQUE_00175	54.9	10.2	PF00749.24|tRNA-synt_1c	PFAM:PF00749.24
contig_1	38811	39779	-	VFAKOQUE_00180	38.4	10.2		
contig_1	39783	41249	+	VFAKOQUE_00185	60.2	9.6	PF01807.23|zf-CHC2	PFAM:PF01807.23
contig_1	42900	45920	+	VFAKOQUE_00195	117.9	9.6	PF07733.15|DNA_pol3_alpha, PF14579.9|HHH_6, PF17657.4|DNA_pol3_finger	PFAM:PF07733.15, PFAM:PF14579.9, PFAM:PF17657.4
