locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFKELVIT_00001	gene	126				
VFKELVIT_00001	CDS	126				hypothetical protein
VFKELVIT_00002	gene	828	dapA			
VFKELVIT_00002	CDS	828	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
VFKELVIT_00003	gene	1134				
VFKELVIT_00003	CDS	1134		2.7.2.4	COG0527	Aspartate kinase
VFKELVIT_00004	gene	2259	metE			
VFKELVIT_00004	CDS	2259	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFKELVIT_00005	gene	717				
VFKELVIT_00005	CDS	717				hypothetical protein
VFKELVIT_00006	gene	1128	metC			
VFKELVIT_00006	CDS	1128	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
VFKELVIT_00007	gene	705	prfA			
VFKELVIT_00007	CDS	705	prfA		COG0216	Peptide chain release factor 1
VFKELVIT_00008	gene	261				
VFKELVIT_00008	CDS	261				hypothetical protein
VFKELVIT_00009	gene	129				
VFKELVIT_00009	CDS	129				hypothetical protein
VFKELVIT_00010	gene	90				
VFKELVIT_00010	CDS	90				hypothetical protein
VFKELVIT_00011	gene	177				
VFKELVIT_00011	CDS	177				hypothetical protein
VFKELVIT_00012	gene	1476	argH			
VFKELVIT_00012	CDS	1476	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFKELVIT_00013	gene	270				
VFKELVIT_00013	CDS	270				hypothetical protein
VFKELVIT_00014	gene	1164	rpoD			
VFKELVIT_00014	CDS	1164	rpoD			RNA polymerase sigma factor RpoD
VFKELVIT_00015	gene	2787	dnaE			
VFKELVIT_00015	CDS	2787	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFKELVIT_00016	gene	144				
VFKELVIT_00016	CDS	144				hypothetical protein
VFKELVIT_00017	gene	720				
VFKELVIT_00017	CDS	720				hypothetical protein
VFKELVIT_00018	gene	969	asd1			
VFKELVIT_00018	CDS	969	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
VFKELVIT_00019	gene	294				
VFKELVIT_00019	CDS	294				hypothetical protein
VFKELVIT_00020	gene	345				
VFKELVIT_00020	CDS	345				hypothetical protein
VFKELVIT_00021	gene	117				
VFKELVIT_00021	CDS	117				hypothetical protein
VFKELVIT_00022	gene	240				
VFKELVIT_00022	CDS	240				hypothetical protein
VFKELVIT_00023	gene	183				
VFKELVIT_00023	CDS	183				hypothetical protein
VFKELVIT_00024	gene	663				
VFKELVIT_00024	CDS	663				hypothetical protein
VFKELVIT_00025	gene	513	dnaQ			
VFKELVIT_00025	CDS	513	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFKELVIT_00026	gene	1041	carA			
VFKELVIT_00026	CDS	1041	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFKELVIT_00027	gene	3108	carB			
VFKELVIT_00027	CDS	3108	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFKELVIT_00028	gene	447	rlmE			
VFKELVIT_00028	CDS	447	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFKELVIT_00029	gene	519	clpP			
VFKELVIT_00029	CDS	519	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFKELVIT_00030	gene	1137	clpX			
VFKELVIT_00030	CDS	1137	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
VFKELVIT_00031	gene	510				
VFKELVIT_00031	CDS	510				hypothetical protein
VFKELVIT_00032	gene	1023	ruvB			
VFKELVIT_00032	CDS	1023	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
VFKELVIT_00033	gene	570	hisG			
VFKELVIT_00033	CDS	570	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
VFKELVIT_00034	gene	1227	hisD			
VFKELVIT_00034	CDS	1227	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
VFKELVIT_00035	gene	984	hisC2			
VFKELVIT_00035	CDS	984	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFKELVIT_00036	gene	552	hisB			
VFKELVIT_00036	CDS	552	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
VFKELVIT_00037	gene	585	hisH			
