locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFMEEALB1_00001	CDS	1185	tufA		COG0050	Elongation factor Tu
VFMEEALB1_00002	CDS	384	rplK		COG0080	50S ribosomal protein L11
VFMEEALB1_00003	CDS	432				hypothetical protein
VFMEEALB1_00004	CDS	345				hypothetical protein
VFMEEALB1_00005	CDS	3786	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFMEEALB1_00006	CDS	3600	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFMEEALB1_00007	CDS	381	rpsL		COG0048	30S ribosomal protein S12
VFMEEALB1_00008	CDS	471	rpsG		COG0049	30S ribosomal protein S7
VFMEEALB1_00009	CDS	2037	fusA		COG0480	Elongation factor G
VFMEEALB1_00010	CDS	288				hypothetical protein
VFMEEALB1_00011	CDS	105				hypothetical protein
VFMEEALB1_00012	tRNA	72				tRNA-Phe(gaa)
VFMEEALB1_00013	CDS	489	erm	2.1.1.184		rRNA adenine N-6-methyltransferase
VFMEEALB1_00014	CDS	981				hypothetical protein
VFMEEALB1_00015	CDS	396	rpsI		COG0103	30S ribosomal protein S9
VFMEEALB1_00016	CDS	264				hypothetical protein
VFMEEALB1_00017	CDS	726	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
VFMEEALB1_00018	CDS	546				hypothetical protein
VFMEEALB1_00019	CDS	333	ssb		COG0629	Single-stranded DNA-binding protein
VFMEEALB1_00020	tRNA	72				tRNA-Gln(ttg)
VFMEEALB1_00021	CDS	447				hypothetical protein
VFMEEALB1_00022	CDS	579	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFMEEALB1_00023	CDS	972	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
VFMEEALB1_00024	CDS	1323	lysS	6.1.1.6		Lysine--tRNA ligase
VFMEEALB1_00025	CDS	639	prfA		COG0216	Peptide chain release factor 1
VFMEEALB1_00026	CDS	729	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
VFMEEALB1_00027	CDS	948	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
VFMEEALB1_00028	CDS	579	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
VFMEEALB1_00029	CDS	1242	menF	5.4.4.2		Isochorismate synthase MenF
VFMEEALB1_00030	CDS	1371	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFMEEALB1_00031	CDS	1251				hypothetical protein
VFMEEALB1_00032	CDS	906	thrB	2.7.1.39	COG2334	Homoserine kinase
VFMEEALB1_00033	CDS	798	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
VFMEEALB1_00034	CDS	933	dnaG	2.7.7.-	COG0358	DNA primase
VFMEEALB1_00035	CDS	1269	rpoD			RNA polymerase sigma factor RpoD
VFMEEALB1_00036	tRNA	75				tRNA-Leu(tag)
VFMEEALB1_00037	tRNA	89				tRNA-Ser(aga)
VFMEEALB1_00038	CDS	798				hypothetical protein
VFMEEALB1_00039	CDS	1002	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
VFMEEALB1_00040	CDS	567	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
