locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFSTELAU_00001	CDS	1188	tufA		COG0050	Elongation factor Tu
VFSTELAU_00001	gene	1188	tufA			
VFSTELAU_00002	CDS	393	rplK		COG0080	50S ribosomal protein L11
VFSTELAU_00002	gene	393	rplK			
VFSTELAU_00003	CDS	555				hypothetical protein
VFSTELAU_00003	gene	555				
VFSTELAU_00004	CDS	444				hypothetical protein
VFSTELAU_00004	gene	444				
VFSTELAU_00005	CDS	357	rplL			50S ribosomal protein L7/L12
VFSTELAU_00005	gene	357	rplL			
VFSTELAU_00006	CDS	3360	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFSTELAU_00006	gene	3360	rpoB			
VFSTELAU_00007	CDS	3777	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
VFSTELAU_00007	gene	3777	rpoC			
VFSTELAU_00008	CDS	366	rpsL		COG0048	30S ribosomal protein S12
VFSTELAU_00008	gene	366	rpsL			
VFSTELAU_00009	CDS	465	rpsG		COG0049	30S ribosomal protein S7
VFSTELAU_00009	gene	465	rpsG			
VFSTELAU_00010	CDS	2067	fusA		COG0480	Elongation factor G
VFSTELAU_00010	gene	2067	fusA			
VFSTELAU_00011	CDS	300	rpsJ			30S ribosomal protein S10
VFSTELAU_00011	gene	300	rpsJ			
VFSTELAU_00012	CDS	444	def	3.5.1.88	COG0242	Peptide deformylase
VFSTELAU_00012	gene	444	def			
VFSTELAU_00013	CDS	162				hypothetical protein
VFSTELAU_00013	gene	162				
VFSTELAU_00014	CDS	456	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
VFSTELAU_00014	gene	456	rsmA			
VFSTELAU_00015	CDS	378	rpsI		COG0103	30S ribosomal protein S9
VFSTELAU_00015	gene	378	rpsI			
VFSTELAU_00016	CDS	285				hypothetical protein
VFSTELAU_00016	gene	285				
VFSTELAU_00017	CDS	783	dapF	5.1.1.7		Diaminopimelate epimerase
VFSTELAU_00017	gene	783	dapF			
VFSTELAU_00018	CDS	624				hypothetical protein
VFSTELAU_00018	gene	624				
VFSTELAU_00019	CDS	1338	infB			Translation initiation factor IF-2
VFSTELAU_00019	gene	1338	infB			
VFSTELAU_00020	CDS	834	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
VFSTELAU_00020	gene	834	prs			
VFSTELAU_00021	CDS	447				hypothetical protein
VFSTELAU_00021	gene	447				
VFSTELAU_00022	CDS	510	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFSTELAU_00022	gene	510	rsmD			
VFSTELAU_00023	CDS	690	prfA		COG0216	Peptide chain release factor 1
VFSTELAU_00023	gene	690	prfA			
VFSTELAU_00024	CDS	1401	argH	4.3.2.1	COG0165	Argininosuccinate lyase
VFSTELAU_00024	gene	1401	argH			
VFSTELAU_00025	CDS	1008	thrB	2.7.1.39	COG2334	Homoserine kinase
VFSTELAU_00025	gene	1008	thrB			
VFSTELAU_00026	CDS	1071	rpoD		COG0568	RNA polymerase sigma factor RpoD
VFSTELAU_00026	gene	1071	rpoD			
VFSTELAU_00027	CDS	2751	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFSTELAU_00027	gene	2751	dnaE			
VFSTELAU_00028	CDS	183				hypothetical protein
VFSTELAU_00028	gene	183				
VFSTELAU_00029	CDS	732				hypothetical protein
VFSTELAU_00029	gene	732				
VFSTELAU_00030	CDS	984	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
VFSTELAU_00030	gene	984	asd			
VFSTELAU_00031	CDS	231	rpsP			30S ribosomal protein S16
VFSTELAU_00031	gene	231	rpsP			
VFSTELAU_00032	CDS	666	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
VFSTELAU_00032	gene	666	rluD			
VFSTELAU_00033	CDS	309	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFSTELAU_00033	gene	309	dnaQ			
VFSTELAU_00034	CDS	1179	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
VFSTELAU_00034	gene	1179	carA			
VFSTELAU_00035	CDS	3144	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
VFSTELAU_00035	gene	3144	carB			
VFSTELAU_00036	CDS	522	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
VFSTELAU_00036	gene	522	rlmE			
VFSTELAU_00037	CDS	519	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFSTELAU_00037	gene	519	clpP			
VFSTELAU_00038	CDS	1137	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
VFSTELAU_00038	gene	1137	clpX			
VFSTELAU_00039	CDS	558				hypothetical protein
VFSTELAU_00039	gene	558				
VFSTELAU_00040	CDS	996	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
VFSTELAU_00040	gene	996	dnaX			
VFSTELAU_00041	CDS	609	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
VFSTELAU_00041	gene	609	hisG			
VFSTELAU_00042	CDS	1203	hisD	1.1.1.23		Histidinol dehydrogenase
VFSTELAU_00042	gene	1203	hisD			
VFSTELAU_00043	CDS	903	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
VFSTELAU_00043	gene	903	hisC2			
VFSTELAU_00044	CDS	552	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
VFSTELAU_00044	gene	552	hisB			
VFSTELAU_00045	CDS	585	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
VFSTELAU_00045	gene	585	hisH			
VFSTELAU_00046	CDS	699				hypothetical protein
VFSTELAU_00046	gene	699				
VFSTELAU_00047	CDS	714	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
VFSTELAU_00047	gene	714	hisF			
VFSTELAU_00048	CDS	303	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
VFSTELAU_00048	gene	303	hisI			
VFSTELAU_00049	CDS	813	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
VFSTELAU_00049	gene	813	argF			
VFSTELAU_00050	CDS	414	rplT		COG0292	50S ribosomal protein L20
VFSTELAU_00050	gene	414	rplT			
VFSTELAU_00051	CDS	450	infC			Translation initiation factor IF-3
VFSTELAU_00051	gene	450	infC			
VFSTELAU_00052	CDS	1011	aroC	4.2.3.5	COG0082	Chorismate synthase
VFSTELAU_00052	gene	1011	aroC			
VFSTELAU_00053	tRNA	74				tRNA-Met(cat)
VFSTELAU_00053	gene	74				
VFSTELAU_00054	CDS	327				hypothetical protein
VFSTELAU_00054	gene	327				
VFSTELAU_00055	CDS	483				hypothetical protein
VFSTELAU_00055	gene	483				
VFSTELAU_00056	CDS	468				hypothetical protein
VFSTELAU_00056	gene	468				
VFSTELAU_00057	CDS	510				hypothetical protein
VFSTELAU_00057	gene	510				
VFSTELAU_00058	CDS	732	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
VFSTELAU_00058	gene	732	dapD			
VFSTELAU_00059	CDS	1062	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFSTELAU_00059	gene	1062	dapE			
VFSTELAU_00060	CDS	1275	thrC	4.2.3.1	COG0498	Threonine synthase
VFSTELAU_00060	gene	1275	thrC			
VFSTELAU_00061	CDS	1122	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
VFSTELAU_00061	gene	1122	hom			
VFSTELAU_00062	CDS	1140	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
VFSTELAU_00062	gene	1140	dnaC			
VFSTELAU_00063	CDS	336	rpsR		COG0238	30S ribosomal protein S18
VFSTELAU_00063	gene	336	rpsR			
VFSTELAU_00064	CDS	1047	rho	3.6.4.-	COG1158	Transcription termination factor Rho
VFSTELAU_00064	gene	1047	rho			
VFSTELAU_00065	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
VFSTELAU_00065	gene	243	rpmE2			
VFSTELAU_00066	CDS	1143	mnmE	3.6.-.-		tRNA modification GTPase MnmE
VFSTELAU_00066	gene	1143	mnmE			
VFSTELAU_00067	CDS	1560	groL		COG0459	60 kDa chaperonin
VFSTELAU_00067	gene	1560	groL			
VFSTELAU_00068	CDS	1266	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
VFSTELAU_00068	gene	1266	aroA			
VFSTELAU_00069	CDS	1074				hypothetical protein
VFSTELAU_00069	gene	1074				
VFSTELAU_00070	CDS	633		3.1.3.-	COG0560	putative phosphatase
VFSTELAU_00070	gene	633				
VFSTELAU_00071	CDS	978	dnaJ		COG0484	Chaperone protein DnaJ
VFSTELAU_00071	gene	978	dnaJ			
VFSTELAU_00072	CDS	1800	dnaK		COG0443	Chaperone protein DnaK
VFSTELAU_00072	gene	1800	dnaK			
VFSTELAU_00073	CDS	972	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
VFSTELAU_00073	gene	972	aroH			
VFSTELAU_00074	CDS	579				hypothetical protein
VFSTELAU_00074	gene	579				
VFSTELAU_00075	CDS	354	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
VFSTELAU_00075	gene	354	dapB			
VFSTELAU_00076	CDS	246				hypothetical protein
VFSTELAU_00076	gene	246				
