locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMOMMLON_00001	CDS	666	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMOMMLON_00001	gene	666	lipB			
SMOMMLON_00002	CDS	2568	valS	6.1.1.9		Valine--tRNA ligase
SMOMMLON_00002	gene	2568	valS			
SMOMMLON_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMOMMLON_00003	gene	333	rsfS			
SMOMMLON_00004	CDS	1104	dnaN		COG0592	Beta sliding clamp
SMOMMLON_00004	gene	1104	dnaN			
SMOMMLON_00005	CDS	1149	rpsA		COG0539	30S ribosomal protein S1
SMOMMLON_00005	gene	1149	rpsA			
SMOMMLON_00006	CDS	624		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
SMOMMLON_00006	gene	624				
SMOMMLON_00007	CDS	1185	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMOMMLON_00007	gene	1185	rho			
SMOMMLON_00008	CDS	1056	prfA		COG0216	Peptide chain release factor RF1
SMOMMLON_00008	gene	1056	prfA			
SMOMMLON_00009	CDS	759	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMOMMLON_00009	gene	759	rsmA			
SMOMMLON_00010	tRNA	75				tRNA-Met(cat)
SMOMMLON_00010	gene	75				
SMOMMLON_00011	CDS	3411	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMOMMLON_00011	gene	3411	ileS			
SMOMMLON_00012	tRNA	76				tRNA-Asn(gtt)
SMOMMLON_00012	gene	76				
SMOMMLON_00013	CDS	1113				hypothetical protein
SMOMMLON_00013	gene	1113				
SMOMMLON_00014	CDS	1233	ydcP	3.4.-.-	COG0826	putative protease YdcP
SMOMMLON_00014	gene	1233	ydcP			
SMOMMLON_00015	CDS	1602	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMOMMLON_00015	gene	1602	glnS			
SMOMMLON_00016	CDS	1851	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMOMMLON_00016	gene	1851	mnmG			
SMOMMLON_00017	CDS	402	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMOMMLON_00017	gene	402	ybeY			
SMOMMLON_00018	tRNA	71				tRNA-Cys(gca)
SMOMMLON_00018	gene	71				
SMOMMLON_00019	CDS	600	rplY			50S ribosomal protein L25
SMOMMLON_00019	gene	600	rplY			
SMOMMLON_00020	CDS	234	rplI		COG0359	50S ribosomal protein L9
SMOMMLON_00020	gene	234	rplI			
SMOMMLON_00021	CDS	282	rpsR			30S ribosomal protein S18
SMOMMLON_00021	gene	282	rpsR			
SMOMMLON_00022	CDS	339	rpsF		COG0360	30S ribosomal protein S6
SMOMMLON_00022	gene	339	rpsF			
SMOMMLON_00023	tmRNA	281	ssrA			transfer-messenger RNA, SsrA
SMOMMLON_00023	gene	281	ssrA			
SMOMMLON_00024	CDS	252	rpmA		COG0211	50S ribosomal protein L27
SMOMMLON_00024	gene	252	rpmA			
SMOMMLON_00025	CDS	336	rplU		COG0261	50S ribosomal protein L21
SMOMMLON_00025	gene	336	rplU			
SMOMMLON_00026	tRNA	76				tRNA-Met(cat)
SMOMMLON_00026	gene	76				
SMOMMLON_00027	CDS	549	frr		COG0233	Ribosome-recycling factor
SMOMMLON_00027	gene	549	frr			
SMOMMLON_00028	CDS	963	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMOMMLON_00028	gene	963	trpS			
SMOMMLON_00029	CDS	1743	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
SMOMMLON_00029	gene	1743	korA			
SMOMMLON_00030	CDS	93				hypothetical protein
SMOMMLON_00030	gene	93				
SMOMMLON_00031	tRNA	86				tRNA-Leu(tag)
SMOMMLON_00031	gene	86				
SMOMMLON_00032	tRNA	82				tRNA-Leu(caa)
SMOMMLON_00032	gene	82				
SMOMMLON_00033	CDS	630	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
SMOMMLON_00033	gene	630	ahpC			
SMOMMLON_00034	CDS	771				hypothetical protein
SMOMMLON_00034	gene	771				
SMOMMLON_00035	CDS	849	lipA	2.8.1.8		Lipoyl synthase
SMOMMLON_00035	gene	849	lipA			
SMOMMLON_00036	CDS	1302	der		COG1160	GTPase Der
SMOMMLON_00036	gene	1302	der			
SMOMMLON_00037	CDS	1149	hflX		COG2262	GTPase HflX
SMOMMLON_00037	gene	1149	hflX			
SMOMMLON_00038	CDS	177	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
SMOMMLON_00038	gene	177	dme			
SMOMMLON_00039	CDS	174	maeB_1	1.1.1.40	COG0281	NADP-dependent malic enzyme
SMOMMLON_00039	gene	174	maeB_1			
SMOMMLON_00040	CDS	207	maeB_2	1.1.1.40	COG0280	NADP-dependent malic enzyme
SMOMMLON_00040	gene	207	maeB_2			
SMOMMLON_00041	tRNA	83				tRNA-Ser(gct)
SMOMMLON_00041	gene	83				
SMOMMLON_00042	tRNA	75				tRNA-Pro(tgg)
SMOMMLON_00042	gene	75				
SMOMMLON_00043	tRNA	76				tRNA-Arg(tct)
SMOMMLON_00043	gene	76				
SMOMMLON_00044	CDS	204	fdx		COG1145	Ferredoxin
SMOMMLON_00044	gene	204	fdx			
SMOMMLON_00045	CDS	315	rplS		COG0335	50S ribosomal protein L19
SMOMMLON_00045	gene	315	rplS			
SMOMMLON_00046	CDS	1317	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMOMMLON_00046	gene	1317	mtaB			
SMOMMLON_00047	CDS	1785	htpG		COG0326	Chaperone protein HtpG
SMOMMLON_00047	gene	1785	htpG			
SMOMMLON_00048	tRNA	87				tRNA-Ser(tga)
SMOMMLON_00048	gene	87				
SMOMMLON_00049	CDS	1455	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SMOMMLON_00049	gene	1455	proS			
SMOMMLON_00050	CDS	1134	iscS	2.8.1.7		Cysteine desulfurase IscS
SMOMMLON_00050	gene	1134	iscS			
SMOMMLON_00051	CDS	945	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
SMOMMLON_00051	gene	945	tilS			
SMOMMLON_00052	tRNA	74				tRNA-Lys(ttt)
SMOMMLON_00052	gene	74				
SMOMMLON_00053	tRNA	74				tRNA-Asp(gtc)
SMOMMLON_00053	gene	74				
SMOMMLON_00054	CDS	3312	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
SMOMMLON_00054	gene	3312	dnaE			
SMOMMLON_00055	tRNA	75				tRNA-Val(tac)
SMOMMLON_00055	gene	75				
