locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMAKOQUE_00001	gene	681	lipB			
SMAKOQUE_00001	CDS	681	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMAKOQUE_00002	gene	2790	valS			
SMAKOQUE_00002	CDS	2790	valS	6.1.1.9		Valine--tRNA ligase
SMAKOQUE_00003	gene	339	rsfS			
SMAKOQUE_00003	CDS	339	rsfS			Ribosomal silencing factor RsfS
SMAKOQUE_00004	gene	1107	dnaN			
SMAKOQUE_00004	CDS	1107	dnaN			Beta sliding clamp
SMAKOQUE_00005	gene	1143	rpsA			
SMAKOQUE_00005	CDS	1143	rpsA		COG0539	30S ribosomal protein S1
SMAKOQUE_00006	gene	1218	rho			
SMAKOQUE_00006	CDS	1218	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMAKOQUE_00007	gene	1065	prfA			
SMAKOQUE_00007	CDS	1065	prfA			Peptide chain release factor 1
SMAKOQUE_00008	gene	1908	dnaK			
SMAKOQUE_00008	CDS	1908	dnaK			Chaperone protein DnaK
SMAKOQUE_00009	gene	402	rplM			
SMAKOQUE_00009	CDS	402	rplM		COG0102	50S ribosomal protein L13
SMAKOQUE_00010	gene	393	rpsI			
SMAKOQUE_00010	CDS	393	rpsI		COG0103	30S ribosomal protein S9
SMAKOQUE_00011	gene	966				
SMAKOQUE_00011	CDS	966				hypothetical protein
SMAKOQUE_00012	gene	717	TSFM			
SMAKOQUE_00012	CDS	717	TSFM			Elongation factor Ts, mitochondrial
SMAKOQUE_00013	gene	147				
SMAKOQUE_00013	CDS	147				hypothetical protein
SMAKOQUE_00014	gene	83				
SMAKOQUE_00014	tRNA	83				tRNA-Leu(taa)
SMAKOQUE_00015	gene	73				
SMAKOQUE_00015	tRNA	73				tRNA-Gly(gcc)
SMAKOQUE_00016	gene	2652	mutS			
SMAKOQUE_00016	CDS	2652	mutS		COG0249	DNA mismatch repair protein MutS
SMAKOQUE_00017	gene	1224	clpX			
SMAKOQUE_00017	CDS	1224	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
SMAKOQUE_00018	gene	648	clpP			
SMAKOQUE_00018	CDS	648	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
SMAKOQUE_00019	gene	1056	ruvB			
SMAKOQUE_00019	CDS	1056	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
SMAKOQUE_00020	gene	103				
SMAKOQUE_00020	rRNA	103				5S ribosomal RNA
SMAKOQUE_00021	gene	201				
SMAKOQUE_00021	CDS	201				hypothetical protein
SMAKOQUE_00022	gene	2861				
SMAKOQUE_00022	rRNA	2861				23S ribosomal RNA
SMAKOQUE_00023	gene	378				
SMAKOQUE_00023	CDS	378				hypothetical protein
SMAKOQUE_00024	gene	74				
SMAKOQUE_00024	tRNA	74				tRNA-Ala(tgc)
SMAKOQUE_00025	gene	74				
SMAKOQUE_00025	tRNA	74				tRNA-Ile(gat)
SMAKOQUE_00026	gene	1539				
SMAKOQUE_00026	rRNA	1539				16S ribosomal RNA
SMAKOQUE_00027	gene	1383	queA			
SMAKOQUE_00027	CDS	1383	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
SMAKOQUE_00028	gene	76				
SMAKOQUE_00028	tRNA	76				tRNA-Thr(tgt)
SMAKOQUE_00029	gene	82				
SMAKOQUE_00029	tRNA	82				tRNA-Tyr(gta)
SMAKOQUE_00030	gene	74				
SMAKOQUE_00030	tRNA	74				tRNA-Gly(tcc)
SMAKOQUE_00031	gene	1188	tuf			
SMAKOQUE_00031	CDS	1188	tuf		COG0050	Elongation factor Tu
SMAKOQUE_00032	gene	73				
SMAKOQUE_00032	tRNA	73				tRNA-Trp(cca)
SMAKOQUE_00033	gene	429	rplK			
SMAKOQUE_00033	CDS	429	rplK		COG0080	50S ribosomal protein L11
SMAKOQUE_00034	gene	672	rplA			
SMAKOQUE_00034	CDS	672	rplA			50S ribosomal protein L1
SMAKOQUE_00035	gene	531				
SMAKOQUE_00035	CDS	531				hypothetical protein
SMAKOQUE_00036	gene	381	rplL			
SMAKOQUE_00036	CDS	381	rplL			50S ribosomal protein L7/L12
SMAKOQUE_00037	gene	3729	rpoB			
SMAKOQUE_00037	CDS	3729	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
SMAKOQUE_00038	gene	4164	rpoC			
SMAKOQUE_00038	CDS	4164	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
SMAKOQUE_00039	gene	1029	rluD			
SMAKOQUE_00039	CDS	1029	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
SMAKOQUE_00040	gene	76				
SMAKOQUE_00040	tRNA	76				tRNA-His(gtg)
SMAKOQUE_00041	gene	135				
SMAKOQUE_00041	CDS	135				hypothetical protein
SMAKOQUE_00042	gene	231				
SMAKOQUE_00042	CDS	231				hypothetical protein
SMAKOQUE_00043	gene	204				
