# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFMELPLA	tRNA	1187	1257	+	DCFBPA_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFMELPLA	cds	1264	1683	+	DCFBPA_00010		50S ribosomal protein L11	SO:0001217, UniRef:UniRef50_A0A346E0A6
VFMELPLA	cds	1778	2305	+	DCFBPA_00015		hypothetical protein	
VFMELPLA	cds	2289	2648	+	DCFBPA_00020		LSU ribosomal protein L7/L12 (P1/P2)	SO:0001217, UniRef:UniRef50_A0A346E0A9
VFMELPLA	cds	2645	5947	+	DCFBPA_00025		DNA-directed RNA polymerase	SO:0001217, UniRef:UniRef50_A0A346E0B0
VFMELPLA	cds	5944	9759	+	DCFBPA_00030		DNA-directed RNA polymerase subunit	SO:0001217, UniRef:UniRef50_A0A346E0B1
VFMELPLA	cds	9701	10072	+	DCFBPA_00035		hypothetical protein	
VFMELPLA	cds	10044	10523	+	DCFBPA_00040		SSU ribosomal protein S7p (S5e)	SO:0001217, UniRef:UniRef50_A0A346E0B3
VFMELPLA	cds	10523	12580	+	DCFBPA_00045		Elongation factor G	SO:0001217, UniRef:UniRef50_A0A346E0B4
VFMELPLA	cds	12564	12872	+	DCFBPA_00050		30S ribosomal protein S10	SO:0001217, UniRef:UniRef50_A0A346E0B5
VFMELPLA	cds	12869	13075	-	DCFBPA_00055	cspC	Cold shock protein, CspA family	COG:COG1278, COG:K, KEGG:K03704, SO:0001217, UniRef:UniRef50_P72188, UniRef:UniRef90_A0A346E0B6
VFMELPLA	tRNA	13537	13609	+	DCFBPA_00060	trnF	tRNA-Phe(gaa)	SO:0000267
VFMELPLA	cds	13617	13943	+	DCFBPA_00065		hypothetical protein	
VFMELPLA	cds	13918	14790	+	DCFBPA_00070		hypothetical protein	PFAM:PF04055.24
VFMELPLA	cds	14882	15334	-	DCFBPA_00075		rRNA adenine N-6-methyltransferase	SO:0001217, UniRef:UniRef50_A0A346E0B8
VFMELPLA	cds	15331	16362	-	DCFBPA_00080		hypothetical protein	
VFMELPLA	cds	16359	16664	-	DCFBPA_00085	erpA	Iron-sulfur cluster insertion protein ErpA	SO:0001217, UniRef:UniRef50_A0A346E0C0
VFMELPLA	cds	16661	17029	-	DCFBPA_00090		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_A0A346E0C1
VFMELPLA	cds	17029	17328	-	DCFBPA_00095		50S ribosomal protein L13	SO:0001217, UniRef:UniRef50_A0A346E0C2
