locus_tag	ftype	length_bp	gene	EC_number	COG	product
VFOMOUHL_00001	CDS	1188	tufA		COG0050	Elongation factor Tu
VFOMOUHL_00001	gene	1188	tufA			
VFOMOUHL_00002	CDS	330				hypothetical protein
VFOMOUHL_00002	gene	330				
VFOMOUHL_00003	CDS	408				hypothetical protein
VFOMOUHL_00003	gene	408				
VFOMOUHL_00004	CDS	345	rplL			50S ribosomal protein L7/L12
VFOMOUHL_00004	gene	345	rplL			
VFOMOUHL_00005	CDS	3165	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
VFOMOUHL_00005	gene	3165	rpoB			
VFOMOUHL_00006	CDS	3423	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
VFOMOUHL_00006	gene	3423	rpoC			
VFOMOUHL_00007	CDS	375	rpsL		COG0048	30S ribosomal protein S12
VFOMOUHL_00007	gene	375	rpsL			
VFOMOUHL_00008	CDS	429	rpsG		COG0049	30S ribosomal protein S7
VFOMOUHL_00008	gene	429	rpsG			
VFOMOUHL_00009	CDS	2025	fusA		COG0480	Elongation factor G
VFOMOUHL_00009	gene	2025	fusA			
VFOMOUHL_00010	CDS	285	rpsJ			30S ribosomal protein S10
VFOMOUHL_00010	gene	285	rpsJ			
VFOMOUHL_00011	CDS	417	def	3.5.1.88	COG0242	Peptide deformylase
VFOMOUHL_00011	gene	417	def			
VFOMOUHL_00012	CDS	318				hypothetical protein
VFOMOUHL_00012	gene	318				
VFOMOUHL_00013	CDS	354				hypothetical protein
VFOMOUHL_00013	gene	354				
VFOMOUHL_00014	CDS	756	dapF	5.1.1.7		Diaminopimelate epimerase
VFOMOUHL_00014	gene	756	dapF			
VFOMOUHL_00015	CDS	549				hypothetical protein
VFOMOUHL_00015	gene	549				
VFOMOUHL_00016	CDS	582	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
VFOMOUHL_00016	gene	582	rsmD			
VFOMOUHL_00017	CDS	618	prfA_1		COG0216	Peptide chain release factor 1
VFOMOUHL_00017	gene	618	prfA_1			
VFOMOUHL_00018	CDS	687	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
VFOMOUHL_00018	gene	687	dapA			
VFOMOUHL_00019	CDS	1152		2.7.2.4	COG0527	Aspartate kinase
VFOMOUHL_00019	gene	1152				
VFOMOUHL_00020	CDS	339				hypothetical protein
VFOMOUHL_00020	gene	339				
VFOMOUHL_00021	CDS	2142	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
VFOMOUHL_00021	gene	2142	metE			
VFOMOUHL_00022	CDS	1149	metC	4.4.1.8	COG0626	Cystathionine beta-lyase
VFOMOUHL_00022	gene	1149	metC			
VFOMOUHL_00023	CDS	684	prfA_2		COG0216	Peptide chain release factor 1
VFOMOUHL_00023	gene	684	prfA_2			
VFOMOUHL_00024	CDS	999	rpoD		COG0568	RNA polymerase sigma factor RpoD
VFOMOUHL_00024	gene	999	rpoD			
VFOMOUHL_00025	CDS	2682	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
VFOMOUHL_00025	gene	2682	dnaE			
VFOMOUHL_00026	CDS	801	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
VFOMOUHL_00026	gene	801	metF			
VFOMOUHL_00027	CDS	1017	asd1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 1
VFOMOUHL_00027	gene	1017	asd1			
VFOMOUHL_00028	CDS	273				hypothetical protein
VFOMOUHL_00028	gene	273				
VFOMOUHL_00029	CDS	693	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
VFOMOUHL_00029	gene	693	dnaQ			
VFOMOUHL_00030	CDS	543	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
VFOMOUHL_00030	gene	543	clpP			
VFOMOUHL_00031	CDS	1107	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
VFOMOUHL_00031	gene	1107	clpX			
VFOMOUHL_00032	CDS	939	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
VFOMOUHL_00032	gene	939	aroF			
VFOMOUHL_00033	CDS	273				hypothetical protein
VFOMOUHL_00033	gene	273				
VFOMOUHL_00034	CDS	1104	aroC	4.2.3.5	COG0082	Chorismate synthase
VFOMOUHL_00034	gene	1104	aroC			
VFOMOUHL_00035	tRNA	74				tRNA-Met(cat)
VFOMOUHL_00035	gene	74				
VFOMOUHL_00036	CDS	246				hypothetical protein
VFOMOUHL_00036	gene	246				
VFOMOUHL_00037	CDS	183				hypothetical protein
VFOMOUHL_00037	gene	183				
VFOMOUHL_00038	CDS	768	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
VFOMOUHL_00038	gene	768	dapD			
VFOMOUHL_00039	CDS	1110	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
VFOMOUHL_00039	gene	1110	dapE			
VFOMOUHL_00040	CDS	438				hypothetical protein
VFOMOUHL_00040	gene	438				
VFOMOUHL_00041	CDS	279	trxA		COG0526	Thioredoxin
VFOMOUHL_00041	gene	279	trxA			
VFOMOUHL_00042	CDS	1398	groL			60 kDa chaperonin
VFOMOUHL_00042	gene	1398	groL			
VFOMOUHL_00043	CDS	1218	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
VFOMOUHL_00043	gene	1218	aroA			
VFOMOUHL_00044	CDS	822				hypothetical protein
VFOMOUHL_00044	gene	822				
VFOMOUHL_00045	CDS	993	dnaJ		COG0484	Chaperone protein DnaJ
VFOMOUHL_00045	gene	993	dnaJ			
VFOMOUHL_00046	CDS	1818	dnaK		COG0443	Chaperone protein DnaK
VFOMOUHL_00046	gene	1818	dnaK			
VFOMOUHL_00047	CDS	612	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
VFOMOUHL_00047	gene	612	dapB			
VFOMOUHL_00048	CDS	666	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
VFOMOUHL_00048	gene	666	aroE			
VFOMOUHL_00049	CDS	438	aroQ	4.2.1.10		3-dehydroquinate dehydratase
VFOMOUHL_00049	gene	438	aroQ			
VFOMOUHL_00050	CDS	501				hypothetical protein
VFOMOUHL_00050	gene	501				
VFOMOUHL_00051	CDS	207				hypothetical protein
VFOMOUHL_00051	gene	207				
VFOMOUHL_00052	CDS	270				hypothetical protein
VFOMOUHL_00052	gene	270				
VFOMOUHL_00053	rRNA	2655				23S ribosomal RNA
VFOMOUHL_00053	gene	2655				
VFOMOUHL_00054	CDS	213				hypothetical protein
VFOMOUHL_00054	gene	213				
VFOMOUHL_00055	CDS	267				hypothetical protein
VFOMOUHL_00055	gene	267				
VFOMOUHL_00056	rRNA	1450				16S ribosomal RNA
VFOMOUHL_00056	gene	1450				
VFOMOUHL_00057	CDS	252				hypothetical protein
VFOMOUHL_00057	gene	252				
VFOMOUHL_00058	CDS	414	rplC		COG0087	50S ribosomal protein L3
VFOMOUHL_00058	gene	414	rplC			
VFOMOUHL_00059	CDS	555	rplD		COG0088	50S ribosomal protein L4
VFOMOUHL_00059	gene	555	rplD			
VFOMOUHL_00060	CDS	282				hypothetical protein
VFOMOUHL_00060	gene	282				
VFOMOUHL_00061	CDS	738	rplB		COG0090	50S ribosomal protein L2
VFOMOUHL_00061	gene	738	rplB			
VFOMOUHL_00062	CDS	189	rpsS		COG0185	30S ribosomal protein S19
VFOMOUHL_00062	gene	189	rpsS			
VFOMOUHL_00063	CDS	312				hypothetical protein
VFOMOUHL_00063	gene	312				
VFOMOUHL_00064	CDS	609	rpsC		COG0092	30S ribosomal protein S3
VFOMOUHL_00064	gene	609	rpsC			
VFOMOUHL_00065	CDS	408	rplP		COG0197	50S ribosomal protein L16
VFOMOUHL_00065	gene	408	rplP			
VFOMOUHL_00066	CDS	240				hypothetical protein
VFOMOUHL_00066	gene	240				
VFOMOUHL_00067	CDS	345	rplN		COG0093	50S ribosomal protein L14
VFOMOUHL_00067	gene	345	rplN			
VFOMOUHL_00068	CDS	561	rplE		COG0094	50S ribosomal protein L5
VFOMOUHL_00068	gene	561	rplE			
VFOMOUHL_00069	CDS	249	rpsN			30S ribosomal protein S14
VFOMOUHL_00069	gene	249	rpsN			
VFOMOUHL_00070	CDS	363				hypothetical protein
VFOMOUHL_00070	gene	363				
VFOMOUHL_00071	CDS	159				hypothetical protein
VFOMOUHL_00071	gene	159				
VFOMOUHL_00072	CDS	513	rplF			50S ribosomal protein L6
