locus_tag	ftype	length_bp	gene	EC_number	COG	product
SMPHYLLO_00001	CDS	645	lipB	2.3.1.181	COG0321	Octanoyltransferase
SMPHYLLO_00001	gene	645	lipB			
SMPHYLLO_00002	CDS	2538	valS	6.1.1.9		Valine--tRNA ligase
SMPHYLLO_00002	gene	2538	valS			
SMPHYLLO_00003	CDS	333	rsfS			Ribosomal silencing factor RsfS
SMPHYLLO_00003	gene	333	rsfS			
SMPHYLLO_00004	CDS	1110	dnaN		COG0592	Beta sliding clamp
SMPHYLLO_00004	gene	1110	dnaN			
SMPHYLLO_00005	CDS	1107	rpsA		COG0539	30S ribosomal protein S1
SMPHYLLO_00005	gene	1107	rpsA			
SMPHYLLO_00006	CDS	1164	rho	3.6.4.-	COG1158	Transcription termination factor Rho
SMPHYLLO_00006	gene	1164	rho			
SMPHYLLO_00007	CDS	1062	prfA		COG0216	Peptide chain release factor RF1
SMPHYLLO_00007	gene	1062	prfA			
SMPHYLLO_00008	CDS	753	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SMPHYLLO_00008	gene	753	rsmA			
SMPHYLLO_00009	tRNA	75				tRNA-Met(cat)
SMPHYLLO_00009	gene	75				
SMPHYLLO_00010	CDS	2442	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
SMPHYLLO_00010	gene	2442	ileS			
SMPHYLLO_00011	tRNA	77				tRNA-Asn(gtt)
SMPHYLLO_00011	gene	77				
SMPHYLLO_00012	CDS	1797	lepA	3.6.5.-	COG0481	Elongation factor 4
SMPHYLLO_00012	gene	1797	lepA			
SMPHYLLO_00013	CDS	1068				hypothetical protein
SMPHYLLO_00013	gene	1068				
SMPHYLLO_00014	CDS	1608	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
SMPHYLLO_00014	gene	1608	glnS			
SMPHYLLO_00015	CDS	1842	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
SMPHYLLO_00015	gene	1842	mnmG			
SMPHYLLO_00016	CDS	375	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
SMPHYLLO_00016	gene	375	ybeY			
SMPHYLLO_00017	tRNA	71				tRNA-Cys(gca)
SMPHYLLO_00017	gene	71				
SMPHYLLO_00018	CDS	573	ctc		COG1825	General stress protein CTC
SMPHYLLO_00018	gene	573	ctc			
SMPHYLLO_00019	CDS	1500	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SMPHYLLO_00019	gene	1500	gltX			
SMPHYLLO_00020	CDS	456	rplI		COG0359	50S ribosomal protein L9
SMPHYLLO_00020	gene	456	rplI			
SMPHYLLO_00021	CDS	270	rpsR			30S ribosomal protein S18
SMPHYLLO_00021	gene	270	rpsR			
SMPHYLLO_00022	CDS	336	rpsF		COG0360	30S ribosomal protein S6
SMPHYLLO_00022	gene	336	rpsF			
SMPHYLLO_00023	tmRNA	257	ssrA			transfer-messenger RNA, SsrA
SMPHYLLO_00023	gene	257	ssrA			
SMPHYLLO_00024	CDS	258	rpmA		COG0211	50S ribosomal protein L27
SMPHYLLO_00024	gene	258	rpmA			
SMPHYLLO_00025	CDS	333	rplU		COG0261	50S ribosomal protein L21
SMPHYLLO_00025	gene	333	rplU			
SMPHYLLO_00026	tRNA	76				tRNA-Met(cat)
SMPHYLLO_00026	gene	76				
SMPHYLLO_00027	CDS	1317	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
SMPHYLLO_00027	gene	1317	asnS			
SMPHYLLO_00028	CDS	600	frr		COG0233	Ribosome-recycling factor
SMPHYLLO_00028	gene	600	frr			
SMPHYLLO_00029	CDS	957	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SMPHYLLO_00029	gene	957	trpS			
SMPHYLLO_00030	CDS	96				hypothetical protein
SMPHYLLO_00030	gene	96				
SMPHYLLO_00031	tRNA	86				tRNA-Leu(tag)
SMPHYLLO_00031	gene	86				
SMPHYLLO_00032	CDS	747				hypothetical protein
SMPHYLLO_00032	gene	747				
SMPHYLLO_00033	CDS	849	lipA	2.8.1.8		Lipoyl synthase
SMPHYLLO_00033	gene	849	lipA			
SMPHYLLO_00034	CDS	1308	der		COG1160	GTPase Der
SMPHYLLO_00034	gene	1308	der			
SMPHYLLO_00035	CDS	1263	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
SMPHYLLO_00035	gene	1263	maeB			
SMPHYLLO_00036	tRNA	83				tRNA-Ser(gct)
SMPHYLLO_00036	gene	83				
SMPHYLLO_00037	tRNA	75				tRNA-Pro(tgg)
SMPHYLLO_00037	gene	75				
SMPHYLLO_00038	tRNA	73				tRNA-Arg(tct)
SMPHYLLO_00038	gene	73				
SMPHYLLO_00039	CDS	210	fdx		COG1145	Ferredoxin
SMPHYLLO_00039	gene	210	fdx			
SMPHYLLO_00040	CDS	327	rplS		COG0335	50S ribosomal protein L19
SMPHYLLO_00040	gene	327	rplS			
SMPHYLLO_00041	CDS	1299	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
SMPHYLLO_00041	gene	1299	mtaB			
SMPHYLLO_00042	CDS	1809	htpG		COG0326	Chaperone protein HtpG
SMPHYLLO_00042	gene	1809	htpG			
SMPHYLLO_00043	tRNA	88				tRNA-Ser(tga)
SMPHYLLO_00043	gene	88				
SMPHYLLO_00044	CDS	1458	proS	6.1.1.15	COG0442	Proline--tRNA ligase
SMPHYLLO_00044	gene	1458	proS			
SMPHYLLO_00045	CDS	1134	iscS	2.8.1.7		Cysteine desulfurase IscS
SMPHYLLO_00045	gene	1134	iscS			
SMPHYLLO_00046	CDS	948	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
SMPHYLLO_00046	gene	948	tilS			
SMPHYLLO_00047	tRNA	73				tRNA-Lys(ttt)
SMPHYLLO_00047	gene	73				
SMPHYLLO_00048	tRNA	74				tRNA-Asp(gtc)
SMPHYLLO_00048	gene	74				
SMPHYLLO_00049	CDS	3825	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
SMPHYLLO_00049	gene	3825	dnaE			
SMPHYLLO_00050	tRNA	75				tRNA-Val(tac)
SMPHYLLO_00050	gene	75				
SMPHYLLO_00051	CDS	1392	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
SMPHYLLO_00051	gene	1392	mnmE			
SMPHYLLO_00052	CDS	834				hypothetical protein
SMPHYLLO_00052	gene	834				
SMPHYLLO_00053	CDS	1380	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
SMPHYLLO_00053	gene	1380	dnaC			
SMPHYLLO_00054	CDS	543	grpE			Protein GrpE
SMPHYLLO_00054	gene	543	grpE			
SMPHYLLO_00055	CDS	1080	dnaJ			Chaperone protein DnaJ
SMPHYLLO_00055	gene	1080	dnaJ			
SMPHYLLO_00056	CDS	1179	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SMPHYLLO_00056	gene	1179	mnmA			
SMPHYLLO_00057	CDS	1092	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid transaminase 1
SMPHYLLO_00057	gene	1092	ilvE			
SMPHYLLO_00058	CDS	453	def	3.5.1.88	COG0242	Peptide deformylase
SMPHYLLO_00058	gene	453	def			
SMPHYLLO_00059	CDS	342	rplT		COG0292	50S ribosomal protein L20
SMPHYLLO_00059	gene	342	rplT			
SMPHYLLO_00060	CDS	207	rpmI			50S ribosomal protein L35
SMPHYLLO_00060	gene	207	rpmI			
SMPHYLLO_00061	CDS	519	infC			Translation initiation factor IF-3
