# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
VFTETHEX	tRNA	1179	1250	+	PEACKH_00005	trnW	tRNA-Trp(cca)	SO:0000271
VFTETHEX	cds	1258	1641	+	PEACKH_00010		hypothetical protein	PFAM:PF00298.22
VFTETHEX	cds	1634	2275	+	PEACKH_00015		hypothetical protein	
VFTETHEX	cds	2268	2714	+	PEACKH_00020		hypothetical protein	
VFTETHEX	cds	2692	3048	+	PEACKH_00025		hypothetical protein	PFAM:PF00542.22
VFTETHEX	cds	3045	6938	+	PEACKH_00030		hypothetical protein	PFAM:PF00562.31, PFAM:PF04560.23, PFAM:PF04561.17, PFAM:PF04565.19
VFTETHEX	cds	6935	10837	+	PEACKH_00035		hypothetical protein	PFAM:PF00623.23, PFAM:PF04983.21, PFAM:PF04997.15, PFAM:PF04998.20, PFAM:PF05000.20
VFTETHEX	cds	10834	11229	+	PEACKH_00040		hypothetical protein	
VFTETHEX	cds	11198	11671	+	PEACKH_00045		hypothetical protein	PFAM:PF00177.24
VFTETHEX	cds	11671	13722	+	PEACKH_00050		Elongation factor G 1	SO:0001217, UniRef:UniRef50_Q9KUZ7
VFTETHEX	cds	13710	14006	+	PEACKH_00055		hypothetical protein	PFAM:PF00338.25
VFTETHEX	tRNA	14421	14493	+	PEACKH_00060	trnF	tRNA-Phe(gaa)	SO:0000267
VFTETHEX	cds	14505	14840	+	PEACKH_00065		hypothetical protein	
VFTETHEX	cds	14833	15528	-	PEACKH_00070		hypothetical protein	PFAM:PF00398.23
VFTETHEX	cds	15525	16631	-	PEACKH_00075		hypothetical protein	
VFTETHEX	cds	16628	17011	-	PEACKH_00080		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_S5SQL1
VFTETHEX	cds	17017	17352	-	PEACKH_00085		hypothetical protein	
VFTETHEX	cds	17339	18142	-	PEACKH_00090		hypothetical protein	PFAM:PF01678.22
VFTETHEX	cds	18143	18772	-	PEACKH_00095		hypothetical protein	
VFTETHEX	cds	18762	20300	-	PEACKH_00100		hypothetical protein	PFAM:PF00009.30, PFAM:PF10662.12
VFTETHEX	tRNA	20335	20406	+	PEACKH_00105	trnQ	tRNA-Gln(ttg)	SO:0000261
VFTETHEX	cds	21285	21785	+	PEACKH_00110		hypothetical protein	
VFTETHEX	cds	21782	22342	-	PEACKH_00115		hypothetical protein	PFAM:PF01564.20, PFAM:PF05175.17, PFAM:PF08241.15, PFAM:PF13649.9, PFAM:PF13847.9
VFTETHEX	cds	22465	23589	+	PEACKH_00120		hypothetical protein	PFAM:PF00266.22
VFTETHEX	cds	23591	24889	-	PEACKH_00125		hypothetical protein	PFAM:PF00152.23, PFAM:PF01409.23
VFTETHEX	cds	24893	25591	-	PEACKH_00130		hypothetical protein	PFAM:PF03462.21
VFTETHEX	cds	25569	26477	-	PEACKH_00135		hypothetical protein	PFAM:PF00701.25
VFTETHEX	tRNA	28579	28662	+	PEACKH_00140	trnS	tRNA-Ser(gct)	SO:0000269
VFTETHEX	cds	28874	29014	-	PEACKH_00145		hypothetical protein	
